統編,分類,子分類,項目,單位,年份,數值
68919301,G,收入、成本與淨利,營業收入,仟元,2020,17628221
68919301,G,收入、成本與淨利,營業成本,仟元,2020,15965585
68919301,G,收入、成本與淨利,營業費用,仟元,2020,1851260
68919301,G,收入、成本與淨利,淨利,仟元,2020,971261
51037304,G,收入、成本與淨利,營業收入,仟元,2020,1509851
51037304,G,收入、成本與淨利,營業成本,仟元,2020,1584880
51037304,G,收入、成本與淨利,營業費用,仟元,2020,175026
51037304,G,收入、成本與淨利,淨利,仟元,2020,-292272
7663290,G,收入、成本與淨利,營業收入,仟元,2020,8373609
7663290,G,收入、成本與淨利,營業成本,仟元,2020,7994807
7663290,G,收入、成本與淨利,營業費用,仟元,2020,628044
7663290,G,收入、成本與淨利,淨利,仟元,2020,-424828
7015014,G,收入、成本與淨利,營業收入,仟元,2020,917470
7015014,G,收入、成本與淨利,營業成本,仟元,2020,922558
7015014,G,收入、成本與淨利,營業費用,仟元,2020,116795
7015014,G,收入、成本與淨利,淨利,仟元,2020,-57906
73641170,G,收入、成本與淨利,營業收入,仟元,2020,490557
73641170,G,收入、成本與淨利,營業成本,仟元,2020,334603
73641170,G,收入、成本與淨利,營業費用,仟元,2020,153272
73641170,G,收入、成本與淨利,淨利,仟元,2020,-7438
33955322,G,收入、成本與淨利,營業收入,仟元,2020,13559461
33955322,G,收入、成本與淨利,營業成本,仟元,2020,13324652
33955322,G,收入、成本與淨利,營業費用,仟元,2020,591304
33955322,G,收入、成本與淨利,淨利,仟元,2020,-414333
72055019,G,收入、成本與淨利,營業收入,仟元,2020,1929151
72055019,G,收入、成本與淨利,營業成本,仟元,2020,1838286
72055019,G,收入、成本與淨利,營業費用,仟元,2020,359945
72055019,G,收入、成本與淨利,淨利,仟元,2020,-127030
22266307,G,收入、成本與淨利,營業收入,仟元,2020,7019373
22266307,G,收入、成本與淨利,營業成本,仟元,2020,6814683
22266307,G,收入、成本與淨利,營業費用,仟元,2020,504607
22266307,G,收入、成本與淨利,淨利,仟元,2020,-423066
43121481,G,收入、成本與淨利,營業收入,仟元,2020,1271905
43121481,G,收入、成本與淨利,營業成本,仟元,2020,1124021
43121481,G,收入、成本與淨利,營業費用,仟元,2020,106436
43121481,G,收入、成本與淨利,淨利,仟元,2020,97497
4301794,G,收入、成本與淨利,營業收入,仟元,2020,1204928
4301794,G,收入、成本與淨利,營業成本,仟元,2020,1173098
4301794,G,收入、成本與淨利,營業費用,仟元,2020,128059
4301794,G,收入、成本與淨利,淨利,仟元,2020,-38295
43295237,G,收入、成本與淨利,營業收入,仟元,2020,7675607
43295237,G,收入、成本與淨利,營業成本,仟元,2020,7591144
43295237,G,收入、成本與淨利,營業費用,仟元,2020,364077
43295237,G,收入、成本與淨利,淨利,仟元,2020,-40115
7669338,G,收入、成本與淨利,營業收入,仟元,2020,2707215
7669338,G,收入、成本與淨利,營業成本,仟元,2020,2501874
7669338,G,收入、成本與淨利,營業費用,仟元,2020,221908
7669338,G,收入、成本與淨利,淨利,仟元,2020,556686
33653494,G,收入、成本與淨利,營業收入,仟元,2020,1783734
33653494,G,收入、成本與淨利,營業成本,仟元,2020,1869696
33653494,G,收入、成本與淨利,營業費用,仟元,2020,140413
33653494,G,收入、成本與淨利,淨利,仟元,2020,-183707
22817999,G,收入、成本與淨利,營業收入,仟元,2020,7343877
22817999,G,收入、成本與淨利,營業成本,仟元,2020,6771871
22817999,G,收入、成本與淨利,營業費用,仟元,2020,1424413
22817999,G,收入、成本與淨利,淨利,仟元,2020,-936989
7715023,G,收入、成本與淨利,營業收入,仟元,2020,441609
7715023,G,收入、成本與淨利,營業成本,仟元,2020,356858
7715023,G,收入、成本與淨利,營業費用,仟元,2020,76388
7715023,G,收入、成本與淨利,淨利,仟元,2020,61102
73686632,G,收入、成本與淨利,營業收入,仟元,2020,8594659
73686632,G,收入、成本與淨利,營業成本,仟元,2020,7350952
73686632,G,收入、成本與淨利,營業費用,仟元,2020,1231143
73686632,G,收入、成本與淨利,淨利,仟元,2020,-206633
33700601,G,收入、成本與淨利,營業收入,仟元,2020,425282
33700601,G,收入、成本與淨利,營業成本,仟元,2020,386665
33700601,G,收入、成本與淨利,營業費用,仟元,2020,55505
33700601,G,收入、成本與淨利,淨利,仟元,2020,-25072
22976047,G,收入、成本與淨利,營業收入,仟元,2020,2635433
22976047,G,收入、成本與淨利,營業成本,仟元,2020,2353748
22976047,G,收入、成本與淨利,營業費用,仟元,2020,266935
22976047,G,收入、成本與淨利,淨利,仟元,2020,40489
69559487,G,收入、成本與淨利,營業收入,仟元,2020,8598587
69559487,G,收入、成本與淨利,營業成本,仟元,2020,6382107
69559487,G,收入、成本與淨利,營業費用,仟元,2020,1783919
69559487,G,收入、成本與淨利,淨利,仟元,2020,164775
36123364,G,收入、成本與淨利,營業收入,仟元,2020,961757
36123364,G,收入、成本與淨利,營業成本,仟元,2020,843871
36123364,G,收入、成本與淨利,營業費用,仟元,2020,120193
36123364,G,收入、成本與淨利,淨利,仟元,2020,45183
22267777,G,收入、成本與淨利,營業收入,仟元,2020,630757
22267777,G,收入、成本與淨利,營業成本,仟元,2020,517086
22267777,G,收入、成本與淨利,營業費用,仟元,2020,95568
22267777,G,收入、成本與淨利,淨利,仟元,2020,35414
7029919,G,收入、成本與淨利,營業收入,仟元,2020,329104
7029919,G,收入、成本與淨利,營業成本,仟元,2020,315842
7029919,G,收入、成本與淨利,營業費用,仟元,2020,206559
7029919,G,收入、成本與淨利,淨利,仟元,2020,-425124
68919702,G,收入、成本與淨利,營業收入,仟元,2020,5970540
68919702,G,收入、成本與淨利,營業成本,仟元,2020,5299588
68919702,G,收入、成本與淨利,營業費用,仟元,2020,998945
68919702,G,收入、成本與淨利,淨利,仟元,2020,-355198
58003997,G,收入、成本與淨利,營業收入,仟元,2020,2858477
58003997,G,收入、成本與淨利,營業成本,仟元,2020,2456391
58003997,G,收入、成本與淨利,營業費用,仟元,2020,333425
58003997,G,收入、成本與淨利,淨利,仟元,2020,100880
23912057,G,收入、成本與淨利,營業收入,仟元,2020,168113
23912057,G,收入、成本與淨利,營業成本,仟元,2020,136599
23912057,G,收入、成本與淨利,營業費用,仟元,2020,17188
23912057,G,收入、成本與淨利,淨利,仟元,2020,3910
35884479,G,收入、成本與淨利,營業收入,仟元,2020,28175401
35884479,G,收入、成本與淨利,營業成本,仟元,2020,20096659
35884479,G,收入、成本與淨利,營業費用,仟元,2020,2582190
35884479,G,收入、成本與淨利,淨利,仟元,2020,4254534
23609668,G,收入、成本與淨利,營業收入,仟元,2020,24924170
23609668,G,收入、成本與淨利,營業成本,仟元,2020,19352764
23609668,G,收入、成本與淨利,營業費用,仟元,2020,2905648
23609668,G,收入、成本與淨利,淨利,仟元,2020,2078913
88121697,G,收入、成本與淨利,營業收入,仟元,2020,7980893
88121697,G,收入、成本與淨利,營業成本,仟元,2020,7701785
88121697,G,收入、成本與淨利,營業費用,仟元,2020,131515
88121697,G,收入、成本與淨利,淨利,仟元,2020,125765
49744324,G,收入、成本與淨利,營業收入,仟元,2020,17077832
49744324,G,收入、成本與淨利,營業成本,仟元,2020,14044682
49744324,G,收入、成本與淨利,營業費用,仟元,2020,2810794
49744324,G,收入、成本與淨利,淨利,仟元,2020,-112835
16229261,G,收入、成本與淨利,營業收入,仟元,2020,1217165
16229261,G,收入、成本與淨利,營業成本,仟元,2020,1170380
16229261,G,收入、成本與淨利,營業費用,仟元,2020,203811
16229261,G,收入、成本與淨利,淨利,仟元,2020,-108638
22927617,G,收入、成本與淨利,營業收入,仟元,2020,3642129
22927617,G,收入、成本與淨利,營業成本,仟元,2020,3469947
22927617,G,收入、成本與淨利,營業費用,仟元,2020,226853
22927617,G,收入、成本與淨利,淨利,仟元,2020,-132976
89620361,G,收入、成本與淨利,營業收入,仟元,2020,12188857
89620361,G,收入、成本與淨利,營業成本,仟元,2020,10903247
89620361,G,收入、成本與淨利,營業費用,仟元,2020,1005212
89620361,G,收入、成本與淨利,淨利,仟元,2020,557830
76545523,G,收入、成本與淨利,營業收入,仟元,2020,5389194
76545523,G,收入、成本與淨利,營業成本,仟元,2020,4219740
76545523,G,收入、成本與淨利,營業費用,仟元,2020,614417
76545523,G,收入、成本與淨利,淨利,仟元,2020,416040
54332940,G,收入、成本與淨利,營業收入,仟元,2020,1177619
54332940,G,收入、成本與淨利,營業成本,仟元,2020,967578
54332940,G,收入、成本與淨利,營業費用,仟元,2020,58864
54332940,G,收入、成本與淨利,淨利,仟元,2020,123274
3522600,G,收入、成本與淨利,營業收入,仟元,2019,250146590
3522600,G,收入、成本與淨利,營業成本,仟元,2019,205396660
3522600,G,收入、成本與淨利,營業費用,仟元,2019,30987491
3522600,G,收入、成本與淨利,淨利,仟元,2019,16435163
35082604,G,收入、成本與淨利,營業收入,仟元,2019,8743918
35082604,G,收入、成本與淨利,營業成本,仟元,2019,7664780
35082604,G,收入、成本與淨利,營業費用,仟元,2019,1032449
35082604,G,收入、成本與淨利,淨利,仟元,2019,-390051
7435515,G,收入、成本與淨利,營業收入,仟元,2019,37989046
7435515,G,收入、成本與淨利,營業成本,仟元,2019,NaN
7435515,G,收入、成本與淨利,營業費用,仟元,2019,3138493
7435515,G,收入、成本與淨利,淨利,仟元,2019,2251393
35286207,G,收入、成本與淨利,營業收入,仟元,2019,398105
35286207,G,收入、成本與淨利,營業成本,仟元,2019,254622
35286207,G,收入、成本與淨利,營業費用,仟元,2019,67769
35286207,G,收入、成本與淨利,淨利,仟元,2019,66285
7220710,G,收入、成本與淨利,營業收入,仟元,2019,2947365
7220710,G,收入、成本與淨利,營業成本,仟元,2019,2800724
7220710,G,收入、成本與淨利,營業費用,仟元,2019,87982
7220710,G,收入、成本與淨利,淨利,仟元,2019,68560
73141105,G,收入、成本與淨利,營業收入,仟元,2019,790778
73141105,G,收入、成本與淨利,營業成本,仟元,2019,776946
73141105,G,收入、成本與淨利,營業費用,仟元,2019,78598
73141105,G,收入、成本與淨利,淨利,仟元,2019,36405
11825825,G,收入、成本與淨利,營業收入,仟元,2019,1405652
11825825,G,收入、成本與淨利,營業成本,仟元,2019,1061638
11825825,G,收入、成本與淨利,營業費用,仟元,2019,620541
11825825,G,收入、成本與淨利,淨利,仟元,2019,317339
11083148,G,收入、成本與淨利,營業收入,仟元,2019,211540
11083148,G,收入、成本與淨利,營業成本,仟元,2019,332775
11083148,G,收入、成本與淨利,營業費用,仟元,2019,71427
11083148,G,收入、成本與淨利,淨利,仟元,2019,-214094
7435901,G,收入、成本與淨利,營業收入,仟元,2019,2083581
7435901,G,收入、成本與淨利,營業成本,仟元,2019,1488769
7435901,G,收入、成本與淨利,營業費用,仟元,2019,481444
7435901,G,收入、成本與淨利,淨利,仟元,2019,378820
11311608,G,收入、成本與淨利,營業收入,仟元,2019,455091
11311608,G,收入、成本與淨利,營業成本,仟元,2019,503963
11311608,G,收入、成本與淨利,營業費用,仟元,2019,31481
11311608,G,收入、成本與淨利,淨利,仟元,2019,-36183
14001199,G,收入、成本與淨利,營業收入,仟元,2019,36762189
14001199,G,收入、成本與淨利,營業成本,仟元,2019,33002349
14001199,G,收入、成本與淨利,營業費用,仟元,2019,2692530
14001199,G,收入、成本與淨利,淨利,仟元,2019,5829467
11113403,G,收入、成本與淨利,營業收入,仟元,2019,173008
11113403,G,收入、成本與淨利,營業成本,仟元,2019,172089
11113403,G,收入、成本與淨利,營業費用,仟元,2019,50551
11113403,G,收入、成本與淨利,淨利,仟元,2019,961983
68919301,G,收入、成本與淨利,營業收入,仟元,2019,22947425
68919301,G,收入、成本與淨利,營業成本,仟元,2019,21673122
68919301,G,收入、成本與淨利,營業費用,仟元,2019,2039981
68919301,G,收入、成本與淨利,淨利,仟元,2019,116839
51037304,G,收入、成本與淨利,營業收入,仟元,2019,1466872
51037304,G,收入、成本與淨利,營業成本,仟元,2019,1539946
51037304,G,收入、成本與淨利,營業費用,仟元,2019,214406
51037304,G,收入、成本與淨利,淨利,仟元,2019,-332243
7663290,G,收入、成本與淨利,營業收入,仟元,2019,12008135
7663290,G,收入、成本與淨利,營業成本,仟元,2019,11205206
7663290,G,收入、成本與淨利,營業費用,仟元,2019,699355
7663290,G,收入、成本與淨利,淨利,仟元,2019,-63418
7015014,G,收入、成本與淨利,營業收入,仟元,2019,1370531
7015014,G,收入、成本與淨利,營業成本,仟元,2019,1299837
7015014,G,收入、成本與淨利,營業費用,仟元,2019,130861
7015014,G,收入、成本與淨利,淨利,仟元,2019,-40278
73641170,G,收入、成本與淨利,營業收入,仟元,2019,550215
73641170,G,收入、成本與淨利,營業成本,仟元,2019,437868
73641170,G,收入、成本與淨利,營業費用,仟元,2019,114190
73641170,G,收入、成本與淨利,淨利,仟元,2019,290
33955322,G,收入、成本與淨利,營業收入,仟元,2019,14579347
33955322,G,收入、成本與淨利,營業成本,仟元,2019,14201182
33955322,G,收入、成本與淨利,營業費用,仟元,2019,687946
33955322,G,收入、成本與淨利,淨利,仟元,2019,-244051
72055019,G,收入、成本與淨利,營業收入,仟元,2019,2496050
72055019,G,收入、成本與淨利,營業成本,仟元,2019,2285083
72055019,G,收入、成本與淨利,營業費用,仟元,2019,361644
72055019,G,收入、成本與淨利,淨利,仟元,2019,-110329
22266307,G,收入、成本與淨利,營業收入,仟元,2019,8567512
22266307,G,收入、成本與淨利,營業成本,仟元,2019,8129489
22266307,G,收入、成本與淨利,營業費用,仟元,2019,543703
22266307,G,收入、成本與淨利,淨利,仟元,2019,-69787
43121481,G,收入、成本與淨利,營業收入,仟元,2019,1918138
43121481,G,收入、成本與淨利,營業成本,仟元,2019,1616812
43121481,G,收入、成本與淨利,營業費用,仟元,2019,126263
43121481,G,收入、成本與淨利,淨利,仟元,2019,176038
4301794,G,收入、成本與淨利,營業收入,仟元,2019,1904529
4301794,G,收入、成本與淨利,營業成本,仟元,2019,1708133
4301794,G,收入、成本與淨利,營業費用,仟元,2019,167536
4301794,G,收入、成本與淨利,淨利,仟元,2019,34898
43295237,G,收入、成本與淨利,營業收入,仟元,2019,11841377
43295237,G,收入、成本與淨利,營業成本,仟元,2019,11856644
43295237,G,收入、成本與淨利,營業費用,仟元,2019,425859
43295237,G,收入、成本與淨利,淨利,仟元,2019,-302638
7669338,G,收入、成本與淨利,營業收入,仟元,2019,4071473
7669338,G,收入、成本與淨利,營業成本,仟元,2019,3516265
7669338,G,收入、成本與淨利,營業費用,仟元,2019,236204
7669338,G,收入、成本與淨利,淨利,仟元,2019,570685
33653494,G,收入、成本與淨利,營業收入,仟元,2019,3122224
33653494,G,收入、成本與淨利,營業成本,仟元,2019,3157563
33653494,G,收入、成本與淨利,營業費用,仟元,2019,162722
33653494,G,收入、成本與淨利,淨利,仟元,2019,-84462
22817999,G,收入、成本與淨利,營業收入,仟元,2019,8863627
22817999,G,收入、成本與淨利,營業成本,仟元,2019,7477722
22817999,G,收入、成本與淨利,營業費用,仟元,2019,1427431
22817999,G,收入、成本與淨利,淨利,仟元,2019,-271956
7715023,G,收入、成本與淨利,營業收入,仟元,2019,553776
7715023,G,收入、成本與淨利,營業成本,仟元,2019,435397
7715023,G,收入、成本與淨利,營業費用,仟元,2019,104606
7715023,G,收入、成本與淨利,淨利,仟元,2019,121338
73686632,G,收入、成本與淨利,營業收入,仟元,2019,10919724
73686632,G,收入、成本與淨利,營業成本,仟元,2019,8865307
73686632,G,收入、成本與淨利,營業費用,仟元,2019,1308274
73686632,G,收入、成本與淨利,淨利,仟元,2019,614463
33700601,G,收入、成本與淨利,營業收入,仟元,2019,709203
33700601,G,收入、成本與淨利,營業成本,仟元,2019,663519
33700601,G,收入、成本與淨利,營業費用,仟元,2019,215722
33700601,G,收入、成本與淨利,淨利,仟元,2019,934065
22976047,G,收入、成本與淨利,營業收入,仟元,2019,3293851
22976047,G,收入、成本與淨利,營業成本,仟元,2019,3062541
22976047,G,收入、成本與淨利,營業費用,仟元,2019,237081
22976047,G,收入、成本與淨利,淨利,仟元,2019,-99040
69559487,G,收入、成本與淨利,營業收入,仟元,2019,6949284
69559487,G,收入、成本與淨利,營業成本,仟元,2019,5770797
69559487,G,收入、成本與淨利,營業費用,仟元,2019,1239345
69559487,G,收入、成本與淨利,淨利,仟元,2019,-172458
36123364,G,收入、成本與淨利,營業收入,仟元,2019,1009744
36123364,G,收入、成本與淨利,營業成本,仟元,2019,950515
36123364,G,收入、成本與淨利,營業費用,仟元,2019,112394
36123364,G,收入、成本與淨利,淨利,仟元,2019,51994
22267777,G,收入、成本與淨利,營業收入,仟元,2019,818166
22267777,G,收入、成本與淨利,營業成本,仟元,2019,603760
22267777,G,收入、成本與淨利,營業費用,仟元,2019,128236
22267777,G,收入、成本與淨利,淨利,仟元,2019,75861
7029919,G,收入、成本與淨利,營業收入,仟元,2019,452953
7029919,G,收入、成本與淨利,營業成本,仟元,2019,414154
7029919,G,收入、成本與淨利,營業費用,仟元,2019,177520
7029919,G,收入、成本與淨利,淨利,仟元,2019,55457
68919702,G,收入、成本與淨利,營業收入,仟元,2019,7660848
68919702,G,收入、成本與淨利,營業成本,仟元,2019,6594956
68919702,G,收入、成本與淨利,營業費用,仟元,2019,991402
68919702,G,收入、成本與淨利,淨利,仟元,2019,80788
58003997,G,收入、成本與淨利,營業收入,仟元,2019,3452413
58003997,G,收入、成本與淨利,營業成本,仟元,2019,3132783
58003997,G,收入、成本與淨利,營業費用,仟元,2019,317906
58003997,G,收入、成本與淨利,淨利,仟元,2019,39076
23912057,G,收入、成本與淨利,營業收入,仟元,2019,56533
23912057,G,收入、成本與淨利,營業成本,仟元,2019,60216
23912057,G,收入、成本與淨利,營業費用,仟元,2019,21837
23912057,G,收入、成本與淨利,淨利,仟元,2019,15919
35884479,G,收入、成本與淨利,營業收入,仟元,2019,28125136
35884479,G,收入、成本與淨利,營業成本,仟元,2019,20010977
35884479,G,收入、成本與淨利,營業費用,仟元,2019,2643375
35884479,G,收入、成本與淨利,淨利,仟元,2019,4299249
23609668,G,收入、成本與淨利,營業收入,仟元,2019,27047502
23609668,G,收入、成本與淨利,營業成本,仟元,2019,21622296
23609668,G,收入、成本與淨利,營業費用,仟元,2019,2935437
23609668,G,收入、成本與淨利,淨利,仟元,2019,1929001
88121697,G,收入、成本與淨利,營業收入,仟元,2019,8401847
88121697,G,收入、成本與淨利,營業成本,仟元,2019,8190149
88121697,G,收入、成本與淨利,營業費用,仟元,2019,124913
88121697,G,收入、成本與淨利,淨利,仟元,2019,44056
49744324,G,收入、成本與淨利,營業收入,仟元,2019,16917563
49744324,G,收入、成本與淨利,營業成本,仟元,2019,14437464
49744324,G,收入、成本與淨利,營業費用,仟元,2019,2800287
49744324,G,收入、成本與淨利,淨利,仟元,2019,-1043633
16229261,G,收入、成本與淨利,營業收入,仟元,2019,2300674
16229261,G,收入、成本與淨利,營業成本,仟元,2019,1558898
16229261,G,收入、成本與淨利,營業費用,仟元,2019,250672
16229261,G,收入、成本與淨利,淨利,仟元,2019,364046
22927617,G,收入、成本與淨利,營業收入,仟元,2019,5713281
22927617,G,收入、成本與淨利,營業成本,仟元,2019,5696303
22927617,G,收入、成本與淨利,營業費用,仟元,2019,337846
22927617,G,收入、成本與淨利,淨利,仟元,2019,-416761
89620361,G,收入、成本與淨利,營業收入,仟元,2019,16259317
89620361,G,收入、成本與淨利,營業成本,仟元,2019,13714136
89620361,G,收入、成本與淨利,營業費用,仟元,2019,1162827
89620361,G,收入、成本與淨利,淨利,仟元,2019,1097607
76545523,G,收入、成本與淨利,營業收入,仟元,2019,7358438
76545523,G,收入、成本與淨利,營業成本,仟元,2019,6082217
76545523,G,收入、成本與淨利,營業費用,仟元,2019,724263
76545523,G,收入、成本與淨利,淨利,仟元,2019,388128
54332940,G,收入、成本與淨利,營業收入,仟元,2019,1450282
54332940,G,收入、成本與淨利,營業成本,仟元,2019,1230533
54332940,G,收入、成本與淨利,營業費用,仟元,2019,54741
54332940,G,收入、成本與淨利,淨利,仟元,2019,129585
3522600,G,收入、成本與淨利,營業收入,仟元,2018,228661933
3522600,G,收入、成本與淨利,營業成本,仟元,2018,184261821
3522600,G,收入、成本與淨利,營業費用,仟元,2018,29616726
3522600,G,收入、成本與淨利,淨利,仟元,2018,18391602
35082604,G,收入、成本與淨利,營業收入,仟元,2018,10286767
35082604,G,收入、成本與淨利,營業成本,仟元,2018,9207063
35082604,G,收入、成本與淨利,營業費用,仟元,2018,1189061
35082604,G,收入、成本與淨利,淨利,仟元,2018,206058
7435515,G,收入、成本與淨利,營業收入,仟元,2018,42493927
7435515,G,收入、成本與淨利,營業成本,仟元,2018,38858219
7435515,G,收入、成本與淨利,營業費用,仟元,2018,3197894
7435515,G,收入、成本與淨利,淨利,仟元,2018,2862093
35286207,G,收入、成本與淨利,營業收入,仟元,2018,505982
35286207,G,收入、成本與淨利,營業成本,仟元,2018,310974
35286207,G,收入、成本與淨利,營業費用,仟元,2018,75638
35286207,G,收入、成本與淨利,淨利,仟元,2018,111386
7220710,G,收入、成本與淨利,營業收入,仟元,2018,3651036
7220710,G,收入、成本與淨利,營業成本,仟元,2018,3367592
7220710,G,收入、成本與淨利,營業費用,仟元,2018,84902
7220710,G,收入、成本與淨利,淨利,仟元,2018,242384
73141105,G,收入、成本與淨利,營業收入,仟元,2018,974924
73141105,G,收入、成本與淨利,營業成本,仟元,2018,890439
73141105,G,收入、成本與淨利,營業費用,仟元,2018,78109
73141105,G,收入、成本與淨利,淨利,仟元,2018,38482
11825825,G,收入、成本與淨利,營業收入,仟元,2018,1499660
11825825,G,收入、成本與淨利,營業成本,仟元,2018,1253558
11825825,G,收入、成本與淨利,營業費用,仟元,2018,633153
11825825,G,收入、成本與淨利,淨利,仟元,2018,-233568
11083148,G,收入、成本與淨利,營業收入,仟元,2018,653059
11083148,G,收入、成本與淨利,營業成本,仟元,2018,765179
11083148,G,收入、成本與淨利,營業費用,仟元,2018,86860
11083148,G,收入、成本與淨利,淨利,仟元,2018,-217926
7435901,G,收入、成本與淨利,營業收入,仟元,2018,1605981
7435901,G,收入、成本與淨利,營業成本,仟元,2018,1195968
7435901,G,收入、成本與淨利,營業費用,仟元,2018,433781
7435901,G,收入、成本與淨利,淨利,仟元,2018,278939
11311608,G,收入、成本與淨利,營業收入,仟元,2018,761087
11311608,G,收入、成本與淨利,營業成本,仟元,2018,683730
11311608,G,收入、成本與淨利,營業費用,仟元,2018,43296
11311608,G,收入、成本與淨利,淨利,仟元,2018,102668
14001199,G,收入、成本與淨利,營業收入,仟元,2018,44545053
14001199,G,收入、成本與淨利,營業成本,仟元,2018,39264007
14001199,G,收入、成本與淨利,營業費用,仟元,2018,2822317
14001199,G,收入、成本與淨利,淨利,仟元,2018,5320700
11113403,G,收入、成本與淨利,營業收入,仟元,2018,264022
11113403,G,收入、成本與淨利,營業成本,仟元,2018,255558
11113403,G,收入、成本與淨利,營業費用,仟元,2018,77916
11113403,G,收入、成本與淨利,淨利,仟元,2018,-68815
68919301,G,收入、成本與淨利,營業收入,仟元,2018,24946094
68919301,G,收入、成本與淨利,營業成本,仟元,2018,22211162
68919301,G,收入、成本與淨利,營業費用,仟元,2018,2051452
68919301,G,收入、成本與淨利,淨利,仟元,2018,1062694
51037304,G,收入、成本與淨利,營業收入,仟元,2018,1624251
51037304,G,收入、成本與淨利,營業成本,仟元,2018,1668517
51037304,G,收入、成本與淨利,營業費用,仟元,2018,220314
51037304,G,收入、成本與淨利,淨利,仟元,2018,904683
7663290,G,收入、成本與淨利,營業收入,仟元,2018,12882065
7663290,G,收入、成本與淨利,營業成本,仟元,2018,11974832
7663290,G,收入、成本與淨利,營業費用,仟元,2018,725085
7663290,G,收入、成本與淨利,淨利,仟元,2018,369216
7015014,G,收入、成本與淨利,營業收入,仟元,2018,1572270
7015014,G,收入、成本與淨利,營業成本,仟元,2018,1490830
7015014,G,收入、成本與淨利,營業費用,仟元,2018,128927
7015014,G,收入、成本與淨利,淨利,仟元,2018,-24156
73641170,G,收入、成本與淨利,營業收入,仟元,2018,447125
73641170,G,收入、成本與淨利,營業成本,仟元,2018,422023
73641170,G,收入、成本與淨利,營業費用,仟元,2018,101797
73641170,G,收入、成本與淨利,淨利,仟元,2018,-28596
33955322,G,收入、成本與淨利,營業收入,仟元,2018,17599267
33955322,G,收入、成本與淨利,營業成本,仟元,2018,17263518
33955322,G,收入、成本與淨利,營業費用,仟元,2018,696502
33955322,G,收入、成本與淨利,淨利,仟元,2018,186438
72055019,G,收入、成本與淨利,營業收入,仟元,2018,2459080
72055019,G,收入、成本與淨利,營業成本,仟元,2018,2320982
72055019,G,收入、成本與淨利,營業費用,仟元,2018,384473
72055019,G,收入、成本與淨利,淨利,仟元,2018,-164906
22266307,G,收入、成本與淨利,營業收入,仟元,2018,8799524
22266307,G,收入、成本與淨利,營業成本,仟元,2018,7938257
22266307,G,收入、成本與淨利,營業費用,仟元,2018,578086
22266307,G,收入、成本與淨利,淨利,仟元,2018,401362
4301794,G,收入、成本與淨利,營業收入,仟元,2018,1947905
4301794,G,收入、成本與淨利,營業成本,仟元,2018,1802306
4301794,G,收入、成本與淨利,營業費用,仟元,2018,144925
4301794,G,收入、成本與淨利,淨利,仟元,2018,20161
43295237,G,收入、成本與淨利,營業收入,仟元,2018,15832053
43295237,G,收入、成本與淨利,營業成本,仟元,2018,15355580
43295237,G,收入、成本與淨利,營業費用,仟元,2018,502513
43295237,G,收入、成本與淨利,淨利,仟元,2018,89979
7669338,G,收入、成本與淨利,營業收入,仟元,2018,5646982
7669338,G,收入、成本與淨利,營業成本,仟元,2018,4949289
7669338,G,收入、成本與淨利,營業費用,仟元,2018,296627
7669338,G,收入、成本與淨利,淨利,仟元,2018,704976
33653494,G,收入、成本與淨利,營業收入,仟元,2018,3519248
33653494,G,收入、成本與淨利,營業成本,仟元,2018,3512866
33653494,G,收入、成本與淨利,營業費用,仟元,2018,167499
33653494,G,收入、成本與淨利,淨利,仟元,2018,-374058
22817999,G,收入、成本與淨利,營業收入,仟元,2018,9405379
22817999,G,收入、成本與淨利,營業成本,仟元,2018,7715556
22817999,G,收入、成本與淨利,營業費用,仟元,2018,1452811
22817999,G,收入、成本與淨利,淨利,仟元,2018,157357
7715023,G,收入、成本與淨利,營業收入,仟元,2018,972877
7715023,G,收入、成本與淨利,營業成本,仟元,2018,620503
7715023,G,收入、成本與淨利,營業費用,仟元,2018,123365
7715023,G,收入、成本與淨利,淨利,仟元,2018,308044
73686632,G,收入、成本與淨利,營業收入,仟元,2018,9132401
73686632,G,收入、成本與淨利,營業成本,仟元,2018,7668062
73686632,G,收入、成本與淨利,營業費用,仟元,2018,1231956
73686632,G,收入、成本與淨利,淨利,仟元,2018,253759
33700601,G,收入、成本與淨利,營業收入,仟元,2018,697152
33700601,G,收入、成本與淨利,營業成本,仟元,2018,606604
33700601,G,收入、成本與淨利,營業費用,仟元,2018,88170
33700601,G,收入、成本與淨利,淨利,仟元,2018,-54775
22976047,G,收入、成本與淨利,營業收入,仟元,2018,4106559
22976047,G,收入、成本與淨利,營業成本,仟元,2018,3967842
22976047,G,收入、成本與淨利,營業費用,仟元,2018,238772
22976047,G,收入、成本與淨利,淨利,仟元,2018,-104434
69559487,G,收入、成本與淨利,營業收入,仟元,2018,7417890
69559487,G,收入、成本與淨利,營業成本,仟元,2018,6103195
69559487,G,收入、成本與淨利,營業費用,仟元,2018,1377883
69559487,G,收入、成本與淨利,淨利,仟元,2018,-43749
36123364,G,收入、成本與淨利,營業收入,仟元,2018,921039
36123364,G,收入、成本與淨利,營業成本,仟元,2018,782171
36123364,G,收入、成本與淨利,營業費用,仟元,2018,164958
36123364,G,收入、成本與淨利,淨利,仟元,2018,40703
22267777,G,收入、成本與淨利,營業收入,仟元,2018,754462
22267777,G,收入、成本與淨利,營業成本,仟元,2018,586400
