統編,年份,Tot 數值,Tot 變化,Tot1 數值,Tot1 變化,Tot2 數值,Tot2 變化,是預測值
55389357,2032,649631.6,90.99,165880.98,72.88,483750.62,99.46,T
55389357,2033,640223.32,89.67,158709.19,69.73,481514.13,99,T
55389357,2034,630815.04,88.35,151537.4,66.58,479277.64,98.54,T
55389357,2035,621406.76,87.03,144365.61,63.43,477041.15,98.08,T
55389357,2036,611998.48,85.71,137193.82,60.27,474804.66,97.62,T
55389357,2037,602590.2,84.4,130022.03,57.12,472568.17,97.16,T
55389357,2038,593181.92,83.08,122850.24,53.97,470331.68,96.7,T
55389357,2039,583773.64,81.76,115678.45,50.82,468095.19,96.24,T
55389357,2040,574365.36,80.44,108506.66,47.67,465858.7,95.78,T
55389357,2041,564957.08,79.13,101334.87,44.52,463622.21,95.32,T
55389357,2042,555548.8,77.81,94163.08,41.37,461385.72,94.86,T
55389357,2043,546140.52,76.49,86991.29,38.22,459149.23,94.4,T
55389357,2044,536732.24,75.17,79819.5,35.07,456912.74,93.94,T
55389357,2045,527323.96,73.86,72647.71,31.92,454676.25,93.48,T
55389357,2046,517915.68,72.54,65475.92,28.77,452439.76,93.02,T
55389357,2047,508507.4,71.22,58304.13,25.62,450203.27,92.56,T
55389357,2048,499099.12,69.9,51132.34,22.46,447966.78,92.1,T
55389357,2049,489690.84,68.58,43960.55,19.31,445730.29,91.64,T
55389357,2050,480282.56,67.27,36788.76,16.16,443493.8,91.18,T
69771636,2020,272700.97,97.72,92327.95,97.57,180373.02,97.79,
69771636,2019,279074.94,100,94629.63,100,184445.31,100,
69771636,2018,313601.05,112.37,100244.13,105.93,213356.92,115.67,
69771636,2017,327449.69,117.33,107693.4,113.81,219756.29,119.14,
69771636,2016,277823.64,99.55,94080.36,99.42,183743.28,99.62,
69771636,2015,208233.27,74.62,64502.38,68.16,143730.89,77.93,
69771636,2014,273659.72,98.06,79744.35,84.27,193915.37,105.13,
69771636,2013,281966,101.04,88613.07,93.64,193352.93,104.83,
69771636,2021,254451.4,91.18,87206.13,92.16,167245.26,90.67,T
69771636,2022,236201.82,84.64,82084.32,86.74,154117.51,83.56,T
69771636,2023,217952.25,78.1,76962.5,81.33,140989.75,76.44,T
69771636,2024,199702.68,71.56,71840.68,75.92,127861.99,69.32,T
69771636,2025,181453.1,65.02,66718.87,70.51,114734.24,62.21,T
69771636,2026,163203.53,58.48,61597.05,65.09,101606.48,55.09,T
69771636,2027,144953.96,51.94,56475.23,59.68,88478.72,47.97,T
69771636,2028,126704.38,45.4,51353.42,54.27,75350.97,40.85,T
69771636,2029,108454.81,38.86,46231.6,48.86,62223.21,33.74,T
69771636,2030,90205.24,32.32,41109.78,43.44,49095.45,26.62,T
69771636,2031,71955.66,25.78,35987.97,38.03,35967.7,19.5,T
69771636,2032,53706.09,19.24,30866.15,32.62,22839.94,12.38,T
69771636,2033,35456.52,12.71,25744.33,27.21,9712.18,5.27,T
69771636,2034,17206.94,6.17,20622.52,21.79,0,0,T
69771636,2035,0,0,15500.7,16.38,0,0,T
69771636,2036,0,0,10378.88,10.97,0,0,T
69771636,2037,0,0,5257.07,5.56,0,0,T
69771636,2038,0,0,135.25,0.14,0,0,T
69771636,2039,0,0,0,0,0,0,T
69771636,2040,0,0,0,0,0,0,T
69771636,2041,0,0,0,0,0,0,T
69771636,2042,0,0,0,0,0,0,T
69771636,2043,0,0,0,0,0,0,T
69771636,2044,0,0,0,0,0,0,T
69771636,2045,0,0,0,0,0,0,T
69771636,2046,0,0,0,0,0,0,T
69771636,2047,0,0,0,0,0,0,T
69771636,2048,0,0,0,0,0,0,T
69771636,2049,0,0,0,0,0,0,T
69771636,2050,0,0,0,0,0,0,T
72065240,2020,26823.68,73.4,14195.09,69.9,12628.59,77.77,
72065240,2019,36544.8,100,20307.29,100,16237.51,100,
72065240,2018,47692.84,130.51,26412.07,130.06,21280.77,131.06,
72065240,2017,42702.57,116.85,23121.99,113.86,19580.58,120.59,
72065240,2016,52249.51,142.97,29527.06,145.4,22722.45,139.94,
72065240,2015,52204.29,142.85,29950.57,147.49,22253.72,137.05,
72065240,2014,54556.65,149.29,31534.29,155.29,23022.36,141.79,
72065240,2021,21530.72,58.92,11219.46,55.25,10311.26,63.5,T
72065240,2022,16237.75,44.43,8243.82,40.6,7993.93,49.23,T
72065240,2023,10944.79,29.95,5268.19,25.94,5676.6,34.96,T
72065240,2024,5651.83,15.47,2292.56,11.29,3359.27,20.69,T
72065240,2025,358.86,0.98,0,0,1041.94,6.42,T
72065240,2026,0,0,0,0,0,0,T
72065240,2027,0,0,0,0,0,0,T
72065240,2028,0,0,0,0,0,0,T
72065240,2029,0,0,0,0,0,0,T
72065240,2030,0,0,0,0,0,0,T
72065240,2031,0,0,0,0,0,0,T
72065240,2032,0,0,0,0,0,0,T
72065240,2033,0,0,0,0,0,0,T
72065240,2034,0,0,0,0,0,0,T
72065240,2035,0,0,0,0,0,0,T
72065240,2036,0,0,0,0,0,0,T
72065240,2037,0,0,0,0,0,0,T
72065240,2038,0,0,0,0,0,0,T
72065240,2039,0,0,0,0,0,0,T
72065240,2040,0,0,0,0,0,0,T
72065240,2041,0,0,0,0,0,0,T
72065240,2042,0,0,0,0,0,0,T
72065240,2043,0,0,0,0,0,0,T
72065240,2044,0,0,0,0,0,0,T
72065240,2045,0,0,0,0,0,0,T
72065240,2046,0,0,0,0,0,0,T
72065240,2047,0,0,0,0,0,0,T
72065240,2048,0,0,0,0,0,0,T
72065240,2049,0,0,0,0,0,0,T
72065240,2050,0,0,0,0,0,0,T
75280209,2020,805634.72,101.29,186512.18,102.57,619122.54,100.91,
75280209,2019,795357.3,100,181832.52,100,613524.78,100,
75280209,2018,858206.81,107.9,205147.85,112.82,653058.96,106.44,
75280209,2017,709907.08,89.26,175453.97,96.49,534453.11,87.11,
75280209,2016,661282.84,83.14,174652.88,96.05,486629.96,79.32,
75280209,2015,724596.45,91.1,201765.33,110.96,522831.12,85.22,
75280209,2014,452871.57,56.94,168567.89,92.71,284303.68,46.34,
75280209,2013,429407.85,53.99,154146.15,84.77,275261.7,44.87,
75280209,2021,837543.93,105.3,190198.25,104.6,647345.68,105.51,T
75280209,2022,869453.15,109.32,193884.32,106.63,675568.83,110.11,T
75280209,2023,901362.36,113.33,197570.39,108.66,703791.97,114.71,T
75280209,2024,933271.57,117.34,201256.46,110.68,732015.11,119.31,T
75280209,2025,965180.79,121.35,204942.53,112.71,760238.26,123.91,T
75280209,2026,997090,125.36,208628.6,114.74,788461.4,128.51,T
75280209,2027,1028999.21,129.38,212314.67,116.76,816684.54,133.11,T
75280209,2028,1060908.43,133.39,216000.74,118.79,844907.69,137.71,T
75280209,2029,1092817.64,137.4,219686.81,120.82,873130.83,142.31,T
75280209,2030,1124726.85,141.41,223372.88,122.85,901353.97,146.91,T
75280209,2031,1156636.07,145.42,227058.95,124.87,929577.12,151.51,T
75280209,2032,1188545.28,149.44,230745.02,126.9,957800.26,156.11,T
75280209,2033,1220454.49,153.45,234431.09,128.93,986023.4,160.71,T
75280209,2034,1252363.71,157.46,238117.16,130.95,1014246.55,165.31,T
75280209,2035,1284272.92,161.47,241803.23,132.98,1042469.69,169.91,T
75280209,2036,1316182.13,165.48,245489.3,135.01,1070692.83,174.52,T
75280209,2037,1348091.35,169.5,249175.37,137.04,1098915.98,179.12,T
75280209,2038,1380000.56,173.51,252861.44,139.06,1127139.12,183.72,T
75280209,2039,1411909.77,177.52,256547.51,141.09,1155362.26,188.32,T
75280209,2040,1443818.99,181.53,260233.58,143.12,1183585.41,192.92,T
75280209,2041,1475728.2,185.54,263919.65,145.14,1211808.55,197.52,T
75280209,2042,1507637.41,189.55,267605.72,147.17,1240031.69,202.12,T
75280209,2043,1539546.63,193.57,271291.79,149.2,1268254.84,206.72,T
75280209,2044,1571455.84,197.58,274977.86,151.23,1296477.98,211.32,T
75280209,2045,1603365.05,201.59,278663.93,153.25,1324701.12,215.92,T
75280209,2046,1635274.27,205.6,282350,155.28,1352924.27,220.52,T
75280209,2047,1667183.48,209.61,286036.07,157.31,1381147.41,225.12,T
75280209,2048,1699092.69,213.63,289722.14,159.33,1409370.55,229.72,T
75280209,2049,1731001.91,217.64,293408.21,161.36,1437593.7,234.32,T
75280209,2050,1762911.12,221.65,297094.28,163.39,1465816.84,238.92,T
75460005,2020,172719.1,110.67,75082.89,136.68,97636.21,96.55,
75460005,2019,156061.3,100,54934.55,100,101126.75,100,
75460005,2018,176696.89,113.22,59110.6,107.6,117586.29,116.28,
75460005,2017,212867.94,136.4,69411.12,126.35,143456.82,141.86,
75460005,2016,192092.86,123.09,63033.74,114.74,129059.12,127.62,
75460005,2015,167335.15,107.22,55911.28,101.78,111423.87,110.18,
75460005,2014,189754.67,121.59,64044.1,116.58,125710.57,124.31,
75460005,2013,181238.94,116.13,60900.91,110.86,120338.03,119,
75460005,2021,159336.15,102.1,76973.48,140.12,82362.67,81.44,T
75460005,2022,145953.21,93.52,78864.07,143.56,67089.14,66.34,T
75460005,2023,132570.26,84.95,80754.66,147,51815.6,51.24,T
75460005,2024,119187.31,76.37,82645.25,150.44,36542.06,36.13,T
75460005,2025,105804.37,67.8,84535.84,153.88,21268.53,21.03,T
75460005,2026,92421.42,59.22,86426.43,157.33,5994.99,5.93,T
75460005,2027,79038.47,50.65,88317.02,160.77,0,0,T
75460005,2028,65655.53,42.07,90207.61,164.21,0,0,T
75460005,2029,52272.58,33.49,92098.2,167.65,0,0,T
75460005,2030,38889.63,24.92,93988.79,171.09,0,0,T
75460005,2031,25506.69,16.34,95879.38,174.53,0,0,T
75460005,2032,12123.74,7.77,97769.97,177.98,0,0,T
75460005,2033,0,0,99660.56,181.42,0,0,T
75460005,2034,0,0,101551.15,184.86,0,0,T
75460005,2035,0,0,103441.74,188.3,0,0,T
75460005,2036,0,0,105332.33,191.74,0,0,T
75460005,2037,0,0,107222.92,195.18,0,0,T
75460005,2038,0,0,109113.51,198.62,0,0,T
75460005,2039,0,0,111004.1,202.07,0,0,T
75460005,2040,0,0,112894.69,205.51,0,0,T
75460005,2041,0,0,114785.28,208.95,0,0,T
75460005,2042,0,0,116675.87,212.39,0,0,T
75460005,2043,0,0,118566.46,215.83,0,0,T
75460005,2044,0,0,120457.05,219.27,0,0,T
75460005,2045,0,0,122347.64,222.72,0,0,T
75460005,2046,0,0,124238.23,226.16,0,0,T
75460005,2047,0,0,126128.82,229.6,0,0,T
75460005,2048,0,0,128019.41,233.04,0,0,T
75460005,2049,0,0,129910,236.48,0,0,T
75460005,2050,0,0,131800.59,239.92,0,0,T
75470524,2020,203460.1,104.07,59746.74,110.51,143713.36,101.61,
75470524,2019,195502.59,100,54066.56,100,141436.03,100,
75470524,2018,286502.1,146.55,117870.71,218.01,168631.39,119.23,
75470524,2017,233932.84,119.66,59102.69,109.31,174830.15,123.61,
75470524,2016,187116.1,95.71,52861.4,97.77,134254.7,94.92,
75470524,2015,230509.3,117.91,63746.62,117.9,166762.68,117.91,
75470524,2014,301352.02,154.14,108794.18,201.22,192557.84,136.14,
75470524,2013,232078.63,118.71,47934.23,88.66,184144.4,130.2,
75470524,2021,193302.52,98.87,59961.42,110.9,133341.1,94.28,T
75470524,2022,183144.94,93.68,60176.11,111.3,122968.83,86.94,T
75470524,2023,172987.36,88.48,60390.79,111.7,112596.57,79.61,T
75470524,2024,162829.78,83.29,60605.47,112.09,102224.31,72.28,T
75470524,2025,152672.2,78.09,60820.16,112.49,91852.04,64.94,T
75470524,2026,142514.62,72.9,61034.84,112.89,81479.78,57.61,T
75470524,2027,132357.04,67.7,61249.52,113.29,71107.52,50.28,T
75470524,2028,122199.46,62.51,61464.21,113.68,60735.25,42.94,T
75470524,2029,112041.88,57.31,61678.89,114.08,50362.99,35.61,T
75470524,2030,101884.3,52.11,61893.57,114.48,39990.73,28.27,T
75470524,2031,91726.72,46.92,62108.26,114.87,29618.46,20.94,T
75470524,2032,81569.14,41.72,62322.94,115.27,19246.2,13.61,T
75470524,2033,71411.56,36.53,62537.62,115.67,8873.94,6.27,T
75470524,2034,61253.98,31.33,62752.31,116.06,0,0,T
75470524,2035,51096.4,26.14,62966.99,116.46,0,0,T
75470524,2036,40938.82,20.94,63181.67,116.86,0,0,T
75470524,2037,30781.24,15.74,63396.36,117.26,0,0,T
75470524,2038,20623.66,10.55,63611.04,117.65,0,0,T
75470524,2039,10466.08,5.35,63825.72,118.05,0,0,T
75470524,2040,308.5,0.16,64040.41,118.45,0,0,T
75470524,2041,0,0,64255.09,118.84,0,0,T
75470524,2042,0,0,64469.77,119.24,0,0,T
75470524,2043,0,0,64684.46,119.64,0,0,T
75470524,2044,0,0,64899.14,120.04,0,0,T
75470524,2045,0,0,65113.82,120.43,0,0,T
75470524,2046,0,0,65328.51,120.83,0,0,T
75470524,2047,0,0,65543.19,121.23,0,0,T
75470524,2048,0,0,65757.87,121.62,0,0,T
75470524,2049,0,0,65972.56,122.02,0,0,T
75470524,2050,0,0,66187.24,122.42,0,0,T
75947936,2020,129159.32,97.47,62047.63,97.79,67111.69,97.19,
75947936,2019,132505.89,100,63451.29,100,69054.6,100,
75947936,2018,139222.56,105.07,60782.02,95.79,78440.54,113.59,
75947936,2017,152153.77,114.83,65764.34,103.65,86389.43,125.1,
75947936,2016,135116.66,101.97,50771.83,80.02,84344.83,122.14,
75947936,2015,120133.51,90.66,43594.03,68.7,76539.48,110.84,
75947936,2014,128327.26,96.85,47373.86,74.66,80953.4,117.23,
75947936,2021,121494.5,91.69,60808.73,95.84,60685.78,87.88,T
75947936,2022,113829.69,85.91,59569.82,93.88,54259.86,78.58,T
75947936,2023,106164.87,80.12,58330.92,91.93,47833.95,69.27,T
75947936,2024,98500.05,74.34,57092.02,89.98,41408.04,59.96,T
75947936,2025,90835.24,68.55,55853.11,88.03,34982.12,50.66,T
75947936,2026,83170.42,62.77,54614.21,86.07,28556.21,41.35,T
75947936,2027,75505.6,56.98,53375.31,84.12,22130.3,32.05,T
75947936,2028,67840.79,51.2,52136.4,82.17,15704.38,22.74,T
75947936,2029,60175.97,45.41,50897.5,80.22,9278.47,13.44,T
75947936,2030,52511.15,39.63,49658.6,78.26,2852.56,4.13,T
75947936,2031,44846.34,33.84,48419.69,76.31,0,0,T
75947936,2032,37181.52,28.06,47180.79,74.36,0,0,T
75947936,2033,29516.7,22.28,45941.89,72.4,0,0,T
75947936,2034,21851.89,16.49,44702.98,70.45,0,0,T
75947936,2035,14187.07,10.71,43464.08,68.5,0,0,T
75947936,2036,6522.25,4.92,42225.18,66.55,0,0,T
75947936,2037,0,0,40986.27,64.59,0,0,T
75947936,2038,0,0,39747.37,62.64,0,0,T
75947936,2039,0,0,38508.47,60.69,0,0,T
75947936,2040,0,0,37269.56,58.74,0,0,T
75947936,2041,0,0,36030.66,56.78,0,0,T
75947936,2042,0,0,34791.76,54.83,0,0,T
75947936,2043,0,0,33552.85,52.88,0,0,T
75947936,2044,0,0,32313.95,50.93,0,0,T
75947936,2045,0,0,31075.05,48.97,0,0,T
75947936,2046,0,0,29836.14,47.02,0,0,T
75947936,2047,0,0,28597.24,45.07,0,0,T
75947936,2048,0,0,27358.34,43.12,0,0,T
75947936,2049,0,0,26119.43,41.16,0,0,T
75947936,2050,0,0,24880.53,39.21,0,0,T
79837539,2020,78576.4,102.09,26363.77,100.5,52212.63,102.9,
79837539,2019,76970.58,100,26231.62,100,50738.96,100,
79837539,2018,79576.01,103.38,25697.99,97.97,53878.02,106.19,
79837539,2017,103600.25,134.6,33803.07,128.86,69797.18,137.56,
79837539,2016,100750.36,130.89,33612.88,128.14,67137.48,132.32,
79837539,2015,101075.87,131.32,32376.39,123.43,68699.48,135.4,
79837539,2014,107382.17,139.51,36922.07,140.75,70460.1,138.87,
79837539,2021,70235.12,91.25,23884,91.05,46351.11,91.35,T
79837539,2022,61893.83,80.41,21404.24,81.6,40489.6,79.8,T
79837539,2023,53552.55,69.58,18924.47,72.14,34628.08,68.25,T
79837539,2024,45211.27,58.74,16444.7,62.69,28766.56,56.7,T
79837539,2025,36869.98,47.9,13964.94,53.24,22905.05,45.14,T
79837539,2026,28528.7,37.06,11485.17,43.78,17043.53,33.59,T
79837539,2027,20187.42,26.23,9005.4,34.33,11182.01,22.04,T
79837539,2028,11846.13,15.39,6525.64,24.88,5320.5,10.49,T
79837539,2029,3504.85,4.55,4045.87,15.42,0,0,T
79837539,2030,0,0,1566.1,5.97,0,0,T
79837539,2031,0,0,0,0,0,0,T
79837539,2032,0,0,0,0,0,0,T
79837539,2033,0,0,0,0,0,0,T
79837539,2034,0,0,0,0,0,0,T
79837539,2035,0,0,0,0,0,0,T
79837539,2036,0,0,0,0,0,0,T
79837539,2037,0,0,0,0,0,0,T
79837539,2038,0,0,0,0,0,0,T
79837539,2039,0,0,0,0,0,0,T
79837539,2040,0,0,0,0,0,0,T
79837539,2041,0,0,0,0,0,0,T
79837539,2042,0,0,0,0,0,0,T
79837539,2043,0,0,0,0,0,0,T
79837539,2044,0,0,0,0,0,0,T
79837539,2045,0,0,0,0,0,0,T
79837539,2046,0,0,0,0,0,0,T
79837539,2047,0,0,0,0,0,0,T
79837539,2048,0,0,0,0,0,0,T
79837539,2049,0,0,0,0,0,0,T
79837539,2050,0,0,0,0,0,0,T
84252697,2020,132851.48,82.93,65880.92,86.84,66970.56,79.42,
84252697,2019,160191.23,100,75869.07,100,84322.16,100,
84252697,2018,157630.33,98.4,74339.06,97.98,83291.27,98.78,
84252697,2017,171837.73,107.27,80555.37,106.18,91282.36,108.25,
84252697,2016,164095.98,102.44,77133.46,101.67,86962.52,103.13,
84252697,2015,153951.11,96.1,71403.17,94.11,82547.94,97.9,
84252697,2014,182867.28,114.16,88702.16,116.91,94165.12,111.67,
84252697,2013,173056.1,108.03,85908.83,113.23,87147.27,103.35,
84252697,2021,119856.06,74.82,60989.44,80.39,58866.63,69.81,T
84252697,2022,106860.65,66.71,56097.95,73.94,50762.69,60.2,T
84252697,2023,93865.23,58.6,51206.47,67.49,42658.76,50.59,T
84252697,2024,80869.81,50.48,46314.99,61.05,34554.83,40.98,T
84252697,2025,67874.4,42.37,41423.5,54.6,26450.89,31.37,T
84252697,2026,54878.98,34.26,36532.02,48.15,18346.96,21.76,T
84252697,2027,41883.56,26.15,31640.54,41.7,10243.03,12.15,T
84252697,2028,28888.15,18.03,26749.05,35.26,2139.09,2.54,T
84252697,2029,15892.73,9.92,21857.57,28.81,0,0,T
84252697,2030,2897.31,1.81,16966.09,22.36,0,0,T
84252697,2031,0,0,12074.6,15.92,0,0,T
84252697,2032,0,0,7183.12,9.47,0,0,T
84252697,2033,0,0,2291.64,3.02,0,0,T
84252697,2034,0,0,0,0,0,0,T
84252697,2035,0,0,0,0,0,0,T
84252697,2036,0,0,0,0,0,0,T
84252697,2037,0,0,0,0,0,0,T
84252697,2038,0,0,0,0,0,0,T
84252697,2039,0,0,0,0,0,0,T
84252697,2040,0,0,0,0,0,0,T
84252697,2041,0,0,0,0,0,0,T
84252697,2042,0,0,0,0,0,0,T
84252697,2043,0,0,0,0,0,0,T
84252697,2044,0,0,0,0,0,0,T
84252697,2045,0,0,0,0,0,0,T
84252697,2046,0,0,0,0,0,0,T
84252697,2047,0,0,0,0,0,0,T
84252697,2048,0,0,0,0,0,0,T
84252697,2049,0,0,0,0,0,0,T
84252697,2050,0,0,0,0,0,0,T
84613756,2020,9142275.03,101.16,8959412.82,101.43,182862.21,89.47,
84613756,2019,9037596.99,100,8833209.67,100,204387.32,100,
84613756,2018,10119831.26,111.97,9899184.61,112.07,220646.65,107.96,
84613756,2017,9840746.38,108.89,9604727.14,108.73,236019.24,115.48,
84613756,2016,9448189.11,104.54,9236653.71,104.57,211535.4,103.5,
84613756,2015,9725006.06,107.61,9577771.46,108.43,147234.6,72.04,
84613756,2014,9937370.81,109.96,9759054.55,110.48,178316.26,87.24,
84613756,2013,9351813.28,103.48,9070469.43,102.69,281343.85,137.65,
84613756,2021,8909451.25,98.58,8744308.05,98.99,165143.2,80.8,T
84613756,2022,8676627.46,96.01,8529203.27,96.56,147424.19,72.13,T
84613756,2023,8443803.68,93.43,8314098.5,94.12,129705.18,63.46,T
84613756,2024,8210979.9,90.85,8098993.73,91.69,111986.17,54.79,T
84613756,2025,7978156.11,88.28,7883888.95,89.25,94267.16,46.12,T
84613756,2026,7745332.33,85.7,7668784.18,86.82,76548.15,37.45,T
84613756,2027,7512508.55,83.13,7453679.41,84.38,58829.14,28.78,T
84613756,2028,7279684.76,80.55,7238574.63,81.95,41110.13,20.11,T
84613756,2029,7046860.98,77.97,7023469.86,79.51,23391.12,11.44,T
84613756,2030,6814037.2,75.4,6808365.09,77.08,5672.11,2.78,T
84613756,2031,6581213.41,72.82,6593260.31,74.64,0,0,T
84613756,2032,6348389.63,70.24,6378155.54,72.21,0,0,T
84613756,2033,6115565.85,67.67,6163050.77,69.77,0,0,T
84613756,2034,5882742.06,65.09,5947945.99,67.34,0,0,T
84613756,2035,5649918.28,62.52,5732841.22,64.9,0,0,T
84613756,2036,5417094.5,59.94,5517736.45,62.47,0,0,T
84613756,2037,5184270.71,57.36,5302631.67,60.03,0,0,T
84613756,2038,4951446.93,54.79,5087526.9,57.6,0,0,T
84613756,2039,4718623.15,52.21,4872422.13,55.16,0,0,T
