分類,子分類,項目,單位,年份,數值
E,污染管理,氮氧化物,,2016,11.487
E,污染管理,硫氧化物,,2016,1.476
E,污染管理,粒狀污染物,,2016,2.505
E,污染管理,揮發性有機化合物,,2016,39.208
E,污染管理,苯,,2017,0
E,污染管理,四氯化碳,,2017,0
E,污染管理,1-1-二氯乙烷,,2017,0
E,污染管理,1-2-二氯乙烷,,2017,0
E,污染管理,戴奧辛,,2017,0
E,污染管理,乙苯,,2017,0
E,污染管理,二氯甲烷,,2017,0
E,污染管理,氮氧化物,,2017,22.511
E,污染管理,硫氧化物,,2017,4.013
E,污染管理,苯乙烯,,2017,0
E,污染管理,粒狀污染物,,2017,5.477
E,污染管理,四氯乙烯,,2017,0
E,污染管理,甲苯,,2017,0
E,污染管理,三氯乙烷,,2017,0
E,污染管理,三氯乙烯,,2017,0
E,污染管理,揮發性有機化合物,,2017,104.70300000000002
E,污染管理,二甲苯,,2017,0
E,污染管理,三氯甲烷,,2017,0
E,污染管理,重金屬,,2017,0
E,污染管理,苯,,2018,0
E,污染管理,四氯化碳,,2018,0
E,污染管理,1-1-二氯乙烷,,2018,0
E,污染管理,1-2-二氯乙烷,,2018,0
E,污染管理,戴奧辛,,2018,0
E,污染管理,乙苯,,2018,0
E,污染管理,二氯甲烷,,2018,0
E,污染管理,氮氧化物,,2018,6.343
E,污染管理,硫氧化物,,2018,0.899
E,污染管理,苯乙烯,,2018,0
E,污染管理,粒狀污染物,,2018,1.8809999999999998
E,污染管理,四氯乙烯,,2018,0
E,污染管理,甲苯,,2018,0
E,污染管理,三氯乙烷,,2018,0
E,污染管理,三氯乙烯,,2018,0
E,污染管理,揮發性有機化合物,,2018,98.996
E,污染管理,二甲苯,,2018,0
E,污染管理,三氯甲烷,,2018,0
E,污染管理,重金屬,,2018,0.002
E,污染管理,苯,,2019,0
E,污染管理,四氯化碳,,2019,0
E,污染管理,1-1-二氯乙烷,,2019,0
E,污染管理,1-2-二氯乙烷,,2019,0
E,污染管理,戴奧辛,,2019,0
E,污染管理,乙苯,,2019,0
E,污染管理,二氯甲烷,,2019,0
E,污染管理,氮氧化物,,2019,10.52
E,污染管理,硫氧化物,,2019,1.958
E,污染管理,苯乙烯,,2019,0
E,污染管理,粒狀污染物,,2019,1.838
E,污染管理,四氯乙烯,,2019,0
E,污染管理,甲苯,,2019,0
E,污染管理,三氯乙烷,,2019,0
E,污染管理,三氯乙烯,,2019,0
E,污染管理,揮發性有機化合物,,2019,41.945
E,污染管理,二甲苯,,2019,0
E,污染管理,三氯甲烷,,2019,0
E,污染管理,重金屬,,2019,0.003
E,污染管理,苯,,2020,0
E,污染管理,四氯化碳,,2020,0
E,污染管理,1-1-二氯乙烷,,2020,0
E,污染管理,1-2-二氯乙烷,,2020,0
E,污染管理,戴奧辛,,2020,0
E,污染管理,乙苯,,2020,0
E,污染管理,二氯甲烷,,2020,0
E,污染管理,氮氧化物,,2020,8.466000000000001
E,污染管理,硫氧化物,,2020,0.349
E,污染管理,苯乙烯,,2020,0
E,污染管理,粒狀污染物,,2020,0.9490000000000001
E,污染管理,四氯乙烯,,2020,0
E,污染管理,甲苯,,2020,0
E,污染管理,三氯乙烷,,2020,0
E,污染管理,三氯乙烯,,2020,0
E,污染管理,揮發性有機化合物,,2020,77.181
E,污染管理,二甲苯,,2020,0
E,污染管理,三氯甲烷,,2020,0
E,污染管理,重金屬,,2020,0.003
E,污染管理,違反環境法規金額,元,2010,100000
E,污染管理,違反環境法規次數,次,2010,1
E,污染管理,違反環境法規金額,元,2011,330000
E,污染管理,違反環境法規次數,次,2011,2
E,污染管理,違反環境法規金額,元,2013,100000
E,污染管理,違反環境法規次數,次,2013,1
E,污染管理,違反環境法規金額,元,2014,100000
E,污染管理,違反環境法規次數,次,2014,1
E,污染管理,違反環境法規金額,元,2019,12000
E,污染管理,違反環境法規次數,次,2019,1
G,,資本額,元,2020,2237279020
G,,資本額,元,2019,2237279020
G,收入、成本與淨利,營業收入,仟元,2020,3642129
G,收入、成本與淨利,營業成本,仟元,2020,3469947
G,收入、成本與淨利,營業費用,仟元,2020,226853
G,收入、成本與淨利,淨利,仟元,2020,-132976
G,收入、成本與淨利,營業收入,仟元,2019,5713281
G,收入、成本與淨利,營業成本,仟元,2019,5696303
G,收入、成本與淨利,營業費用,仟元,2019,337846
G,收入、成本與淨利,淨利,仟元,2019,-416761
G,收入、成本與淨利,營業收入,仟元,2018,7679904
G,收入、成本與淨利,營業成本,仟元,2018,7310625
G,收入、成本與淨利,營業費用,仟元,2018,307266
G,收入、成本與淨利,淨利,仟元,2018,13650
G,收入、成本與淨利,營業收入,仟元,2017,6586282
G,收入、成本與淨利,營業成本,仟元,2017,6117899
G,收入、成本與淨利,營業費用,仟元,2017,257473
G,收入、成本與淨利,淨利,仟元,2017,109941
G,收入、成本與淨利,營業收入,仟元,2016,5892975
G,收入、成本與淨利,營業成本,仟元,2016,5530506
G,收入、成本與淨利,營業費用,仟元,2016,222398
G,收入、成本與淨利,淨利,仟元,2016,47233
