"RegistrationNo","FacilityName","TaxidNo","Address","Latitude","Longitude"
"L0506872","現太化工有限公司",97575059,"臺中市大里區大元里大衛路２１號",24.0921009,120.6830936
"L05A4724","神揚工業股份有限公司工廠",24494361,"臺中市大里區大元里大衛路２７之１號",24.092738,120.682161
"L8600617","千雅興業股份有限公司",55841978,"臺中市豐原區鐮村里鐮村路４６５巷８０號",24.2256369,120.727732
"L86A3050","和家慶塑料有限公司",28941138,"臺中市豐原區三角路２１１號",24.2521213,120.7234816
"L8800171","慶泰樹脂化學股份有限公司",35891957,"臺中市大甲區日南里工二路５０號",24.3992905,120.6569791
"L8801123","成名實業股份有限公司",12554672,"臺中市大甲區日南里工五路３號",24.412016,120.646207
"L8803038","元鴻應用材料股份有限公司幼獅廠",22878088,"臺中市大甲區日南里東九街５號",24.4026505,120.6623212
"L9101739","巨菱精密化學股份有限公司",22101811,"臺中市梧棲區中港加工出口區經一路１２號",24.2355326,120.5108159
"L9102110","理盛精密科技股份有限公司",70848710,"臺中市梧棲區緯二路１號",24.2352977,120.5127805
"L9104230","長春石油化學股份有限公司台中港儲運區",11384806,"臺中市梧棲區南堤路三段３００號",24.2820192,120.5081591
"L91A0114","旭貿興業有限公司",13043571,"臺中市梧棲區永安里向上路九段３２２巷２３號１樓",24.2248592,120.5227294
"L91A2001","旭貿興業有限公司",13043571,"臺中市梧棲區永安里向上路九段３２２巷１９號",24.2245961,120.522654
"L91A2437","芊泰橡膠股份有限公司中港分公司",86554232,"臺中市梧棲區草湳里緯六路１７號",24.2445326,120.5113094
"L91A2853","貝民股份有限公司台中港廠",20561107,"臺中市梧棲區草湳里南堤路二段８５號",24.2601809,120.4930802
"L9302647","弘昕股份有限公司",84673590,"臺中市神岡區社南里昌平路五段２３７巷７１號",24.2420505,120.6801007
"L9307213","廣誠化學股份有限公司壹廠",96885703,"臺中市神岡區新庄里溪頭路５８巷８號",24.2819367,120.6553549
"L9403461","邦泰複合材料股份有限公司",52784171,"臺中市潭子區新田里豐興路二段龍興巷２３之６號",24.2160536,120.7294102
"L9406720","台灣御牧股份有限公司潭子廠",89398405,"臺中市潭子區潭秀里中山路三段３７號",24.2214386,120.7063183
"L9505095","禎佶祥實業股份有限公司",96886739,"臺中市大雅區秀山里雅秀路９９號",24.2250644,120.6387468
"L9505773","禎佶祥實業股份有限公司",96886739,"臺中市大雅區雅秀路９９號",24.2250644,120.6387468
"L9506663","聯亞科技股份有限公司中科工廠",22099456,"臺中市大雅區橫山里科雅一路８號",24.2134626,120.6198848
"L9803881","輔德高分子股份有限公司",28101063,"臺中市外埔區永豐里外埔路１６７號",24.3329697,120.7084936
"M3300419","佳欣樹脂股份有限公司",22068550,"南投縣南投市平山里成功一路３１號",23.9257373,120.6670666
"M3300633","鑫永銓股份有限公司工廠",51704734,"南投縣南投市自強三路２１號",23.9261956,120.6659128
"M3300955","台灣陶氏化學股份有限公司南崗廠",21242638,"南投縣南投市新興里工業南一路９號",23.922705,120.661166
"M3300991","樹億興業股份有限公司",97750078,"南投縣南投市永豐里工業東路５、７、９號",23.9278071,120.6626243
"M3301416","豐聖興業股份有限公司",22985340,"南投縣南投市平山里仁和路１５號",23.9179637,120.6775054
"M3301998","日勝化工股份有限公司",23263551,"南投縣南投市新興里工業南二路七、九號、南三路八號、仁和路一四二號、成功三路３３３、３３３之１、３３３之２號",23.9216449,120.6605757
"M3302119","?邦實業股份有限公司二廠",23531297,"南投縣南投市永興里仁和路１５５號",23.91847,120.655288
"M3302182","合和橡膠皮帶加工廠有限公司",61904970,"南投縣南投市自強二路２７號",23.9271761,120.666897
"M3302431","台灣索理思股份有限公司南崗廠",12466782,"南投縣南投市南崗三路２７８號",23.937057,120.665203
"M3302575","高冠企業股份有限公司南投廠",61943713,"南投縣南投市自強三路１、２號",23.921015,120.668873
"M3302691","鴻昇化學企業股份有限公司",22140151,"南投縣南投市永豐里工業北路１５號",23.9282432,120.6558056
"M3302717","全興化工股份有限公司",60247533,"南投縣南投市仁和路２５號",23.9221489,120.6679883
"M3302959","松島企業股份有限公司",61938893,"南投縣南投市永豐里自立三路１５號",23.9328104,120.6619865
"M3303947","天瑛股份有限公司",23197342,"南投縣南投市永豐里工業北路６１號",23.9214896,120.6561732
"M3304417","明高工程股份有限公司南投廠",52207208,"南投縣南投市成功三路１６８號",23.923355,120.659422
"M3305209","禾懋企業股份有限公司",79845778,"南投縣南投市成功三路２１８號",23.9138966,120.6531296
"M3309341","鑫永銓股份有限公司第二廠",51704734,"南投縣南投市南崗三路２９４號",23.9414214,120.66445
"M33A0371","同緯實業股份有限公司",89894621,"南投縣南投市永豐里工業路６３號",23.9306221,120.657593
"M33A0935","彤翊有限公司南投廠",27788924,"南投縣南投市永豐里成功三路１３６號",23.929931,120.665704
"M33A1171","?邦實業股份有限公司",23531297,"南投縣南投市福興里永興路３號",23.9377588,120.6630707
"M33A2119","東琳興業股份有限公司",28924341,"南投縣南投市永豐里工業北路４０號",23.920817,120.655991
"M33A2208","鑫永銓股份有限公司第三廠",51704734,"南投縣南投市福興里南崗三路２９２號",23.9407431,120.664736
"M33A2238","鑫永銓股份有限公司第一廠",51704734,"南投縣南投市福興里南崗三路２９４之２號",23.9414214,120.66445
"M33A3424","肯美特材料科技股份有限公司",28661229,"南投縣南投市平山里南崗三路７號",23.924315,120.6710012
"M33A4907","朝鑫科技股份有限公司南投廠",24405163,"南投縣南投市永豐里工業路３３號",23.9252881,120.661441
"M33A5925","日勝化工股份有限公司",23263551,"南投縣南投市工業南二路７號",23.9201296,120.6619304
"M33A6131","三晃股份有限公司南崗廠",55738290,"南投縣南投市工業北路１６、１６之１、１６之２、１８號",23.9289699,120.6566129
"M33A6171","樹億興業股份有限公司",97750078,"南投縣南投市永豐里工業東路７號",23.9278561,120.662086
"M33A6309","高冠企業股份有限公司",61943713,"南投縣南投市自強三路１號",23.921015,120.668873
"M33A6339","天瑛股份有限公司二廠",23197342,"南投縣南投市永豐里工業北路４０號",23.920817,120.655991
"M33A6408","上緯興業股份有限公司",55902881,"南投縣南投市工業南六路９號",23.916966,120.656136
"M33A7416","?邦實業股份有限公司三廠",23531297,"南投縣南投市永豐里成功三路１９８號",23.9158297,120.6579998
"M33A7624","上緯興業股份有限公司二廠",55902881,"南投縣南投市工業南六路１１號",23.917132,120.655871
"M33A7654","成冠實業有限公司",42961205,"南投縣南投市永豐里成功三路１２４號",23.9314812,120.668999
"M33A7921","?邦實業股份有限公司南崗廠",23531297,"南投縣南投市福興里南崗三路１０１號",23.9417496,120.6640534
"M35A0519","彤翊有限公司",27788924,"南投縣草屯鎮碧峰里碧山路１１５４號",23.971745,120.650903
"M3600825","明高工程股份有限公司竹山廠",52207208,"南投縣竹山鎮前山路二段４０２號",23.7647217,120.6573003
"M3600969","展頌股份有限公司竹山廠",22927617,"南投縣竹山鎮延平里延平二路一九號、延平三路２０號",23.7670436,120.702566
"N0702450","臺灣化學纖維股份有限公司",58650902,"彰化縣彰化市中庄里中山路三段３５９號、臺化莊３５２號",24.0872014,120.5610952
"N0706207","永傑橡膠工業股份有限公司",22711996,"彰化縣彰化市延和里埔內街３７７號",24.0576049,120.537232
"N0720529","大云股份有限公司第二廠",59299723,"彰化縣彰化市田中里河濱路５１８號",24.0961253,120.6031408
"N0727751","順有橡膠股份有限公司",59243432,"彰化縣彰化市大竹里彰南路二段２５４巷１９號",24.0834719,120.5824618
"N07A5194","大云股份有限公司",59299723,"彰化縣彰化市河濱路５１８號",24.0961253,120.6031408
"N07A5510","臺灣化學纖維股份有限公司",58650902,"彰化縣彰化市中庄里中山路三段３５９號",24.0872014,120.5610952
"N07B1298","金優環境科技有限公司",58407718,"彰化縣彰化市莿桐里彰水路１６０之２號",24.0588953,120.5170606
"N0805876","長泓膠業股份有限公司",89587362,"彰化縣鹿港鎮鹿工南三路３８號",24.068837,120.3982252
"N0810813","台塑石化股份有限公司彰濱摻配廠",86522210,"彰化縣鹿港鎮鹿工南三路２號",24.0761752,120.3985365
"N08A1325","廣久工業股份有限公司",16339268,"彰化縣鹿港鎮工業西六路４１號",24.0724939,120.3888751
"N08A2026","興農股份有限公司生物科技廠",51911712,"彰化縣鹿港鎮海埔里鹿工南二路３３號２樓",24.0659761,120.4040455
"N08A2531","帝碩科技股份有限公司",28377239,"彰化縣鹿港鎮東石里工業西六路３７號",24.0725498,120.3901726
"N08A4151","長泓膠業股份有限公司二廠",89587362,"彰化縣鹿港鎮東石里鹿工南三路４０號",24.068443,120.3981511
"N08A4329","華鉬實業股份有限公司彰濱廠",16803770,"彰化縣鹿港鎮東石里工業西一路１９號",24.0600179,120.3912808
"N08A6612","巨燿股份有限公司彰濱廠",12705849,"彰化縣鹿港鎮東石里鹿工路１３號",24.0770072,120.3960821
"N08B0938","宏恩塑膠股份有限公司-彰濱廠",86806053,"彰化縣鹿港鎮工業西七路１號",24.0808476,120.4031746
"N08B1184","長泓膠業股份有限公司三廠",89587362,"彰化縣鹿港鎮東石里工業西五路１１號",24.0704838,120.3996452
"N08B1253","焌貿科技有限公司",54978862,"彰化縣鹿港鎮海埔里鹿工北二路１０號",24.0834537,120.4129201
"N0907866","崧凌股份有限公司",84685786,"彰化縣和美鎮糖友里友東路３號",24.1091739,120.5327822
"N0908774","俊益塑膠商行",93898590,"彰化縣和美鎮雅安路２８６號",24.0996969,120.4826964
"N0910827","大豐環保科技股份有限公司",27590900,"彰化縣和美鎮湖內里工一路７號",24.157912,120.511834
"N09A0827","國慶化學股份有限公司全興廠",55738290,"彰化縣和美鎮湖內里工一路５號",24.1583,120.512461
"N09A3089","三晃股份有限公司全興廠",55738290,"彰化縣和美鎮湖內里工一路５號",24.1583,120.512461
"N1007801","霖昌能源股份有限公司彰化三廠",27659013,"彰化縣北斗鎮新生里興農路一段１６０號",23.8496713,120.5564466
"N1106247","台懋實業股份有限公司",23378569,"彰化縣員林市南東里員草路８５５巷１９２號",23.9697974,120.6107575
"N11A2590","高觀實業有限公司",28967684,"彰化縣員林市中央里中央路４７０號",23.93783,120.5686718
"N11A2837","頂基興業股份有限公司",53290696,"彰化縣員林市中央里柳橋路二段２０７巷８８號",23.9405276,120.5688538
"N11A3924","普裕興業股份有限公司員林廠",22522186,"彰化縣員林市中央里柳橋路二段２０７巷９８號",23.942639,120.5683818
"N12A1389","源隆行",59327832,"彰化縣溪湖鎮汴頭里興農街１０２號１樓",23.9555896,120.4724277
"N1305811","千順塑膠工業股份有限公司田中廠",27580430,"彰化縣田中鎮沙崙里新工五路８號",23.8458456,120.5734165
"N13A0732","優台有限公司",23576879,"彰化縣田中鎮沙崙里新工五路２２號",23.8461334,120.5725661
"N13A0742","霖昌能源股份有限公司彰化廠",27659013,"彰化縣田中鎮沙崙里酪農路７８號",23.844133,120.5718091
"N13A1394","優台有限公司一廠",23576879,"彰化縣田中鎮三光里斗中路二段７１６巷３４５號",23.8748933,120.5573123
"N1501699","鴻勝化學科技股份有限公司彰濱廠",13097528,"彰化縣線西鄉線工南二路３號",24.1281299,120.4296321
"N1501733","百達精密化學股份有限公司",70476582,"彰化縣線西鄉塭仔村彰濱東一路２０號",24.1287845,120.4288046
"N1505179","進尚興業股份有限公司",86659427,"彰化縣線西鄉溝內村線工南二路１２號",24.13131,120.431628
"N1505428","台灣住精科技股份有限公司",27523348,"彰化縣線西鄉線西村彰濱西四路２號",24.1490518,120.4387801
"N1505508","匯春化學工業股份有限公司",27432234,"彰化縣線西鄉頂庄村彰濱東十一路６號",24.1504856,120.4444628
"N15A0405","新力美科技股份有限公司彰濱廠",35860547,"彰化縣線西鄉溝內村線工南二路１８號",24.1345738,120.4334197
"N15A1592","麗群化工股份有限公司",53572999,"彰化縣線西鄉線西村彰濱西四路１６號",24.1504087,120.4364906
"N15A2520","長春石油化學股份有限公司彰濱廠",11384806,"彰化縣線西鄉西興段１９地號",24.1316695,120.4622016
"N15A2530","大連化學工業股份有限公司彰濱廠",12233428,"彰化縣線西鄉西興段４地號",24.1316695,120.4622016
"N15A2550","台灣特品化學股份有限公司",54224077,"彰化縣線西鄉寓埔村彰濱西三路１號",24.14281,120.43346
"N15A2996","承德油脂股份有限公司彰濱廠",22051761,"彰化縣線西鄉線西村線安路５０號",24.1516907,120.438757
"N1601961","國宏股份有限公司",12276447,"彰化縣伸港鄉溪底村工八路８號",24.170924,120.507064
"N1602191","英全化學工業股份有限公司全興廠",57104700,"彰化縣伸港鄉溪底村興工路３３號",24.1590175,120.5103441
"N1603036","東?股份有限公司彰化廠",11384405,"彰化縣伸港鄉溪底村工西一路１之６號、１之８號、２之２號、２之３號",24.1635535,120.5071878
"N1603170","久峰興業股份有限公司",16997255,"彰化縣伸港鄉溪底村工東一路２４號",24.16318,120.511873
"N1606886","台灣東進化成股份有限公司",70640541,"彰化縣伸港鄉蚵寮村線工北一路２１號",24.1550178,120.4510833
"N1607114","興農股份有限公司彰濱廠",51911712,"彰化縣伸港鄉蚵寮村彰濱東一二路３號",24.1566262,120.4500937
"N16A1755","長春人造樹脂廠股份有限公司彰濱廠",11384708,"彰化縣伸港鄉蚵寮村線工北三路３１號",24.1564844,120.4484701
"N16A2971","吉榮樹脂股份有限公司彰濱廠",22594147,"彰化縣伸港鄉蚵寮村線工北一路８號",24.1506274,120.4479702
"N1703148","協呈企業有限公司",86965185,"彰化縣福興鄉番社村番社街５之３６號",24.0218342,120.4577705
"N1708376","耀裕橡膠有限公司",59352135,"彰化縣福興鄉番社村番社街４９之８、４９之９號",24.0258323,120.4503935
"N17A1087","協呈企業有限公司",86965185,"彰化縣福興鄉番社村番社街１７之３號",24.023008,120.4580367
"N17A1097","協呈企業有限公司",86965185,"彰化縣福興鄉番社村番社街１７之３號１樓",24.023008,120.4580367
"N1801603","三立化學股份有限公司",58013405,"彰化縣秀水鄉安東村彰水路一段４２１號",24.0437502,120.5066468
"N1902089","台綸企業股份有限公司",58124211,"彰化縣花壇鄉白沙村田墘巷２號",24.0444665,120.5432444
"N19A1839","樹寶有限公司",12813690,"彰化縣花壇鄉中庄村內厝街２２２巷１０６弄６２、６６號",24.0170916,120.554296
"N19A2431","冠月企業社",19623597,"彰化縣花壇鄉長沙村中正東街２０巷５９號",24.0265903,120.5511795
"N2105315","味特香料企業有限公司",59108745,"彰化縣大村鄉美港路８５巷４１號",23.9803734,120.5726244
"N21A0261","味特生物科技股份有限公司食品添加物廠",28151176,"彰化縣大村鄉大橋村中山路三段９５號",23.995292,120.559928
"N21A0984","味特生物科技股份有限公司",28151176,"彰化縣大村鄉大橋村中山路三段９５號",23.995292,120.559928
"N21A1912","味特生物科技股份有限公司 日化廠",28151176,"彰化縣大村鄉中山路三段９５之１號",23.9951998,120.5593872
"N2202613","伸焌股份有限公司工廠",12705849,"彰化縣埔鹽鄉角樹村員鹿路一段１８０號",23.989301,120.4673361
"N2308656","揚塑企業有限公司",28022053,"彰化縣埔心鄉新?村新?路１０１巷１號",23.9387539,120.5300018
"N2400959","普大應用材料股份有限公司",70500393,"彰化縣永靖鄉五汴村中山路三段１９１號",23.932983,120.554499
"N2402373","弘佳工業股份有限公司",60327901,"彰化縣永靖鄉崙子村九分路５１２號",23.9367157,120.5593206
"N2406497","源陽塑化有限公司",27850118,"彰化縣永靖鄉福興村福中巷７５號",23.9203917,120.5154667
"N2505664","朝揚橡膠工業有限公司工廠",80420428,"彰化縣社頭鄉仁和村山腳路二段７９１巷１６號",23.9126872,120.6072089
"N2800333","順源興橡膠廠",59140864,"彰化縣埤頭鄉斗苑東路５４５號",23.8890729,120.479646
"N2900829","普裕興業股份有限公司",22522186,"彰化縣芳苑鄉草湖村二溪路草二段２７５號",23.9539565,120.380645
"N2901184","宏恩塑膠股份有限公司",86806053,"彰化縣芳苑鄉後寮村工業路２２之１號",23.9165021,120.3526849
"N2902289","驊暐實業股公司二廠",22791132,"彰化縣芳苑鄉後寮村工區四路１６號",23.9136273,120.3495391
"N2907195","翔億股份有限公司",23006694,"彰化縣芳苑鄉後寮村工區路４１號",23.9210511,120.348625
"N2907355","東昇塑膠有限公司",70608599,"彰化縣芳苑鄉芳苑村芳漢路芳二段６６號",23.926485,120.3189558
"N2907971","億豐綜合工業股份有限公司芳苑廠三廠",28696894,"彰化縣芳苑鄉後寮村工區路１９、２１號",23.9122383,120.3467787
"N29A0261","金偉元塑膠工業股份有限公司",12849450,"彰化縣芳苑鄉後寮村工區二路２３號",23.9110684,120.3496789
"N29A1853","宏恩塑膠股份有限公司分廠",86806053,"彰化縣芳苑鄉後寮村工區路３５號",23.9192482,120.3485048
"N29A1863","力麟科技股份有限公司",24973849,"彰化縣芳苑鄉後寮村工業路２７號",23.9186617,120.3536432
"N29A2603","宏恩塑膠股份有限公司二廠",86806053,"彰化縣芳苑鄉後寮村工區路２９號",23.9175411,120.3480331
"N3204700","超鴻科技有限公司",27861157,"彰化縣溪州鄉榮光村大同路８６、８６之１號",23.8200913,120.5722079
"N3205323","超鴻科技有限公司",27861157,"彰化縣溪州鄉榮光村大同路８６之１號",23.8200913,120.5722079
"O1702943","竹新化學股份有限公司",47175607,"新竹市鹽水里中華路六段６７巷３號",24.7488611,120.9093804
"O1702989","正美化工股份有限公司",47146738,"新竹市香山區大湖里五福路一段４５６巷５０號",24.7447806,120.9296798
"O1703020","貝民股份有限公司香山廠",20561107,"新竹市中隘里中華路六段６６８號",24.7272862,120.9175222
"O1708356","向明企業有限公司",47172854,"新竹市東園里八德路７８號",24.804781,120.982677
"O1743793","聯亞科技股份有限公司二廠",22099456,"新竹市東區力行一路１０號",24.7719863,121.016184
"O1746543","有化科技股份有限公司",16736724,"新竹市工業東四路１１號２樓",24.775275,121.007107
"O1746614","聯亞科技股份有限公司三廠",22099456,"新竹市力行四路３號",24.7626979,121.0227272
"O1748921","有化科技股份有限公司二廠",16736724,"新竹市東區工業東四路２４號１樓",24.7749133,121.0070081
"O1751697","有化科技股份有限公司三廠",16736724,"新竹市東區工業東四路１１、１３號１樓",24.775275,121.007107
"O17A1352","聯盛氣體工業股份有限公司",27796071,"新竹市香山區牛埔里牛埔南路２１９號",24.791503,120.931641
"O17A7934","致嘉科技股份有限公司",80340564,"新竹市香山區埔前里牛埔東路３８６號",24.7950281,120.9396907
"O17K1949","謙華科技股份有限公司",28540056,"新竹市工業東四路１０號１、２樓",24.7757784,121.0053303
"O17L9788","捷能材料股份有限公司",24639583,"新竹市東區篤行路６號２樓",24.7711818,121.0246473
"O17M2818","欣盛光電股份有限公司",28895710,"新竹市東區展業一路１號３樓",24.7823134,121.0018705
"O17M3024","光宇生醫科技股份有限公司",56619482,"新竹市東區展業二路２２號３樓",24.7829404,121.0018388
"O17M3985","宏湃企業股份有限公司新竹廠",12981339,"新竹市香山區埔前里中華路四段４０２號",24.7923247,120.9412087
"P4602374","展頌股份有限公司斗六廠",22927617,"雲林縣斗六市榴南里斗工十路１５６號",23.7138482,120.5915075
"P4602534","偉盟工業股份有限公司斗六廠",22457501,"雲林縣斗六市斗工八路１９號",23.716138,120.5957328
"P4602598","永寬化學股份有限公司",16584156,"雲林縣斗六市榴南里斗工六路三六號及四七號、斗工八路３３號",23.7176668,120.5952212
"P4603264","允堡龍實業股份有限公司斗六廠",86095954,"雲林縣斗六市榴南里斗工八路１３號",23.7152344,120.5920248
"P4603406","巨龍化成興業有限公司",23074691,"雲林縣斗六市榴南里斗工六路６３號",23.7179813,120.5996384
"P4606327","艾杰旭顯示玻璃股份有限公司斗六一廠",70584724,"雲林縣斗六市虎溪里科工七路八號、科工八路三七號、科工八路６６號",23.7179785,120.503548
"P4607833","日神企業有限公司斗六廠",84347934,"雲林縣斗六市科工八路３３號",23.7144315,120.5018135
"P46A0693","艾杰旭顯示玻璃股份有限公司斗六二廠",70584724,"雲林縣斗六市虎溪里科工八路８號",23.7232476,120.5150157
"P46A0930","貴美塗料工業有限公司斗六廠",27120801,"雲林縣斗六市虎溪里雲科路三段１０２號",23.7246242,120.5118259
"P46A1582","穗曄實業股份有限公司雲科廠",14076058,"雲林縣斗六市虎溪里雲科路三段９０號",23.7253636,120.5151258
"P46A1592","京和科技股份有限公司雲林廠",80466562,"雲林縣斗六市虎溪里科工八路２１號",23.7154742,120.5032247
"P46A1601","世唯企業有限公司",96885871,"雲林縣斗六市榴南里斗工十六路４３號",23.7104244,120.5993232
"P46A1611","三福氣體股份有限公司雲科廠",11072509,"雲林縣斗六市雲科路三段１０８號",23.7241703,120.5102117
"P46A2887","淯灝桁有限公司雲林廠",84872009,"雲林縣斗六市榴中里復興路６１號",23.7241042,120.5977059
"P46A3083","強榮科技股份有限公司",28485764,"雲林縣斗六市虎溪里科工七路１１號",23.7167343,120.5052382
"P46A4596","展頌股份有限公司斗六原絲廠",22927617,"雲林縣斗六市榴南里斗工十路１５６之１號",23.7138482,120.5915075
"P46A5277","天綾實業有限公司斗六廠",24445524,"雲林縣斗六市榴南里斗工六路２２號",23.7177385,120.5958407
"P46A6344","合記化學股份有限公司",79138401,"雲林縣斗六市溪洲里科加六路２０號",23.7413066,120.5448388
"P46A7124","穗曄實業股份有限公司雲科二廠",14076058,"雲林縣斗六市虎溪里科工十二路７號",23.7141444,120.5067848
"P46A7451","艾杰旭顯示玻璃股份有限公司",70584724,"雲林縣斗六市科工七路８號",23.7179785,120.503548
"P46A8459","億利發實業有限公司",54548815,"雲林縣斗六市榴南里斗工八路１９號",23.716138,120.5957328
"P46A9734","高觀實業有限公司二廠",28967684,"雲林縣斗六市榴中里斗工二路１７號",23.7194906,120.5920429
"P46A9754","承德油脂股份有限公司",22051761,"雲林縣斗六市榴南里斗工六路１２之１號",23.717617,120.59387
"P46B1222","信越電子材料股份有限公司",54396084,"雲林縣斗六市長安里科加六路２８號",23.7402151,120.5397606
"P46B3020","展頌股份有限公司斗三廠",22927617,"雲林縣斗六市榴北里科班路１２號",23.7329365,120.5676076
"P4701685","順華塑膠企業股份有限公司",16500614,"雲林縣莿桐鄉甘西村中村２號",23.7483219,120.4955244
"P4704784","利強環保科技有限公司",80488340,"雲林縣斗南鎮林子里大同莊１２號",23.6580053,120.4838701
"P4802883","台灣捷時雅邁科股份有限公司",12800739,"雲林縣虎尾鎮科虎一路１１號",23.7389015,120.4039218
"P48A4982","王子製藥股份有限公司中科廠",35048803,"雲林縣虎尾鎮中科段２１之１地號",23.7357657,120.3959605
"P4901229","營光興業股份有限公司",23938789,"雲林縣西螺鎮福田里社口路６８之３８號",23.7884044,120.4387593
"P5006090","金洋塑膠有限公司",53296946,"雲林縣土庫鎮興新里下圍１８號",23.6701899,120.3752008
"P5400267","信嘉化學工業有限公司",64972402,"雲林縣莿桐鄉埔仔村埔仔１４８之２號",23.7613757,120.5067161
"P5801513","南亞塑膠工業股份有限公司麥寮總廠",75370905,"雲林縣麥寮鄉中興村台塑工業園區２號",23.787653,120.191616
"P5801602","台灣塑膠工業股份有限公司麥寮廠",75708007,"雲林縣麥寮鄉中興村台塑工業園區１號",23.787653,120.191616
"P5801728","台塑石化股份有限公司麥寮二廠",86522210,"雲林縣麥寮鄉中興村台塑工業園區８號、８之５號",23.797456,120.231239
"P5801773","台灣化學纖維股份有限公司麥寮廠",58650902,"雲林縣麥寮鄉中興村台塑工業園區５號及３之１號",23.797456,120.231239
"P5802001","台灣塑膠工業股份有限公司麥寮碳纖廠",75708007,"雲林縣麥寮鄉中興村台塑工業園區１３號",23.797456,120.231239
"P5802002","台灣塑膠工業股份有限公司麥寮檢驗中心",75708007,"雲林縣麥寮鄉中興村台塑工業園區１號",23.787653,120.191616
"P5802092","台灣化學纖維股份有限公司海豐廠",58650902,"雲林縣麥寮鄉中興村台塑工業園區２３號",23.797456,120.231239
"P5802323","南中石化工業股份有限公司乙二醇廠",97161348,"雲林縣麥寮鄉中興村台塑工業園區２之１號",23.787653,120.191616
"P5802378","台塑旭彈性纖維股份有限公司麥寮廠",16446128,"雲林縣麥寮鄉中興村台塑工業園區１２號",23.797456,120.231239
"P5802387","大連化學工業股份有限公司麥寮廠",12233428,"雲林縣麥寮鄉中興村台塑工業園區２５號",23.797456,120.231239
"P5802421","台塑石化股份有限公司麥寮一廠",86522210,"雲林縣麥寮鄉台塑工業園區７號、１５號",23.798441,120.2176183
"P5802430","台塑石化股份有限公司麥寮三廠",86522210,"雲林縣麥寮鄉台塑工業園區１７號、３９號",23.7764697,120.1875044
"P5805146","台塑石化股份有限公司",86522210,"雲林縣麥寮鄉中興村台塑工業園區１號之１",23.787653,120.191616
"P5805244","南亞塑膠工業股份有限公司海豐總廠",75370905,"雲林縣麥寮鄉中興村台塑工業園區４２號、４７號、５２號",23.797456,120.231239
"P5805271","長春人造樹脂廠股份有限公司  麥寮廠",11384708,"雲林縣麥寮鄉中興村台塑工業園區２７號",23.797456,120.231239
"P5805753","長春石油化學股份有限公司麥寮廠",11384806,"雲林縣麥寮鄉中興村台塑工業園區２６號",23.797456,120.231239
"P5805780","台灣醋酸化學股份有限公司醋酸廠",80087041,"雲林縣麥寮鄉中興村台塑工業園區５號及５之５號",23.797456,120.231239
"P5806349","台灣塑膠工業股份有限公司海豐廠",75708007,"雲林縣麥寮鄉中興村台塑工業園區２３之１號、３２號、３３號",23.797456,120.231239
"P58A0904","南中石化工業股份有限公司",97161348,"雲林縣麥寮鄉中興村台塑工業園區２之１號",23.787653,120.191616
"P58A0974","台灣醋酸化學股份有限公司",80087041,"雲林縣麥寮鄉中興村台塑工業園區１號之１",23.787653,120.191616
"P58A1635","台塑科騰化學有限公司",53667030,"雲林縣麥寮鄉中興村台塑工業園區１７號",23.797456,120.231239
"P58A2396","台塑科騰化學有限公司",53667030,"雲林縣麥寮鄉中興村台塑工業園區１之１號",23.787653,120.191616
"P58A2425","台塑出光特用化學品股份有限公司",42767461,"雲林縣麥寮鄉中興村台塑工業園區１５號",23.797456,120.231239
"P58A3809","台塑出光特用化學品股份有限公司",42767461,"雲林縣麥寮鄉六輕段１３２地號",23.798441,120.2176183
"P58A4134","麥寮海水淡化廠新建工程",86522210,"雲林縣麥寮鄉台塑工業園區７、１５號",23.787653,120.191616
"P6000029","三勝橡膠股份有限公司",64956183,"雲林縣褒忠鄉中民村中正路２號",23.6989789,120.3272768
"P64A0156","協發塑膠袋加工廠",63715601,"雲林縣口湖鄉湖東村中正路一段１９６號",23.5841671,120.1833455
"Q6600095","星一興業股份有限公司",66590301,"嘉義縣朴子市竹村里朴子工業區二街一二號、橫二街１１號",23.4382674,120.2472273
"Q6600960","星一興業股份有限公司二廠",66590301,"嘉義縣朴子市竹村里朴子工業區二街１１、１３號",23.4384504,120.2491025
"Q68A0614","台灣日邦樹脂股份有限公司大埔美廠",22102213,"嘉義縣大林鎮中坑里大埔美園區一八路３號",23.5980943,120.5139617
"Q68A4468","環綺國際貿易股份有限公司-環綺國際貿易股份有限公司廠房新建工程",23339709,"嘉義縣大林鎮大工一段６地號",23.6040709,120.4542004
"Q6900027","台灣新日化股份有限公司嘉義廠",23527245,"嘉義縣民雄鄉北斗村中正路４５號",23.5180957,120.4507554
"Q6901499","台灣日邦樹脂股份有限公司",22102213,"嘉義縣民雄鄉北斗村中正路１３號",23.5203873,120.4594898
"Q6901720","台灣羅門哈斯化學工業股份有限公司民雄廠",23928282,"嘉義縣民雄鄉北斗村民雄工業區中興一街１號",23.5180205,120.4554775
"Q6903322","樺正實業股份有限公司",97210018,"嘉義縣民雄鄉北斗村民雄工業區中正路６號",23.5213551,120.4613368
"Q6907446","品宗化工工業股份有限公司",22492922,"嘉義縣民雄鄉北斗村成功街４５之１號",23.5224649,120.4594526
"Q6907713","嘉展企業股份有限公司",86265134,"嘉義縣民雄鄉北斗村成功街３０號",23.5213554,120.4561808
"Q6909002","竣利企業有限公司",27608774,"嘉義縣民雄鄉北斗村成功二街４２號",23.524538,120.457495
