App_year,companyno,companyname,scompanyno,controlno,city,town,companyaddr,ccksicco1,Sicname1,CO2,CH4,N2O,HFCs,PFCs,SF6,nf3,Tot2,tot,cause,Check_yn
108,11913502,台灣水泥股份有限公司蘇澳廠,0003,G3200778,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮永昌路46號,2331,水泥製造業,1041340.29,110.20,1722.95,10.44,0.00,0.00,0.00,61952.31,1105136.19,依法申報,是
108,11384708,長春人造樹脂廠股份有限公司高雄廠,0003,S2201092,高雄市,仁武區,高雄市仁武區工業一路8、12、14號,1841,合成樹脂及塑膠製造業,30060.64,379.53,19.70,4.79,0.00,22.80,0.00,83960.87,114448.32,依法申報,是
108,04388145,台灣康寧顯示玻璃股份有限公司,0003,B2311535,台中市,西屯區,台中市西屯區科園路1號,2311,平板玻璃及其製品製造業,41970.63,241.55,17.94,5721.04,0.00,0.00,0.00,341839.51,389790.68,依法申報,是
108,03707901,台灣中油股份有限公司煉製事業部大林煉油廠,0003,E5600056,高雄市,小港區,高雄市小港區沿海四路50號,1700,石油及煤製品製造業,2808689.22,496.84,919.54,2342.38,0.00,0.00,0.00,682025.97,3494473.95,依法申報,是
108,03522600,遠東新世紀股份有限公司觀音化纖廠,0003,H5300210,桃園市,觀音區,桃園市觀音區觀音工業區經建六路3號,1850,人造纖維製造業,132214.21,164.21,601.27,0.00,0.00,0.00,0.00,91185.09,224164.78,依法申報,是
108,03084741,中國石油化學工業開發股份有限公司大社廠,0003,S2300410,高雄市,大社區,高雄市大社區經建路1號,1820,石油化工原料製造業,143237.41,1745.31,24.35,23.88,0.00,0.00,0.00,30171.48,175202.43,依法申報,是
108,89390656,南亞科技股份有限公司三廠,0002,F1606662,新北市,泰山區,新北市泰山區南林路98號及115號,2611,積體電路製造業,11158.36,125.96,31745.40,5059.83,17020.37,843.21,22747.52,373007.84,461708.48,依法申報,是
108,86522210,台塑石化股份有限公司麥寮二廠,0002,P5801728,雲林縣,麥寮鄉,雲林縣麥寮鄉台塑工業園區8、8-5號,1990,其他化學製品製造業,4628531.03,1156.68,17347.35,314.88,0.00,1092.12,0.00,173687.45,4822129.51,依法申報,是
108,85978401,裕鐵企業股份有限公司岡山三廠,0002,S26A0793,高雄市,燕巢區,高雄市燕巢區安招路639-2號,2544,金屬表面處理業,18038.05,11.68,9.63,3.76,0.00,0.00,0.00,9864.32,27927.43,依法申報,是
108,84149738,友達光電總部/友達光電股份有限公司L3B廠,0002,O1709193,新竹市,東區,新竹市東區力行二路1號,2641,液晶面板及其組件製造業,728.45,92.04,0.48,0.00,6.65,119.70,1541.81,20664.79,23153.91,依法申報,是
108,84149385,力晶科技股份有限公司P1/2,0002,O1748707,新竹市,東區,新竹市東區力行一路一二號,2611,積體電路製造業,5177.23,54.60,2695.05,1021.27,3243.75,2723.28,2986.45,115312.43,133214.06,依法申報,是
108,84149358,世界先進積體電路股份有限公司晶圓二廠,0002,O1751197,新竹市,東區,新竹市東區力行路九號,2611,積體電路製造業,2263.22,55.47,16109.34,4687.38,43009.41,1432.94,966.05,133026.02,201549.82,依法申報,是
108,80353271,台灣美光晶圓科技股份有限公司二廠,0002,H4888582,桃園市,龜山區,桃園市龜山區文化村華亞五路2、6號,2611,積體電路製造業,8903.45,21.26,30512.16,6733.13,16599.90,738.72,3566.49,611618.13,678693.25,依法申報,是
108,75708007,台灣塑膠工業股份有限公司麥寮廠,0002,P5801602,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村台塑工業園區一號,1990,其他化學製品製造業,486236.40,377.96,411.63,14538.67,0.00,221.16,0.00,4032732.90,4534518.72,依法申報,是
108,75470524,海光企業股份有限公司嘉興鋼鐵廠,0002,E5602952,高雄市,小港區,高雄市小港區嘉興街5號,2541,金屬鍛造業,25741.60,23.94,14.27,0.00,0.00,0.00,0.00,30801.42,56581.24,依法申報,是
108,75370905,南亞塑膠工業股份有限公司麥寮總廠,0002,P5801513,雲林縣,麥寮鄉,雲林縣麥寮鄉台塑工業園區2號,1810,基本化學材料製造業,355352.93,251.63,150.01,1429.25,0.00,1030.56,0.00,901810.15,1260024.54,依法申報,是
108,75280209,東和鋼鐵企業股份有限公司高雄廠,0002,E5600369,高雄市,小港區,高雄市小港區嘉興街八號,2413,鋼鐵軋延及擠型業,15382.60,41.79,11.92,32.22,0.00,0.00,0.00,10878.85,26347.38,依法申報,是
108,70783006,華亞汽電股份有限公司觀音公用廠,0002,H53A2562,桃園市,觀音區,桃園市觀音區觀音工業區工業七路三號,3530,蒸汽供應業,153636.54,45.99,726.32,6.61,0.00,0.00,0.00,3863.72,158279.17,依法申報,是
108,70752257,穩懋半導體股份有限公司華亞二廠,0002,H4886999,桃園市,龜山區,桃園市龜山區文化里華亞二路358號與科技七路35號及35號2樓、3樓、4樓,2611,積體電路製造業,1169.27,112.29,306.05,0.00,34276.24,1846.80,0.00,47178.61,84889.26,依法申報,是
108,70584724,艾杰旭顯示玻璃股份有限公司斗六二廠,0002,P46A0693,雲林縣,斗六市,雲林縣斗六市虎溪里科工八路八號,2311,平板玻璃及其製品製造業,95855.86,89.38,51.05,6.92,0.00,0.00,0.00,182442.92,278446.11,依法申報,是
108,68919301,台南紡織股份有限公司仁德廠,0002,R1001719,台南市,仁德區,台南市仁德區中正路二段八六二巷四五號,1113,人造纖維加工絲業,39283.51,696.46,26.05,116.37,0.00,0.00,0.00,41836.14,81958.52,依法申報,是
108,68387705,奇美實業股份有限公司旭美廠,0002,R10A3047,台南市,仁德區,開發四路36號,1841,合成樹脂及塑膠製造業,171397.00,172.33,238.94,57.20,0.00,0.00,0.00,32072.10,203937.56,依法申報,是
108,47299902,漢磊科技股份有限公司創新廠,0002,J6300146,新竹縣,寶山鄉,新竹縣寶山鄉新竹科學工業園區創新一路3號,2611,積體電路製造業,0.05,9.95,1071.58,347.61,1524.63,205.20,0.00,7333.32,10492.34,依法申報,是
108,40601248,幸福水泥股份有限公司東澳廠,0002,G4100017,宜蘭縣,南澳鄉,宜蘭縣南澳鄉蘇花路三段101號,2331,水泥製造業,602709.40,162.18,1239.86,2.73,0.00,0.00,0.00,40452.30,644566.46,依法申報,是
108,33955322,力鵬企業股份有限公司楊梅廠,0002,H4500458,桃園市,楊梅區,桃園市楊梅區新榮路339號,1140,印染整理業,69375.25,104.91,321.81,2.13,0.00,0.00,0.00,21387.87,91191.97,依法申報,是
108,33085508,正隆股份有限公司后里分公司,0002,L9200693,台中市,后里區,台中市后里區三豐路三段2號、星科路101號,1512,紙張製造業,815238.61,8930.68,3814.01,89.99,0.00,0.00,0.00,28683.98,856757.27,依法申報,是
108,30414175,中國鋼鐵股份有限公司第三冷軋廠,0002,E56A4792,高雄市,小港區,高雄市小港區店鎮里嘉興街2號,2413,鋼鐵軋延及擠型業,47553.67,21.19,25.27,0.00,0.00,0.00,0.00,120365.50,167965.63,依法申報,是
108,28518076,台灣美光記憶體股份有限公司台中二廠,0002,B9202664,台中市,后里區,台中市后科南路88號、88-1號,2611,積體電路製造業,2443.13,50.74,118.43,1329.56,191.55,246.24,46.44,113852.49,118278.58,依法申報,是
108,22327037,永豐餘消費品實業股份有限公司楊梅廠,0002,H45A1887,桃園市,楊梅區,梅高路二段668巷70號,1591,家庭及衛生用紙製造業,24161.08,25.71,103.67,0.00,0.00,0.00,0.00,18088.84,42379.31,依法申報,是
108,22318678,亞東石化股份有限公司觀音二廠,0002,H53A3580,桃園市,觀音區,桃園市桃園市觀音區樹林里工業七路2號,1820,石油化工原料製造業,211496.79,84.96,66.04,0.00,0.00,0.00,0.00,86345.95,297993.72,依法申報,是
108,22099131,台灣積體電路製造股份有限公司三廠,0002,J6301107,新竹縣,寶山鄉,新竹縣寶山鄉研新一路9號,2611,積體電路製造業,2223.19,56.16,21999.94,11826.51,38945.26,22871.04,21468.79,165138.33,284529.21,依法申報,是
108,16834268,富喬工業股份有限公司雲林分公司,0002,P48A0851,雲林縣,虎尾鎮,雲林縣虎尾鎮墾地里科虎二路8號,2313,玻璃纖維製造業,40893.53,1599.96,18.98,0.42,0.00,0.00,0.00,47930.70,90443.59,依法申報,是
108,16741846,精材科技股份有限公司中壢二廠,0002,H43A2855,桃園市,中壢區,桃園市中壢區自強二路1號、桃園市中壢區自強一路8號,2699,未分類其他電子零組件製造業,112.77,36.86,0.00,477.56,11579.54,26924.52,115.24,16308.18,55554.68,依法申報,是
108,16450500,瀚宇彩晶南科觸控感應器廠,0002,D0301680,台南市,新市區,台南市新市區環西路一段8號,2641,液晶面板及其組件製造業,139.84,8.12,0.18,2831.40,0.00,0.00,0.00,44181.10,47160.64,依法申報,是
108,16432742,凌巨科技股份有限公司八德廠,0002,H49A2429,桃園市,八德區,桃園市八德區和平路1127號,2641,液晶面板及其組件製造業,5430.88,86.07,2.83,1.46,10716.24,94818.36,564.16,84221.17,195841.17,依法申報,是
108,16138282,合晶科技股份有限公司園區分公司,0002,H50A1985,桃園市,龍潭區,桃園市龍潭區龍園一路100號,2611,積體電路製造業,31.37,53.69,1037.90,4.71,2426.46,0.00,0.00,32971.80,36525.93,依法申報,是
108,14040691,中美和石油化學股份有限公司台中廠,0002,L9101748,台中市,梧棲區,台中市梧棲區南堤路二段89號,1820,石油化工原料製造業,156757.25,1433.51,27.30,36.89,0.00,72.96,0.00,30831.97,189159.88,依法申報,是
108,12233428,大連化學工業股份有限公司高雄廠,0002,S2300465,高雄市,大社區,高雄市大社區興工路1-3號,1810,基本化學材料製造業,27100.21,25.95,10.43,171.00,0.00,0.00,0.00,62162.39,89469.99,依法申報,是
108,11914002,台灣玻璃工業股份有限公司鹿港廠,0002,N0803765,彰化縣,鹿港鎮,彰化縣鹿港鎮鹿工路11號,2313,玻璃纖維製造業,48875.47,177.30,30.43,1148.91,0.00,0.00,0.00,96275.35,146507.46,依法申報,是
108,11913502,台灣水泥股份有限公司花蓮廠,0002,U9100978,花蓮縣,花蓮市,花蓮縣花蓮市民孝里華東103號,2331,水泥製造業,1.87,2.32,0.06,0.00,0.00,0.00,0.00,1219.16,1223.41,依法申報,是
108,11384806,長春石油化學股份有限公司苗栗廠,0002,K6801089,苗栗縣,苗栗市,苗栗縣苗栗市福安里福星246、246-3號,1990,其他化學製品製造業,1456201.77,1531.30,6871.37,1135.29,0.00,0.00,0.00,47703.19,1513442.91,依法申報,是
108,07435515,新光合成纖維股份有限公司中壢廠,0002,H5100952,桃園市,平鎮區,桃園市平鎮區廣仁里延平路三段二二三號,1113,人造纖維加工絲業,104965.52,264.31,227.94,1061.18,0.00,0.00,0.00,162921.21,269440.16,依法申報,是
108,03707901,台灣中油股份有限公司煉製事業部高雄煉油廠,0002,E4900333,高雄市,楠梓區,高雄市楠梓區左楠路2號,1700,石油及煤製品製造業,82.12,18.18,2.38,242.69,0.00,0.00,0.00,18285.64,18631.01,依法申報,是
108,03084741,中國石油化學工業開發股份有限公司頭份廠,0002,K7201001,苗栗縣,頭份市,苗栗縣頭份鎮中華路517號,1820,石油化工原料製造業,690955.30,1768.75,263689.14,0.72,0.00,0.00,0.00,4048.38,960462.29,依法申報,是
108,97170472,全新光電科技股份有限公司平鎮廠,0001,h5103604,桃園市,平鎮區,桃園市平鎮區工業一路16號,2649,其他光電材料及元件製造業,1.63,21.49,4.62,40.44,172.19,229.82,0.00,9411.82,9882.01,依法申報,是
108,96976990,嘉惠電力(股)有限公司,0001,Q6907286,嘉義縣,民雄鄉,嘉義縣民雄鄉松山村4鄰松子腳688號,3510,電力供應業,861050.82,390.22,457.64,0.00,0.00,1140.00,0.00,9472.44,872511.11,依法申報,是
108,96971313,中鋼鋁業股份有限公司,0001,E5600092,高雄市,小港區,高雄市小港區山明里東林路一七號,2422,鋁鑄造業,69066.28,142.88,38.56,272.13,0.00,0.00,0.00,132278.91,201798.76,依法申報,是
108,96933037,長生電力股份有限公司,0001,H4604568,桃園市,蘆竹區,桃園市蘆竹區濱海路一段199號,3510,電力供應業,1651382.12,901.56,877.40,12.96,0.00,15.96,0.00,3990.56,1657180.55,依法申報,是
108,94025264,中華紙漿股份有限公司花蓮廠,0001,U9500478,花蓮縣,吉安鄉,花蓮縣吉安鄉光華村光華街100號,1511,紙漿製造業,84355.28,1852.49,4200.04,0.00,0.00,0.00,0.00,91209.54,181617.36,依法申報,是
108,89528054,台灣鋼聯股份有限公司,0001,N1607141,彰化縣,伸港鄉,彰化縣伸港鄉彰濱工業區線工北一路36號,1810,基本化學材料製造業,89795.21,8.60,13.08,311.96,0.00,0.00,0.00,9991.42,100120.27,依法申報,是
108,89397503,臺鹽實業股份有限公司通霄精鹽廠,0001,K7000504,苗栗縣,通霄鎮,苗栗縣通霄鎮內島村122號,0897,調理食品製造業,23026.91,47.65,13.02,25.06,0.00,0.00,0.00,860.85,23973.48,依法申報,是
108,86871981,潤泰精密材料股份有限公司宜蘭冬山廠,0001,G37A0585,宜蘭縣,冬山鄉,宜蘭縣冬山鄉安平村大安路三五七之一.三五七之二.三五七之三號,2331,水泥製造業,596548.75,82.88,1148.25,0.00,0.00,0.00,0.00,46355.30,644135.19,依法申報,是
108,86685142,台灣汽電共生股份有限公司官田廠,0001,R9702160,台南市,官田區,台南市官田區工業西路28號,3510,電力供應業,369215.77,1076.55,2708.73,0.21,0.00,0.00,0.00,3989.75,376991.00,依法申報,是
108,86522210,台塑石化股份有限公司麥寮一廠,0001,P5802421,雲林縣,麥寮鄉,雲林縣麥寮鄉台塑工業園區7、15號,1810,基本化學材料製造業,15284895.45,13780.33,56347.90,535.48,0.00,4170.12,0.00,0.00,15359729.28,依法申報,是
108,86120031,信昌化學工業股份有限公司林園廠,0001,S1901066,高雄市,林園區,高雄市林園區工業三路九號,1820,石油化工原料製造業,182046.45,69.53,59.96,0.99,0.00,0.00,0.00,137622.78,319799.72,依法申報,是
108,85978401,裕鐵企業股份有限公司岡山二廠,0001,S2602473,高雄市,燕巢區,高雄市燕巢區安招里安招路639-1號,2544,金屬表面處理業,39678.16,42.04,19.58,3.55,0.00,0.00,0.00,43694.90,83438.23,依法申報,是
108,85803825,高雄塑酯化學股份有限公司,0001,S2300447,高雄市,大社區,高雄市大社區興工路一號,1810,基本化學材料製造業,72336.61,10.47,0.63,1903.73,0.00,0.00,0.00,21909.22,96160.65,依法申報,是
108,85793919,龍慶鋼鐵企業股份有限公司,0001,E5600798,高雄市,小港區,高雄市小港區利昌街4號,2413,鋼鐵軋延及擠型業,17414.52,20.63,9.03,15.09,0.00,0.00,0.00,45893.07,63352.34,依法申報,是
108,85066002,中華紙漿股份有限公司久堂廠,0001,S2100223,高雄市,大樹區,高雄市大樹區久堂里久堂路112號,1512,紙張製造業,421472.48,221.33,2020.89,344.66,0.00,4.56,0.00,9440.52,433504.44,依法申報,是
108,84613756,中龍鋼鐵股份有限公司,0001,L0200633,台中市,龍井區,台中市龍井區龍昌路100號,2411,鋼鐵冶鍊業,8831564.14,651.61,67.11,926.81,0.00,0.00,0.00,204387.32,9037596.99,依法申報,是
108,84526079,大園汽電共生股份有限公司,0001,H4702336,桃園市,大園區,桃園市大園區北港里14鄰潮音北路276號,3510,電力供應業,416774.30,118.77,1943.41,0.00,0.00,0.00,0.00,18426.61,437263.09,依法申報,是
108,84149358,世界先進積體電路股份有限公司晶圓一廠,0001,J6300959,新竹縣,寶山鄉,新竹縣寶山鄉園區三路一二三號,2611,積體電路製造業,1579.20,82.57,8868.66,7306.62,111924.32,15534.61,1561.09,115381.56,262238.63,依法申報,是
108,83387850,三芳化學工業股份有限公司,0001,S2201154,高雄市,仁武區,高雄市仁武區鳳仁路402號,1841,合成樹脂及塑膠製造業,16855.73,78.33,12.07,70.88,0.00,0.00,0.00,26912.76,43929.78,依法申報,是
108,80601119,采鈺科技股份有限公司,0001,O1749526,新竹市,東區,新竹市東區篤行一路十二號,2699,未分類其他電子零組件製造業,1168.30,65.58,0.83,3094.60,5144.88,0.00,3426.78,23527.15,36428.12,依法申報,是
108,80354671,慶欣欣鋼鐵股份有限公司,0001,N1601229,彰化縣,伸港鄉,彰化縣伸港鄉溪底村全興工業區工西二路二號,2411,鋼鐵冶鍊業,136780.09,47.49,49.68,0.29,0.00,0.00,0.00,218369.14,355246.68,依法申報,是
108,80353271,台灣美光晶圓科技股份有限公司一廠,0001,H4889454,桃園市,龜山區,桃園市龜山區文化村復興三路667號、669號及科技八路五號,2611,積體電路製造業,15745.74,76.54,48514.67,5073.42,36377.86,3796.20,5283.61,552427.63,667295.67,依法申報,是
108,79837539,盛餘股份有限公司,0001,E5600565,高雄市,小港區,高雄市小港區中林路11號,2544,金屬表面處理業,26119.30,29.92,18.98,42.89,0.00,20.52,0.00,50738.96,76970.58,依法申報,是
108,79254702,協勝發鋼鐵廠股份有限公司,0001,E5600332,高雄市,小港區,高雄市小港區店鎮里光陽街七號,2411,鋼鐵冶鍊業,87883.60,49.95,24.76,2.51,0.00,0.00,0.00,197684.20,285645.01,依法申報,是
108,75947936,燁輝企業股份有限公司高雄一廠,0001,S2500536,高雄市,橋頭區,高雄市橋頭區芋寮路369號,2544,金屬表面處理業,63289.16,112.00,38.98,11.15,0.00,0.00,0.00,69054.60,132505.89,依法申報,是
108,75688109,漢泰鋼鐵股份有限公司,0001,E5601080,高雄市,小港區,高雄市小港區世全路4號,2499,未分類其他基本金屬製造業,28596.42,22.94,17.61,3.83,0.00,0.00,0.00,13382.02,42022.82,依法申報,是
108,75470524,海光企業股份有限公司,0001,E5600501,高雄市,小港區,高雄市小港區沿海二路12號,2411,鋼鐵冶鍊業,28221.24,32.66,32.84,0.00,0.00,0.00,0.00,110634.61,138921.35,依法申報,是
108,75460005,唐榮鐵工廠股份有限公司,0001,E5601197,高雄市,小港區,高雄市小港區沿海二路4號,2411,鋼鐵冶鍊業,54822.62,73.92,26.28,11.73,0.00,0.00,0.00,101126.75,156061.30,依法申報,是
108,75370905,南亞塑膠工業股份有限公司海豐總廠,0001,P5805244,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村台塑工業園區42號、47號、52號,1810,基本化學材料製造業,400617.94,288.92,38.32,701.27,0.00,11.40,0.00,1205474.63,1607132.48,依法申報,是
108,75280209,東和鋼鐵企業股份有限公司苗栗廠,0001,K8100129,苗栗縣,西湖鄉,苗栗縣西湖鄉二湖村7鄰坪頂22號,2411,鋼鐵冶鍊業,100015.79,102.97,86.15,2.84,0.00,0.00,0.00,244359.61,344567.36,依法申報,是
108,73252657,統一實業股份有限公司二廠,0001,R1412418,台南市,永康區,台南市永康區和平路77號,2549,其他金屬加工處理業,37626.09,58.18,21.31,8.35,0.00,0.00,0.00,79248.93,116962.86,依法申報,是
108,72065240,官田鋼鐵股份有限公司官田廠,0001,R9701850,台南市,官田區,台南市官田區南?里南?119-5號,2413,鋼鐵軋延及擠型業,20237.04,21.68,48.57,0.00,0.00,0.00,0.00,16237.51,36544.80,依法申報,是
108,70833553,國光電力股份有限公司,0001,H4810799,桃園市,龜山區,桃園市龜山區南上里北油一區11號,3510,電力供應業,770560.70,369.66,409.90,91.66,0.00,0.00,0.00,3170.05,774601.97,依法申報,是
108,70783765,星能電力股份有限公司,0001,N1504207,彰化縣,線西鄉,彰化縣線西鄉彰濱工業區線工南二路二號,3510,電力供應業,860935.34,410.00,457.88,34.84,0.00,0.00,0.00,5187.73,867025.79,依法申報,是
108,70783499,森霸電力公司豐德電廠,0001,R0503072,台南市,山上區,臺南市山上區豐德里隙子口66號,3510,電力供應業,1567136.16,755.37,833.21,33.61,0.00,387.60,0.00,5713.06,1574859.01,依法申報,是
108,70783006,華亞汽電股份有限公司華亞汽電廠,0001,H4810851,桃園市,龜山區,桃園市龜山區文化里華亞一路九八號,3510,電力供應業,2237953.63,604.35,10566.60,3.36,0.00,0.00,0.00,47202.62,2296330.57,依法申報,是
108,70752257,穩懋半導體股份有限公司華亞廠,0001,H4806348,桃園市,龜山區,桃園市龜山區文化里科技七路69號,2611,積體電路製造業,746.67,34.92,105.22,1.46,14245.24,0.00,0.00,21317.30,36450.81,依法申報,是
108,70750217,和鑫光電股份有限公司南科廠,0001,D9000120,台南市,善化區,台南市善化區北園一路7號,2649,其他光電材料及元件製造業,398.17,26.00,42185.15,179.82,8274.91,0.00,889.33,43592.39,95545.76,依法申報,是
108,70552666,台星科股份有限公司,0001,J6203071,新竹縣,芎林鄉,新竹縣芎林鄉華龍村鹿寮坑176之5號,2699,未分類其他電子零組件製造業,43.60,56.94,0.72,40.28,2374.41,0.00,0.00,25179.62,27695.56,依法申報,是
108,69771636,威致鋼鐵工業股份有限公司,0001,R9701341,台南市,官田區,台南市官田區南廓村南廓123號,2411,鋼鐵冶鍊業,94487.03,46.95,84.99,10.66,0.00,0.00,0.00,184445.31,279074.94,依法申報,是
108,68387705,奇美實業股份有限公司(仁德廠),0001,R1002065,台南市,仁德區,三甲子59-1號A棟、59-4號,1841,合成樹脂及塑膠製造業,154238.69,396.83,340.26,2031.13,0.00,0.00,0.00,283348.28,440355.19,依法申報,是
108,57002416,大鐘印染股份有限公司中壢廠,0001,H4301839,桃園市,中壢區,桃園市中壢區新生路三段741號,1140,印染整理業,41312.28,76.08,177.67,5.43,0.00,0.00,0.00,8853.31,50424.77,依法申報,是
108,55695790,建順煉鋼股份有限公司,0001,K7000513,苗栗縣,通霄鎮,苗栗縣通霄鎮五北里68-4號,2411,鋼鐵冶鍊業,25823.39,20.54,51.88,314.89,0.00,0.00,0.00,87274.36,113485.06,依法申報,是
108,55389357,豐興鋼鐵股份有限公司,0001,L9200728,台中市,后里區,台中市后里區甲后路一段998號,2411,鋼鐵冶鍊業,227083.51,105.86,67.65,358.37,0.00,0.00,0.00,486380.64,713996.01,依法申報,是
108,54796568,東齊染整股份有限公司,0001,H53A6138,桃園市,觀音區,桃園市大堀里新華路二段225-1號,1140,印染整理業,25280.88,23.25,118.46,529.74,0.00,0.00,0.00,6481.50,32433.83,依法申報,是
108,54393468,美商蘋果電子股份有限公司台灣分公司,0001,H50A6777,桃園市,龍潭區,桃園市龍潭區龍園十路55號,2649,其他光電材料及元件製造業,328.24,13.01,2459.57,42.32,75.70,144.53,41.31,18664.83,21769.50,依法申報,是
108,53520959,錦州科技股份有限公司大發廠,0001,E2000554,高雄市,大寮區,高雄市大寮區過溪里華西路8-6號,3530,蒸汽供應業,583971.59,5007.08,2759.03,0.00,0.00,0.00,0.00,5489.27,597226.97,依法申報,是
108,53170263,聯穎光電股份有限公司竹科廠,0001,J63A1719,新竹縣,寶山鄉,新竹縣寶山鄉創新一路10號,2611,積體電路製造業,403.16,17.43,1802.48,1722.12,8019.94,2667.60,433.44,36969.69,52035.86,依法申報,是
108,53121117,利芃國際股份有限公司觀音,0001,H53A2255,桃園市,觀音區,桃園市觀音區國瑞路16號,1990,其他化學製品製造業,40451.15,61.30,91.28,13.40,0.00,0.00,0.00,16798.93,57416.05,依法申報,是
108,50301500,廣源造紙股份有限公司台中廠,0001,L8801052,台中市,大甲區,"台中市大甲區日南里工一路1、2號、工三路15號及工五路5、7  號",1513,紙板製造業,112122.96,733.12,1251.66,6.17,0.00,0.00,0.00,46180.14,160294.05,依法申報,是
108,47217677,聯華電子股份有限公司Fab8D廠,0001,O1709148,新竹市,東區,新竹市東區力行三路六、八號,2611,積體電路製造業,5517.64,51.42,17353.79,4398.78,59111.53,4447.87,1770.33,166089.02,258740.37,依法申報,是
108,47109348,華夏玻璃股份有限公司,0001,O1703315,新竹市,香山區,新竹市香山區埔前里埔前路49號,2312,玻璃容器製造業,88764.89,124.46,129.75,15.24,0.00,0.00,0.00,28739.57,117773.91,依法申報,是
108,46007218,大享容器工業股份有限公司,0001,J5700231,新竹縣,新埔鎮,新竹縣新埔鎮文山里文山路犁頭山段1118號,2312,玻璃容器製造業,76309.18,97.89,140.00,1.00,0.00,0.00,0.00,19421.00,95969.07,依法申報,是
108,43834853,台光染整股份有限公司海湖二廠,0001,H46A9391,桃園市,蘆竹區,桃園市濱海里13鄰濱海路一段358、358-1號,1140,印染整理業,26916.57,7.35,127.84,0.00,0.00,0.00,0.00,744.17,27795.94,依法申報,是
108,42818882,林園先進材料科技股份有限公司,0001,E1902497,高雄市,林園區,高雄市林園區石化四路1號,1700,石油及煤製品製造業,202082.85,17.51,6.26,0.00,0.00,0.00,0.00,14401.75,216508.36,依法申報,是
108,42010509,羅東鋼鐵廠股份有限公司煉鋼廠,0001,G32A0540,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮德興一路57號,2411,鋼鐵冶鍊業,30181.85,23.40,5.42,2.30,0.00,0.00,0.00,89219.95,119432.92,依法申報,是
108,38033305,台硝股份有限公司桃園廠,0001,H4601290,桃園市,蘆竹區,桃園市蘆竹區坑口里3鄰大坑街25號,1990,其他化學製品製造業,41421.10,4334.83,199.00,3.55,0.00,0.00,0.00,18720.61,64679.10,依法申報,是
108,35412204,華新麗華股份有限公司鹽水廠,0001,R8500582,台南市,鹽水區,台南市鹽水區汫水里溪州寮3-10號A棟,2411,鋼鐵冶鍊業,94946.63,165.69,70.15,12.66,0.00,0.00,0.00,156189.37,251384.50,依法申報,是
108,35082604,中興紡織廠股份有限公司楊梅化纖廠,0001,H4500743,桃園市,楊梅區,桃園市楊梅區桃園市楊梅區中山南路567號,1841,合成樹脂及塑膠製造業,71300.23,180.96,244.87,3.00,0.00,0.00,0.00,91425.36,163154.41,依法申報,是
108,34286449,台灣半導體股份有限公司利澤廠,0001,g38a0540,宜蘭縣,五結鄉,宜蘭縣五結鄉利工一路二段31號,2613,半導體封裝及測試業,4.68,19.81,0.06,10.65,0.00,0.00,0.00,8762.49,8797.68,依法申報,是
108,34202841,榮成紙業股份有限公司,0001,N1400562,彰化縣,二林鎮,彰化縣二林鎮廣興里廣興巷1-1號,1513,紙板製造業,245048.40,96.66,956.97,126.37,0.00,0.00,0.00,1663.50,247891.89,依法申報,是
108,34175598,錦美紙業股份有限公司觀音廠,0001,H5300425,桃園市,觀音區,桃園市觀音區榮工北路10號,1513,紙板製造業,27726.08,59.33,150.55,0.00,0.00,0.00,0.00,18930.73,46866.69,依法申報,是
108,33955322,力鵬企業股份有限公司彰化尼龍總廠,0001,N2904318,彰化縣,芳苑鄉,彰化縣芳苑鄉芳苑工業區工業路33號,1850,人造纖維製造業,34509.19,86.23,160.29,0.82,0.00,0.00,0.00,153606.51,188363.04,依法申報,是
108,33085508,正隆股份有限公司竹北廠,0001,J5500366,新竹縣,竹北市,新竹縣竹北市長青路二段300號,1591,家庭及衛生用紙製造業,69987.52,734.11,312.51,58.07,0.00,0.00,0.00,64641.04,135733.25,依法申報,是
108,30974253,台灣石化合成股份有限公司林園廠,0001,S1900694,高雄市,林園區,高雄市林園區工業二路1號,1990,其他化學製品製造業,13001.98,207.06,10.82,1.77,0.00,61.56,0.00,14905.61,28188.79,依法申報,是
107,89528054,台灣鋼聯股份有限公司,0001,N1607141,彰化縣,伸港鄉,彰化縣伸港鄉彰濱工業區線工北一路36號,1810,基本化學材料製造業,108571.08,8.67,13.59,0.00,0.00,0.00,0.00,10399.26,118992.59,依法申報,是
107,89397503,臺鹽實業股份有限公司通霄精鹽廠,0001,K7000504,苗栗縣,通霄鎮,苗栗縣通霄鎮內島村122號,0897,調理食品製造業,21715.85,48.45,12.28,20.97,0.00,0.00,0.00,1499.44,23296.99,依法申報,是
107,89390656,南亞科技股份有限公司三廠,0002,F1606662,新北市,泰山區,新北市泰山區南林路98號及115號,2611,積體電路製造業,9610.01,81.32,27302.22,4524.64,15041.83,814.13,20937.39,356351.01,434662.55,依法申報,是
107,86871981,潤泰精密材料股份有限公司宜蘭冬山廠,0001,G37A0585,宜蘭縣,冬山鄉,宜蘭縣冬山鄉安平村大安路三五七之一.三五七之二.三五七之三號,2331,水泥製造業,534229.71,76.10,1019.82,0.00,0.00,0.00,0.00,42763.23,578088.85,依法申報,是
