公司名稱,公司簡稱,股票代碼,統編,上市上櫃產業別,上市上櫃產業編碼,自訂產業別
科嶠工業股份有限公司,科嶠,4542,70730016,電子零組件業,28,電子零組件業
銘鈺精密工業股份有限公司,銘鈺,4545,12738623,電子零組件業,28,電子零組件業
聯德控股股份有限公司,聯德控股-KY,4912,26595630,電子零組件業,28,電子零組件業
致伸科技股份有限公司,致伸,4915,28006928,電子零組件業,28,電子零組件業
泰鼎國際股份有限公司,泰鼎-KY,4927,54384828,電子零組件業,28,電子零組件業
亞洲電材股份有限公司,亞電,4939,80494173,電子零組件業,28,電子零組件業
開曼康而富控股股份有限公司,康控-KY,4943,26320984,電子零組件業,28,電子零組件業
臻鼎科技控股股份有限公司,臻鼎-KY,4958,26392564,電子零組件業,28,電子零組件業
亞泰影像科技股份有限公司,亞泰,4974,80640083,電子零組件業,28,電子零組件業
佐臻股份有限公司,佐臻,4980,97430202,電子零組件業,28,電子零組件業
李長榮科技股份有限公司,榮科,4989,97173920,電子零組件業,28,電子零組件業
鑫禾科技股份有限公司,鑫禾,4999,13012009,電子零組件業,28,電子零組件業
蓋曼立凱電能科技(股)公司,立凱-KY,5227,31604336,電子零組件業,28,電子零組件業
鈺鎧科技股份有限公司,鈺鎧,5228,86667046,電子零組件業,28,電子零組件業
欣訊科技股份有限公司,欣訊科技,5254,86731791,電子零組件業,28,電子零組件業
紘通企業股份有限公司,紘通,5271,16576851,電子零組件業,28,電子零組件業
邑昇實業股份有限公司,邑昇,5291,84808400,電子零組件業,28,電子零組件業
系統電子工業股份有限公司,系統電,5309,20768310,電子零組件業,28,電子零組件業
美而快國際股份有限公司,美而快,5321,44043132,電子零組件業,28,電子零組件業
華容股份有限公司,華容,5328,76409479,電子零組件業,28,電子零組件業
建榮工業材料股份有限公司,建榮,5340,86691377,電子零組件業,28,電子零組件業
佳總興業股份有限公司,佳總,5355,23063420,電子零組件業,28,電子零組件業
合正科技股份有限公司,合正,5381,86332422,電子零組件業,28,電子零組件業
高技企業股份有限公司,高技,5439,22773079,電子零組件業,28,電子零組件業
宣德科技股份有限公司,宣德,5457,23866949,電子零組件業,28,電子零組件業
同協電子股份有限公司,同協,5460,33701355,電子零組件業,28,電子零組件業
霖宏科技股份有限公司,霖宏,5464,89396770,電子零組件業,28,電子零組件業
瀚宇博德股份有限公司,瀚宇博,5469,23225071,電子零組件業,28,電子零組件業
德宏工業股份有限公司,德宏,5475,97178087,電子零組件業,28,電子零組件業
松普科技股份有限公司,松普,5488,43900488,電子零組件業,28,電子零組件業
凱崴電子股份有限公司,凱崴,5498,97326828,電子零組件業,28,電子零組件業
競國實業股份有限公司,競國,6108,36084833,電子零組件業,28,電子零組件業
久威國際股份有限公司,久威,6114,43880075,電子零組件業,28,電子零組件業
鎰勝工業股份有限公司,鎰勝,6115,22304288,電子零組件業,28,電子零組件業
業強科技股份有限公司,業強,6124,84900878,電子零組件業,28,電子零組件業
信音企業股份有限公司,信音,6126,47122187,電子零組件業,28,電子零組件業
九豪精密陶瓷股份有限公司,九豪,6127,86412635,電子零組件業,28,電子零組件業
金橋科技股份有限公司,金橋,6133,04865462,電子零組件業,28,電子零組件業
萬旭電業股份有限公司,萬旭,6134,22522622,電子零組件業,28,電子零組件業
柏承科技股份有限公司,柏承,6141,23750095,電子零組件業,28,電子零組件業
嘉聯益科技股份有限公司,嘉聯益,6153,86980046,電子零組件業,28,電子零組件業
鈞寶電子工業股份有限公司,鈞寶,6155,22306130,電子零組件業,28,電子零組件業
松上電子股份有限公司,松上,6156,22944019,電子零組件業,28,電子零組件業
禾昌興業股份有限公司,禾昌,6158,22006020,電子零組件業,28,電子零組件業
信昌電子陶瓷股份有限公司,信昌電,6173,23641338,電子零組件業,28,電子零組件業
安碁科技股份有限公司,安碁,6174,22100469,電子零組件業,28,電子零組件業
立敦科技(股)有限公司,立敦,6175,84607396,電子零組件業,28,電子零組件業
幃翔精密股份有限公司,幃翔,6185,22906009,電子零組件業,28,電子零組件業
精成科技股份有限公司,精成科,6191,81069921,電子零組件業,28,電子零組件業
育富電子股份有限公司,育富,6194,45082694,電子零組件業,28,電子零組件業
佳必琪國際股份有限公司,佳必琪,6197,86701804,電子零組件業,28,電子零組件業
海韻電子工業股份有限公司,海韻電,6203,04329168,電子零組件業,28,電子零組件業
台灣艾華電子工業股份有限公司,艾華,6204,43408984,電子零組件業,28,電子零組件業
詮欣股份有限公司,詮欣,6205,22115625,電子零組件業,28,電子零組件業
雷科股份有限公司,雷科,6207,22837088,電子零組件業,28,電子零組件業
日揚科技股份有限公司,日揚,6208,16101031,電子零組件業,28,電子零組件業
慶生電子股份有限公司,慶生,6210,45190379,電子零組件業,28,電子零組件業
聯茂電子股份有限公司,聯茂,6213,97179403,電子零組件業,28,電子零組件業
中國探針股份有限公司,中探針,6217,22059031,電子零組件業,28,電子零組件業
岳豐科技股份有限公司,岳豐,6220,45911735,電子零組件業,28,電子零組件業
聚鼎科技股份有限公司,聚鼎,6224,16433242,電子零組件業,28,電子零組件業
定穎電子股份有限公司,定穎,6251,22993144,電子零組件業,28,電子零組件業
百徽股份有限公司,百徽,6259,84497335,電子零組件業,28,電子零組件業
泰詠電子股份有限公司,泰詠,6266,23576977,電子零組件業,28,電子零組件業
台郡科技股份有限公司,台郡,6269,16347324,電子零組件業,28,電子零組件業
驊陞科技股份有限公司,驊陞,6272,23610975,電子零組件業,28,電子零組件業
台燿科技股份有限公司,台燿,6274,04226091,電子零組件業,28,電子零組件業
元山科技工業股份有限公司,元山,6275,22264722,電子零組件業,28,電子零組件業
胡連精密股份有限公司,胡連,6279,20759430,電子零組件業,28,電子零組件業
康舒科技股份有限公司,康舒,6282,12341051,電子零組件業,28,電子零組件業
佳邦科技股份有限公司,佳邦,6284,16599215,電子零組件業,28,電子零組件業
良維科技股份有限公司,良維,6290,11298247,電子零組件業,28,電子零組件業
迅德興業股份有限公司,迅德,6292,22133530,電子零組件業,28,電子零組件業
相互股份有限公司,相互,6407,23810592,電子零組件業,28,電子零組件業
群光電能科技股份有限公司,群電,6412,24284436,電子零組件業,28,電子零組件業
詠昇電子股份有限公司,詠昇,6418,22774892,電子零組件業,28,電子零組件業
今展科技股份有限公司,今展科,6432,12688172,電子零組件業,28,電子零組件業
鈺邦科技股份有限公司,鈺邦,6449,28064644,電子零組件業,28,電子零組件業
倉和股份有限公司,倉和,6538,84819223,電子零組件業,28,電子零組件業
榮炭科技股份有限公司,榮炭,6555,24489613,電子零組件業,28,電子零組件業
南俊國際股份有限公司,南俊國際,6584,36268804,電子零組件業,28,電子零組件業
立誠光電股份有限公司,立誠,6597,53125710,電子零組件業,28,電子零組件業
富致科技股份有限公司,富致,6642,70670235,電子零組件業,28,電子零組件業
群翊工業股份有限公司,群翊,6664,23555277,電子零組件業,28,電子零組件業
騰輝電子國際集團股份有限公司,騰輝電子-KY,6672,72952251,電子零組件業,28,電子零組件業
嘉基科技股份有限公司,嘉基,6715,53431627,電子零組件業,28,電子零組件業
亞泰金屬工業股份有限公司,亞泰金屬,6727,04393941,電子零組件業,28,電子零組件業
連鋐科技股份有限公司,連鋐科技,6755,28031594,電子零組件業,28,電子零組件業
穩得實業股份有限公司,穩得,6761,05052033,電子零組件業,28,電子零組件業
"AES Holding Co., Ltd.",AES-KY,6781,87546197,電子零組件業,28,電子零組件業
富世達股份有限公司,富世達,6805,12871564,電子零組件業,28,電子零組件業
聯寶電子股份有限公司,聯寶,6821,23065258,電子零組件業,28,電子零組件業
太康精密股份有限公司,太康精密,6833,12979018,電子零組件業,28,電子零組件業
天二科技股份有限公司,天二科技,6834,83360971,電子零組件業,28,電子零組件業
圓裕企業股份有限公司,圓裕,6835,34417836,電子零組件業,28,電子零組件業
達勝科技股份有限公司,達勝,7419,27449349,電子零組件業,28,電子零組件業
長園科技實業股份有限公司,長園科,8038,16207745,電子零組件業,28,電子零組件業
台虹科技股份有限公司,台虹,8039,16198345,電子零組件業,28,電子零組件業
臺灣金山電子工業股份有限公司,金山電,8042,03550210,電子零組件業,28,電子零組件業
蜜望實企業股份有限公司,蜜望實,8043,23310983,電子零組件業,28,電子零組件業
南亞電路板股份有限公司,南電,8046,16096804,電子零組件業,28,電子零組件業
能率網通股份有限公司,能率網通,8071,84415355,電子零組件業,28,電子零組件業
鉅橡企業股份有限公司,鉅橡,8074,96865657,電子零組件業,28,電子零組件業
永利聯合股份有限公司,永利聯合,8080,84492351,電子零組件業,28,電子零組件業
翔名科技股份有限公司,翔名,8091,86436593,電子零組件業,28,電子零組件業
保銳科技股份有限公司,保銳,8093,23725553,電子零組件業,28,電子零組件業
瀚荃股份有限公司,瀚荃,8103,23632274,電子零組件業,28,電子零組件業
博大科技股份有限公司,博大,8109,86757291,電子零組件業,28,電子零組件業
帝聞企業股份有限公司,帝聞,8115,11491382,電子零組件業,28,電子零組件業
越峰電子材料股份有限公司,越峰,8121,86124395,電子零組件業,28,電子零組件業
正淩精密工業股份有限公司,正淩,8147,22324051,電子零組件業,28,電子零組件業
博智電子股份有限公司,博智,8155,89495531,電子零組件業,28,電子零組件業
加高電子股份有限公司,加高,8182,75914885,電子零組件業,28,電子零組件業
志超科技股份有限公司,志超,8213,70801378,電子零組件業,28,電子零組件業
菱光科技股份有限公司,菱光,8249,16596646,電子零組件業,28,電子零組件業
泰藝電子股份有限公司,泰藝,8289,70540563,電子零組件業,28,電子零組件業
尚茂電子材料股份有限公司,尚茂,8291,16431363,電子零組件業,28,電子零組件業
金居開發股份有限公司,金居,8358,16447610,電子零組件業,28,電子零組件業
聯強國際股份有限公司,聯強,2347,23060541,電子通路業,29,電子通路業
精技電腦股份有限公司,精技,2414,12215548,電子通路業,29,電子通路業
燦坤實業股份有限公司,燦坤,2430,69568009,電子通路業,29,電子通路業
華立企業股份有限公司,華立,3010,75514419,電子通路業,29,電子通路業
增你強股份有限公司,增你強,3028,12401698,電子通路業,29,電子通路業
威健實業股份有限公司,威健,3033,04648938,電子通路業,29,電子通路業
文曄科技股份有限公司,文曄,3036,84498860,電子通路業,29,電子通路業
益登科技股份有限公司,益登,3048,97099302,電子通路業,29,電子通路業
蔚華科技股份有限公司,蔚華科,3055,22729784,電子通路業,29,電子通路業
全科科技股份有限公司,全科,3209,86027892,電子通路業,29,電子通路業
三顧股份有限公司,三顧,3224,16657495,電子通路業,29,電子通路業
昱捷股份有限公司,昱捷,3232,22731120,電子通路業,29,電子通路業
弘憶國際股份有限公司,弘憶股,3312,89613636,電子通路業,29,電子通路業
尚立股份有限公司,尚立,3360,09473845,電子通路業,29,電子通路業
利機企業股份有限公司,利機,3444,84355650,電子通路業,29,電子通路業
安馳科技股份有限公司,安馳,3528,12676056,電子通路業,29,電子通路業
建祥國際股份有限公司,建祥國際,3603,80337786,電子通路業,29,電子通路業
大聯大投資控股股份有限公司,大聯大,3702,27928328,電子通路業,29,電子通路業
崇越科技股份有限公司,崇越,5434,23621614,電子通路業,29,電子通路業
亞矽科技股份有限公司,亞矽,6113,22033899,電子通路業,29,電子通路業
建達國際股份有限公司,建達,6118,89621848,電子通路業,29,電子通路業
順發電腦股份有限公司,順發,6154,89743949,電子通路業,29,電子通路業
豐藝電子股份有限公司,豐藝,6189,22151585,電子通路業,29,電子通路業
茂綸股份有限公司,茂綸,6227,20811962,電子通路業,29,電子通路業
方土昶股份有限公司,方土昶,6265,16436439,電子通路業,29,電子通路業
倍微科技股份有限公司,倍微,6270,86882278,電子通路業,29,電子通路業
全國電子股份有限公司,全國電,6281,22006252,電子通路業,29,電子通路業
華豫寧股份有限公司,華豫寧,6474,84094369,電子通路業,29,電子通路業
展碁國際股份有限公司,展碁國際,6776,20773257,電子通路業,29,電子通路業
光菱電子股份有限公司,光菱,8032,22626725,電子通路業,29,電子通路業
志旭國際股份有限公司,志旭,8067,23286631,電子通路業,29,電子通路業
全達國際股份有限公司,全達,8068,16003714,電子通路業,29,電子通路業
長華電材股份有限公司,長華＊,8070,23307811,電子通路業,29,電子通路業
陞泰科技股份有限公司,陞泰,8072,97092770,電子通路業,29,電子通路業
巨虹電子股份有限公司,巨虹,8084,84630087,電子通路業,29,電子通路業
擎亞電子股份有限公司,擎亞,8096,16099112,電子通路業,29,電子通路業
至上電子股份有限公司,至上,8112,22368959,電子通路業,29,電子通路業
三商電腦股份有限公司,三商電,2427,31275691,資訊服務業,30,資訊服務業
凌群電腦股份有限公司,凌群,2453,04967550,資訊服務業,30,資訊服務業
華經資訊企業股份有限公司,華經,2468,12115702,資訊服務業,30,資訊服務業
資通電腦股份有限公司,資通,2471,20873360,資訊服務業,30,資訊服務業
敦陽科技股份有限公司,敦陽科,2480,84218848,資訊服務業,30,資訊服務業
零壹科技股份有限公司,零壹,3029,30922431,資訊服務業,30,資訊服務業
一零四資訊科技股份有限公司,一零四,3130,84598349,資訊服務業,30,資訊服務業
大綜電腦系統股份有限公司,大綜,3147,86059612,資訊服務業,30,資訊服務業
嘉實資訊股份有限公司,嘉實,3158,16795856,資訊服務業,30,資訊服務業
大塚資訊科技股份有限公司,大塚,3570,16088678,資訊服務業,30,資訊服務業
緯創軟體股份有限公司,緯軟,4953,86714857,資訊服務業,30,資訊服務業
傳奇網路遊戲股份有限公司,傳奇,4994,12975809,資訊服務業,30,資訊服務業
凱衛資訊股份有限公司,凱衛,5201,21261212,資訊服務業,30,資訊服務業
力新國際科技股份有限公司,力新,5202,22645531,資訊服務業,30,資訊服務業
訊連科技股份有限公司,訊連,5203,23829868,資訊服務業,30,資訊服務業
新鼎系統股份有限公司,新鼎,5209,22619999,資訊服務業,30,資訊服務業
寶碩財務科技股份有限公司,寶碩,5210,23131763,資訊服務業,30,資訊服務業
蒙恬科技股份有限公司,蒙恬,5211,86287778,資訊服務業,30,資訊服務業
凌網科技股份有限公司,凌網,5212,16541333,資訊服務業,30,資訊服務業
天剛資訊股份有限公司,天剛,5310,23534251,資訊服務業,30,資訊服務業
中菲電腦股份有限公司,中菲,5403,12358067,資訊服務業,30,資訊服務業
國眾電腦股份有限公司,國眾,5410,01517124,資訊服務業,30,資訊服務業
邁達特數位股份有限公司,聚碩,6112,16428796,資訊服務業,30,資訊服務業
訊達電腦股份有限公司,訊達電腦,6140,30990747,資訊服務業,30,資訊服務業
驊宏資通股份有限公司,驊宏資,6148,86468118,資訊服務業,30,資訊服務業
關貿網路股份有限公司,關貿,6183,97162640,資訊服務業,30,資訊服務業
精誠資訊股份有限公司,精誠,6214,97311466,資訊服務業,30,資訊服務業
晉泰科技股份有限公司,晉泰,6221,84981323,資訊服務業,30,資訊服務業
系微股份有限公司,系微,6231,16627697,資訊服務業,30,資訊服務業
中國通訊多媒體集團有限公司,通訊-KY,6404,53661269,資訊服務業,30,資訊服務業
勤崴國際科技股份有限公司,勤崴國際,6516,28835663,資訊服務業,30,資訊服務業
碩豐數位科技股份有限公司,碩豐,6536,24231494,資訊服務業,30,資訊服務業
物聯智慧股份有限公司,物聯,6565,29045478,資訊服務業,30,資訊服務業
普鴻資訊股份有限公司,普鴻,6590,70584647,資訊服務業,30,資訊服務業
台灣銘板股份有限公司,台灣銘板,6593,20675832,資訊服務業,30,資訊服務業
安碁資訊股份有限公司,安碁資訊,6690,70565450,資訊服務業,30,資訊服務業
東捷資訊服務股份有限公司,東捷資訊,6697,23929058,資訊服務業,30,資訊服務業
鼎恒數位科技股份有限公司,鼎恒,6738,54510058,資訊服務業,30,資訊服務業
智聯服務股份有限公司,智聯服務,6751,57604000,資訊服務業,30,資訊服務業
叡揚資訊股份有限公司,叡揚,6752,22425662,資訊服務業,30,資訊服務業
虎門科技股份有限公司,虎門科技,6791,30921876,資訊服務業,30,資訊服務業
宏碁資訊服務股份有限公司,宏碁資訊,6811,53739409,資訊服務業,30,資訊服務業
捷智商訊科技股份有限公司,捷智商訊,6816,70556945,資訊服務業,30,資訊服務業
偉康科技股份有限公司,偉康科技,6865,16590299,資訊服務業,30,資訊服務業
采威國際資訊股份有限公司,采威國際,6868,70598966,資訊服務業,30,資訊服務業
倍力資訊股份有限公司,倍力-新,6874,70435529,資訊服務業,30,資訊服務業
碩網資訊股份有限公司,碩網,7547,70364799,資訊服務業,30,資訊服務業
大同世界科技股份有限公司,大世科,8099,70771557,資訊服務業,30,資訊服務業
三竹資訊股份有限公司,三竹,8284,86136982,資訊服務業,30,資訊服務業
威睿科技股份有限公司,威睿,8298,70573368,資訊服務業,30,資訊服務業
實威國際股份有限公司,實威,8416,27746072,資訊服務業,30,資訊服務業
光洋應用材料科技股份有限公司,光洋科,1785,43787872,其他電子業,31,其他電子業
為昇科科技股份有限公司,為昇科,2252,45127518,其他電子業,31,其他電子業
凱銳光電股份有限公司,凱銳光電,2255,27420770,其他電子業,31,其他電子業
歐特明電子股份有限公司,歐特明,2256,54101167,其他電子業,31,其他電子業
金寶電子工業股份有限公司,金寶,2312,04370927,其他電子業,31,其他電子業
鴻海精密工業股份有限公司,鴻海,2317,04541302,其他電子業,31,其他電子業
鴻準精密工業股份有限公司,鴻準,2354,23707801,其他電子業,31,其他電子業
所羅門股份有限公司,所羅門,2359,23640801,其他電子業,31,其他電子業
致茂電子股份有限公司,致茂,2360,09461025,其他電子業,31,其他電子業
震旦行股份有限公司,震旦行,2373,03568400,其他電子業,31,其他電子業
云辰電子開發股份有限公司,云辰,2390,34412092,其他電子業,31,其他電子業
漢唐集成股份有限公司,漢唐,2404,20938096,其他電子業,31,其他電子業
固緯電子實業股份有限公司,固緯,2423,04735004,其他電子業,31,其他電子業
互盛股份有限公司,互盛電,2433,12516241,其他電子業,31,其他電子業
敦吉科技股份有限公司,敦吉,2459,20863763,其他電子業,31,其他電子業
光群雷射科技股份有限公司,光群雷,2461,22099322,其他電子業,31,其他電子業
盟立自動化股份有限公司,盟立,2464,22099478,其他電子業,31,其他電子業
可成科技股份有限公司,可成,2474,69905810,其他電子業,31,其他電子業
美隆工業股份有限公司,美隆電,2477,33750329,其他電子業,31,其他電子業
連宇股份有限公司,連宇,2482,38430938,其他電子業,31,其他電子業
漢平電子工業股份有限公司,漢平,2488,68889236,其他電子業,31,其他電子業
隆銘綠能科技工程股份有限公司,同開,3018,96924451,其他電子業,31,其他電子業
德律科技股份有限公司,德律,3030,23292535,其他電子業,31,其他電子業
科風股份有限公司,科風,3043,22485794,其他電子業,31,其他電子業
全域股份有限公司,全域,3067,04934334,其他電子業,31,其他電子業
台灣港建股份有限公司,港建,3093,04655310,其他電子業,31,其他電子業
弘塑科技股份有限公司,弘塑,3131,84355899,其他電子業,31,其他電子業
倚強科技股份有限公司,倚強科,3219,86865138,其他電子業,31,其他電子業
微端科技股份有限公司,微端,3285,89649873,其他電子業,31,其他電子業
宜特科技股份有限公司,宜特,3289,89845410,其他電子業,31,其他電子業
岱稜科技股份有限公司,岱稜,3303,23842911,其他電子業,31,其他電子業
昇貿科技股份有限公司,昇貿,3305,04789211,其他電子業,31,其他電子業
雙鴻科技股份有限公司,雙鴻,3324,16619628,其他電子業,31,其他電子業
熱映光電股份有限公司,熱映,3373,70590078,其他電子業,31,其他電子業
漢科系統科技股份有限公司,漢科,3402,23830295,其他電子業,31,其他電子業
陽程科技股份有限公司,陽程,3498,36049822,其他電子業,31,其他電子業
位速科技股份有限公司,位速,3508,12894840,其他電子業,31,其他電子業
柏騰科技股份有限公司,柏騰,3518,89732154,其他電子業,31,其他電子業
西柏科技股份有限公司,西柏,3541,23975263,其他電子業,31,其他電子業
世禾科技股份有限公司,世禾,3551,16044341,其他電子業,31,其他電子業
同致電子企業股份有限公司,同致,3552,55900791,其他電子業,31,其他電子業
友威科技股份有限公司,友威科,3580,80072814,其他電子業,31,其他電子業
閎康科技股份有限公司,閎康,3587,79959286,其他電子業,31,其他電子業
碩天科技股份有限公司,碩天,3617,97474067,其他電子業,31,其他電子業
盈正豫順電子股份有限公司,盈正,3628,16444732,其他電子業,31,其他電子業
駿熠電子科技股份有限公司,駿熠電,3642,23491020,其他電子業,31,其他電子業
鑫科材料科技股份有限公司,鑫科,3663,16827203,其他電子業,31,其他電子業
貿聯控股(BizLink Holding Inc.),貿聯-KY,3665,26644007,其他電子業,31,其他電子業
橙的電子股份有限公司,橙的,4554,27601913,其他電子業,31,其他電子業
達航科技股份有限公司,達航,4577,86078580,其他電子業,31,其他電子業
勤凱科技股份有限公司,勤凱科技,4760,28732006,其他電子業,31,其他電子業
中茂能資系統整合科技(股)公司,中茂,5205,23533366,其他電子業,31,其他電子業
東科控股股份有限公司,東科-KY,5225,37750975,其他電子業,31,其他電子業
有量科技股份有限公司,有量,5233,70498018,其他電子業,31,其他電子業
金利精密工業股份有限公司,金利,5383,35317291,其他電子業,31,其他電子業
佶優科技股份有限公司,佶優,5452,86266274,其他電子業,31,其他電子業
彩富電子股份有限公司,彩富,5489,86157450,其他電子業,31,其他電子業
三聯科技股份有限公司,三聯,5493,03051501,其他電子業,31,其他電子業
聖暉工程科技股份有限公司,聖暉,5536,52524653,其他電子業,31,其他電子業
亞翔工程股份有限公司,亞翔,6139,12204275,其他電子業,31,其他電子業
耕興股份有限公司,耕興,6146,97491093,其他電子業,31,其他電子業
晉倫科技股份有限公司,晉倫,6151,12390496,其他電子業,31,其他電子業
萬潤科技股份有限公司,萬潤,6187,97015768,其他電子業,31,其他電子業
巨路國際股份有限公司,巨路,6192,14033663,其他電子業,31,其他電子業
帆宣系統科技股份有限公司,帆宣,6196,23145632,其他電子業,31,其他電子業
亞弘電科技股份有限公司,亞弘電,6201,73710056,其他電子業,31,其他電子業
和椿科技股份有限公司,和椿,6215,12304443,其他電子業,31,其他電子業
淇譽電子科技股份有限公司,淇譽電,6247,34395565,其他電子業,31,其他電子業
淳安電子股份有限公司,淳安,6283,89827686,其他電子業,31,其他電子業
旭隼科技股份有限公司,旭隼,6409,28865032,其他電子業,31,其他電子業
迅得機械股份有限公司,迅得,6438,70753397,其他電子業,31,其他電子業
啟發電子股份有限公司,啟發電,6512,28133327,其他電子業,31,其他電子業
興能高科技股份有限公司,興能高,6558,97430131,其他電子業,31,其他電子業
朋億股份有限公司,朋億,6613,16034271,其他電子業,31,其他電子業
斯其大科技股份有限公司,斯其大,6648,16790212,其他電子業,31,其他電子業
天正國際精密機械股份有限公司,天正國際,6654,53900846,其他電子業,31,其他電子業
聯策科技股份有限公司,聯策,6658,13079649,其他電子業,31,其他電子業
信紘科技股份有限公司,信紘科,6667,89728356,其他電子業,31,其他電子業
伊雲谷數位科技股份有限公司,伊雲谷,6689,54359763,其他電子業,31,其他電子業
洋基工程股份有限公司,洋基工程,6691,30921756,其他電子業,31,其他電子業
旭暉應用材料股份有限公司,旭暉應材,6698,28722767,其他電子業,31,其他電子業
智慧光科技股份有限公司,智慧光,6717,80258993,其他電子業,31,其他電子業
美達科技股份有限公司,美達科技,6735,13115906,其他電子業,31,其他電子業
竹陞科技股份有限公司,竹陞科技,6739,56712683,其他電子業,31,其他電子業
安普新股份有限公司,安普新,6743,16540496,其他電子業,31,其他電子業
泰創工程股份有限公司,泰創工程,6750,84417537,其他電子業,31,其他電子業
和淞科技股份有限公司,和淞,6826,97097825,其他電子業,31,其他電子業
汎銓科技股份有限公司,汎銓,6830,27853425,其他電子業,31,其他電子業
東研信超股份有限公司,東研信超,6840,22652384,其他電子業,31,其他電子業
數泓科技股份有限公司,數泓科,6855,28345862,其他電子業,31,其他電子業
鏵友益科技股份有限公司,鏵友益,6877,24664196,其他電子業,31,其他電子業
尖點科技股份有限公司,尖點,8021,96912835,其他電子業,31,其他電子業
星雲電腦股份有限公司,星雲,8047,23360202,其他電子業,31,其他電子業
福華電子股份有限公司,福華,8085,11825450,其他電子業,31,其他電子業
建暐精密科技股份有限公司,建暐,8092,76470282,其他電子業,31,其他電子業
台灣精星科技股份有限公司,精星,8183,23984925,其他電子業,31,其他電子業
無敵科技股份有限公司,無敵,8201,23163259,其他電子業,31,其他電子業
千附實業股份有限公司,千附,8383,12378253,其他電子業,31,其他電子業
匯鑽科技股份有限公司,匯鑽科,8431,29061764,其他電子業,31,其他電子業
蓋曼群島商日本大拓股份有限公司,大拓-KY,8455,54385657,其他電子業,31,其他電子業
鼎炫投資控股股份有限公司,鼎炫-KY,8499,72780928,其他電子業,31,其他電子業
誠品生活股份有限公司,誠品生活,2926,27952966,文化創意業,32,文化創意業
泰偉電子股份有限公司,泰偉,3064,70613972,文化創意業,32,文化創意業
中華網龍股份有限公司,網龍,3083,70541704,文化創意業,32,文化創意業
華義國際數位娛樂股份有限公司,華義,3086,84453385,文化創意業,32,文化創意業
鈊象電子股份有限公司,鈊象,3293,23519738,文化創意業,32,文化創意業
宇峻奧汀科技股份有限公司,宇峻,3546,89521257,文化創意業,32,文化創意業
地心引力股份有限公司,地心引力,3629,12898395,文化創意業,32,文化創意業
昇華娛樂傳播股份有限公司,昇華,4806,70557661,文化創意業,32,文化創意業
紅心辣椒娛樂科技股份有限公司,辣椒,4946,28222209,文化創意業,32,文化創意業
智崴資訊科技股份有限公司,智崴,5263,13158496,文化創意業,32,文化創意業
智冠科技股份有限公司,智冠,5478,81231585,文化創意業,32,文化創意業
寬魚國際股份有限公司,寬魚國際,6101,23466893,文化創意業,32,文化創意業
大宇資訊股份有限公司,大宇資,6111,16612907,文化創意業,32,文化創意業
得利影視股份有限公司,得利影,6144,89398566,文化創意業,32,文化創意業
昱泉國際股份有限公司,昱泉,6169,23296194,文化創意業,32,文化創意業
遊戲橘子數位科技股份有限公司,橘子,6180,89550029,文化創意業,32,文化創意業
智基科技開發股份有限公司,智基,6294,97306837,文化創意業,32,文化創意業
台灣淘米科技股份有限公司,台灣淘米,6428,24482647,文化創意業,32,文化創意業
網石棒辣椒股份有限公司,網石,6468,53918472,文化創意業,32,文化創意業
好玩家股份有限公司,好玩家＊,6473,29150415,文化創意業,32,文化創意業
弘煜科技事業股份有限公司,弘煜科,6482,25064206,文化創意業,32,文化創意業
隆中網絡股份有限公司,隆中,6542,53114404,文化創意業,32,文化創意業
友松娛樂股份有限公司,友松,6583,12654975,文化創意業,32,文化創意業
光禹國際數位娛樂開發(股)公司,光禹國際,6595,54320971,文化創意業,32,文化創意業
寬宏藝術經紀股份有限公司,寬宏藝術,6596,27530185,文化創意業,32,文化創意業
辣椒方舟移動數位股份有限公司,方舟,6611,24748105,文化創意業,32,文化創意業
百聿數碼創意股份有限公司,百聿數碼,6622,24777847,文化創意業,32,文化創意業
唯數娛樂科技股份有限公司,唯數,6626,54661506,文化創意業,32,文化創意業
帝圖科技文化股份有限公司,帝圖,6650,24327189,文化創意業,32,文化創意業
碩辣椒股份有限公司,碩辣椒,6736,54173788,文化創意業,32,文化創意業
學習王科技股份有限公司,學習王,6780,53582103,文化創意業,32,文化創意業
鑫傳國際多媒體科技股份有限公司,鑫傳,6856,16089901,文化創意業,32,文化創意業
乂迪生科技股份有限公司,乂迪生,7452,28936959,文化創意業,32,文化創意業
樂意傳播股份有限公司,樂意,7584,53773813,文化創意業,32,文化創意業
臺灣電視事業股份有限公司,台視,8329,20685000,文化創意業,32,文化創意業
華研國際音樂股份有限公司,華研,8446,16842491,文化創意業,32,文化創意業
霹靂國際多媒體股份有限公司,霹靂,8450,97053241,文化創意業,32,文化創意業
影一製作所股份有限公司,影一,8458,28701117,文化創意業,32,文化創意業
愛爾達科技股份有限公司,愛爾達,8487,70542247,文化創意業,32,文化創意業
真好玩娛樂科技股份有限公司,真好玩,8491,54358602,文化創意業,32,文化創意業
兔將創意影業股份有限公司,兔將,8492,53313071,文化創意業,32,文化創意業
時報文化出版企業股份有限公司,時報,8923,01405937,文化創意業,32,文化創意業
琉園股份有限公司,琉園,9949,84767175,文化創意業,32,文化創意業
茂生農經股份有限公司,茂生農經,1240,18795706,農業科技業,33,農業科技業
瑞基海洋生物科技股份有限公司,瑞基,4171,27489806,農業科技業,33,農業科技業
