stock_code,year,total_operating_revenue,total_operating_costs,total_operating_expenses,net_operating_income,profit_or_loss,total_comprehensive_income,total_assets
1423,2019,455091,503963,31481,-80353,-36183,-33536,2577780
1432,2019,1170450,171215,1205008,-205773,-645610,-725988,5741354
1434,2019,36762189,33002349,2692530,1067310,5829467,-534985,80761873
1435,2019,21230,1267,36939,-16976,20673,21002,1074996
1436,2019,2074771,1493898,222474,358399,234652,236648,9597525
1437,2019,581292,195188,148257,237847,898138,1080479,11035390
1438,2019,11,47,8180,-8216,-10519,-10519,583894
1439,2019,173008,172089,50551,-49632,961983,969536,2831190
1440,2019,22947425,21673122,2039981,-765678,116839,241927,44675208
1441,2019,1466872,1539946,214406,-287480,-332243,-322359,2916573
1442,2019,695811,609985,127705,-41879,100443,102637,11952255
1443,2019,703856,519491,83542,100823,2853,71317,5273237
1444,2019,12008135,11205206,699355,103717,-63418,-140502,18008523
1445,2019,1370531,1299837,130861,-60167,-40278,-55331,2028131
1446,2019,550215,437868,114190,-1843,290,-8532,4282709
1447,2019,14579347,14201182,687946,-309853,-244051,-373090,17913501
1449,2019,2496050,2285083,361644,-150677,-110329,-37956,6410055
1451,2019,8567512,8129489,543703,-105680,-69787,-64373,9346001
1452,2019,1918138,1616812,126263,175063,176038,174959,2699466
1453,2019,44760,84920,32619,-72779,-45416,-45416,1316577
1454,2019,1904529,1708133,167536,28453,34898,12169,2044146
1455,2019,11841377,11856644,425859,-441126,-302638,-283462,9619354
1456,2019,1067517,905208,84130,77511,25663,53671,5109362
1457,2019,4071473,3516265,236204,699972,570685,528234,18217844
1459,2019,3122224,3157563,162722,-198061,-84462,-78576,6093489
1460,2019,8863627,7477722,1427431,-41640,-271956,-317815,13515942
1463,2019,553776,435397,104606,13773,121338,141991,2560716
1464,2019,10919724,8865307,1308274,801761,614463,500567,18783648
1465,2019,709203,663519,215722,-170038,934065,944202,2291661
1466,2019,3293851,3062541,237081,-5771,-99040,-101517,3402202
1467,2019,6949284,5770797,1239345,-60858,-172458,29089,6985119
1468,2019,1009744,950515,112394,-53165,51994,131965,2585349
1470,2019,818166,603760,128236,86190,75861,84508,1180196
1471,2019,930189,988993,257593,-316397,-356539,-355934,1265874
1472,2019,452953,414154,177520,77189,55457,71606,1490441
1473,2019,7660848,6594956,991402,74490,80788,18997,5830840
1474,2019,3452413,3132783,317906,1724,39076,10670,3620772
1475,2019,56533,60216,21837,-25520,15919,-13197,62574
1476,2019,28125136,20010977,2643375,5470784,4299249,4212809,23319420
1477,2019,27047502,21622296,2935437,2489769,1929001,1838167,14753194
1480,2019,8401847,8190149,124913,86785,44056,14190,4280607
1503,2019,26038773,21158960,3017056,1862757,1738935,1879323,40759003
1504,2019,47909358,36428606,7945204,3536445,3518780,6039690,99094404
1506,2019,1176513,1103551,348518,-275556,-367129,-386625,2729459
1507,2019,13718348,10450970,2417621,849757,979449,714106,21668148
1512,2019,1939316,1861646,267192,-189522,-470851,-491466,2527051
1513,2019,12377516,10312001,1410237,655278,638788,641364,20221549
1514,2019,4819154,3979225,562985,277025,297423,346967,5797540
1515,2019,7902085,6329674,878687,693724,1272362,1264879,6904434
1516,2019,672436,648197,10523,13716,13307,13307,463097
1517,2019,2999007,2669099,413142,-83234,15965,-25253,4399709
1519,2019,7176598,6049898,795645,331055,415149,394027,8586631
1521,2019,5390196,4423289,555892,411978,360457,342555,3637056
1522,2019,17539920,13377184,3106929,1055804,711920,651275,23612043
1524,2019,2393718,1903473,274512,215733,151322,166157,5115249
1525,2019,1242120,1120914,91825,29381,289942,127718,5040378
1526,2019,1133401,860171,161655,111575,80119,75092,1622056
1527,2019,3464083,2478605,408969,576509,573554,572303,4613745
1528,2019,4160545,3140516,1308831,-288802,-273051,-299107,4993223
1529,2019,793729,715898,36401,41430,42697,42697,1876799
1530,2019,3417949,2753784,468057,195610,107708,72053,6736683
1531,2019,2170104,1818272,333235,18597,29719,-43512,4374816
1532,2019,13770124,10526020,2220055,1034519,661684,338511,42927702
1533,2019,2804809,1866382,773517,164910,121216,65696,5908594
1535,2019,9315910,8784938,478245,32480,126858,103479,6167995
1536,2019,5968347,4295987,853831,818529,653049,645560,17155852
1537,2019,7933589,6078767,541823,1312999,1007068,955947,5441690
1538,2019,362838,316404,146863,-100429,-147705,-169798,924438
1539,2019,2195824,1956403,104073,135348,69893,71694,3359170
1540,2019,670596,474733,75361,120502,115534,115812,1661289
1541,2019,4200061,3429570,354865,415626,251476,246640,3101169
1550,2019,10240721,8610224,676883,953614,674163,623825,11796184
1557,2019,5154548,3751841,1096358,306349,276679,135863,9508262
1558,2019,5935948,4446673,638245,851030,688006,644354,6442058
1560,2019,4868003,3441560,753256,673187,539200,550445,7925408
1563,2019,5892066,4549057,587483,755526,622680,619129,16982643
1568,2019,2022841,1781850,213709,27282,27829,10563,3299649
1582,2019,8582344,6317305,987044,1277995,942595,739073,10025510
1583,2019,6124719,4630693,1028801,465225,329559,455505,13037333
1585,2019,178542,200371,71345,-93174,-112318,-108969,995085
1587,2019,1516467,1174424,316764,25279,2129,-25743,2490444
1589,2019,7899986,6528633,1158893,212460,163526,-213264,13521005
1590,2019,15896317,8470602,3397673,4028042,2726051,2036460,39955192
1592,2019,4948253,3566930,1710128,-324555,-383794,-491437,7482817
1594,2019,1147167,1062005,30766,54396,38772,38012,683896
1597,2019,1300351,718689,340123,241539,174644,162737,3320167
1598,2019,5850528,4134129,1377363,327705,220095,176648,7295301
1602,2019,22622948,20909927,1642077,70944,-461751,-324930,36423198
1603,2019,2714264,2318384,156990,245136,232923,310779,8099215
1604,2019,7116009,5996028,822186,297795,772862,856233,12406209
1605,2019,134804405,125413839,5331092,4059474,3783324,4698944,138066402
1606,2019,,,8693,-8693,1075022,1075022,27990
1608,2019,7832617,7734558,174637,-76578,732419,704835,12303327
1609,2019,18153101,16847531,999648,305922,584844,549123,20801016
1611,2019,2354491,1730133,639249,-14891,762742,800541,6289738
1612,2019,3504313,3289554,187133,27626,201401,313236,5843629
1613,2019,3737568,3487612,186759,-10366,-42809,-83128,4627219
1614,2019,5201892,4203155,731975,266762,249591,273659,6343563
1615,2019,3147294,2719944,130122,297228,244323,297116,2799527
1616,2019,3152646,3003524,214887,-65765,-58185,-71015,2896651
1617,2019,2908588,2561351,253749,93488,89035,49465,2718775
1618,2019,2757736,2589935,108721,59080,67942,264241,4631139
1619,2019,3365598,3360577,62064,-57043,-22055,-6448,1639812
1626,2019,10142781,8166237,1682836,289876,257159,119087,8901016
1701,2019,7969700,4993267,2601793,374640,384822,473628,11577905
1702,2019,18343979,11918057,4754834,1671088,1013307,791773,23855182
1707,2019,9239070,1673182,5230887,2335001,1938566,1906301,11359071
1708,2019,4343168,3324057,569637,449474,274641,230907,12576021
1709,2019,8797162,7801525,692883,303908,208004,251287,11314771
1710,2019,22341227,22363514,988316,-1010603,-255352,-374002,36863116
1711,2019,9332076,7294736,1633707,403633,349237,481992,13623362
1712,2019,17081389,12540848,3655278,885263,680717,630833,15264859
1713,2019,593203,526168,52855,14180,96464,94366,2455705
1714,2019,27459637,24916265,1684150,859965,358624,-164106,23784594
1716,2019,5509794,2942349,1611516,955929,819162,836994,8087581
1717,2019,40363238,32506285,5521903,2335050,2428081,1482208,53796729
1718,2019,35732022,,7851471,,2580824,3173685,711904236
1720,2019,3937129,2227998,1193287,515844,470433,445155,6928004
1721,2019,3243968,2961831,264814,17323,-6877,10766,4245450
1722,2019,12890565,9859254,1405300,1626011,2063955,2097669,75656796
1723,2019,7541990,5696043,403554,1442393,1297989,1233566,12091805
1724,2019,1901165,1643858,163797,103609,71223,63628,2762378
1725,2019,8587730,8188606,241161,157963,194677,638592,5566708
1726,2019,7940129,5972732,1180164,787233,682792,544786,9778697
1727,2019,2315061,2046700,232471,35890,31554,22365,2515466
1730,2019,3391259,1915520,1034762,433496,364640,363177,2643242
1731,2019,1100863,430983,516259,147926,100605,104378,2735161
1732,2019,596066,332152,234813,29101,24858,24510,595720
1733,2019,2198862,1608285,387301,203276,112978,109660,2814149
1734,2019,2394589,1453744,1087815,-146970,-147922,-221609,5916524
1735,2019,3174698,2526539,447675,200484,117843,98402,2903083
1736,2019,25372561,12825694,10937734,1609133,1294021,931239,26935311
1737,2019,2906615,1696299,790558,419758,345503,357166,7601462
1739,2019,1930621,1744264,31923,154434,124359,123654,1120218
1740,2019,3746231,3012507,166997,573043,487247,493873,7548503
1743,2019,3148941,2923764,64325,160852,120833,121327,2305502
1745,2019,599719,510209,41261,48249,57420,56748,830292
1760,2019,1573944,709637,620843,223933,161329,147208,1912510
1762,2019,1156642,688013,347521,121108,117124,124427,3438847
1763,2019,135754433,119026721,7111754,9615958,7289171,4255490,100406077
1764,2019,107249047,91568928,7769765,7910354,7878695,11850934,171754570
1765,2019,108274363,92421283,5670564,10182516,8062869,4741452,121448698
1766,2019,56842962,49407567,4594778,2840617,1528159,1029970,52967742
1767,2019,919115,778807,61503,78805,80050,86542,2480250
1769,2019,2898049,2347729,135741,414579,393074,440122,6794936
1770,2019,4657781,3080149,1115385,462247,395724,344793,6136927
1773,2019,7508185,5503018,1015949,989218,884866,863945,6992776
1775,2019,6303624,4425588,993310,882507,671512,576336,7329847
1776,2019,1614375,1315035,221046,78294,74348,50482,1880485
1780,2019,639395,365017,137872,136506,106900,112126,1947228
1783,2019,452199,234927,151651,65621,60111,60202,1185486
1786,2019,437873,132416,171270,134187,120703,120381,1861845
1789,2019,2892783,1716378,909551,266854,216656,106324,11674564
1795,2019,9174740,4926869,3134718,1113153,678283,158708,17917927
1802,2019,41775507,38350518,4570761,-1169121,-1606778,-3500751,87324447
1805,2019,127168,106682,80865,-60379,-72992,-73261,1479983
1806,2019,4730243,3645027,1391979,-306763,-425190,-479564,9911945
1808,2019,4198656,3681528,594457,-77329,655920,671455,29119379
1809,2019,2276913,1887838,500259,-99858,-78873,-141061,4584517
1810,2019,5526252,4137745,1309670,78837,35942,238511,10913518
1817,2019,2334926,1633243,455180,246713,179852,160497,2528005
1819,2019,101943,132039,26079,-56175,-59244,-59304,677516
1903,2019,169454,117222,236635,-184403,-179534,-100680,6587263
1904,2019,40387576,31163326,5710974,3513276,2347102,2607958,59336881
1905,2019,20689397,19470286,1596799,-383777,-302084,-267747,31098417
1906,2019,1273341,1194076,94509,-15244,121324,337783,5781537
1907,2019,74760487,62192559,9571030,2990809,2659623,5196503,121089013
1909,2019,47715121,41163583,4769016,1782522,502392,79789,69542485
2002,2019,366240735,338412847,15249658,12578230,10330458,6740651,666631981
2006,2019,44863600,40731834,2025168,2106598,1557798,1488814,47691503
2007,2019,6552804,6787922,242562,-477680,-652969,-634219,23561638
2008,2019,1142137,1146465,118965,-123293,-124106,77047,5161462
2009,2019,2544943,2636550,53538,-145145,-99342,51514,5295652
2010,2019,16735011,15783299,787123,164589,232444,93413,17205699
2012,2019,9333591,7833212,904713,595666,533743,440126,10966326
2013,2019,16706204,16306088,305163,94953,157617,154684,14419740
2014,2019,40470129,39225201,1462517,-217589,10791,-50794,30463606
2015,2019,27735611,24870034,776575,2089002,1962355,2002705,21466776
2017,2019,3954720,3695802,441675,-183146,-154197,-147685,8367144
2020,2019,4483371,4002125,227927,253882,435331,463083,6302854
2022,2019,11519202,11268848,513565,-263211,-1007426,-687951,8854037
2023,2019,59687597,57138479,3444311,-895193,-1700285,-2029555,83752862
2024,2019,1235991,1132652,67678,35661,17117,18628,2131026
2025,2019,1155098,1314691,35821,-197101,-177829,-197538,1920233
2027,2019,77874374,63589569,8877772,5406763,2407037,786212,104585824
2028,2019,9677237,9327594,167814,181829,195189,189143,6092207
2029,2019,9877956,9295162,510209,72585,30090,71619,9591289
2030,2019,11984206,10765124,721010,498072,268254,167902,10635247
2031,2019,8477785,8301224,274679,-97900,118116,52786,16087891
2032,2019,2844436,2697634,97817,48985,47375,51778,1997046
2033,2019,832001,755212,83610,-6821,36444,60141,1236475
2034,2019,16308739,14727148,779483,802108,623729,301713,12142367
2038,2019,7953592,8143272,142371,-332051,-259316,-276748,7898818
2041,2019,8469035,8192605,211861,64569,102118,20335,7089634
2048,2019,84818374,83930109,2143572,-1255307,-1453883,-1527240,175738032
2049,2019,20209798,13434783,4374125,2400890,1640877,1606651,48331856
2056,2019,3589289,3422719,263672,-97102,-33250,-105958,4137342
2059,2019,4868807,2251850,601806,2015151,1558250,1551308,12713817
2062,2019,6119558,5505456,692403,-78301,70039,-113204,12150120
2068,2019,1374314,959050,281856,133408,102368,51949,2475310
2069,2019,8727904,8214770,415515,97619,7906,-63026,8082481
2071,2019,1584339,1441704,117633,25002,-4947,-5354,2658871
2072,2019,94582,69425,118441,-93284,-98494,-98494,3659284
2101,2019,11111580,9053695,1342803,714705,1135684,896273,27642291
2102,2019,4541002,3855187,1071849,-386034,-669563,-719563,13603075
2103,2019,28910723,25533439,2459898,1084861,817120,378095,32514923
2104,2019,22270936,17942747,2186794,2141395,1165528,1845167,51611764
2105,2019,109507773,85548240,16956401,7003132,3515697,1759792,164040229
2106,2019,32127436,25570683,5302222,1254531,1013559,641098,42019785
2107,2019,2701777,2040089,237875,423813,538950,723017,12979434
2108,2019,12391836,9171120,1241582,1979134,1481452,1359297,10671130
2109,2019,5264937,4289366,610065,365506,148280,262150,7407409
2114,2019,1658837,1050628,152807,455402,399524,392484,2746599
2115,2019,2716889,2101831,302423,312635,241910,155056,4146656
2201,2019,85800574,79927782,36615856,-30738700,-24533477,-24838209,313891543
2204,2019,32067972,26817163,3478484,1819908,-2308373,-2604547,51466468
2206,2019,33383428,27560451,5372057,450920,2192460,1964184,41122217
2207,2019,213745071,,14403465,,13584899,15049175,255534055
2208,2019,16540899,17731280,515759,-1706140,-1815518,-1742796,35076187
2211,2019,8268207,6265016,667067,1336124,1325958,1309211,18171047
2215,2019,37206604,30121362,6511611,573631,1232095,1148915,37239834
2218,2019,20837917,18677276,1903760,256881,333425,333425,6721169
2219,2019,1322186,1111040,157952,53194,40144,38068,1457718
2220,2019,18410252,16218086,1610168,581998,512591,481973,6290103
2222,2019,28723314,26392587,1919684,411043,547499,456113,9596557
2225,2019,35331475,32441194,2261692,628589,646390,617900,14886050
2226,2019,32638543,29128702,2783870,725971,759867,575105,14375339
2227,2019,32498607,27650385,3486224,1364489,7281897,6753689,28571406
2228,2019,4575808,3315837,637803,622168,656348,559816,5093243
2231,2019,4094666,2022724,894253,1177689,927970,888835,7195126
2233,2019,2353988,1579419,455245,319324,293678,236105,3875109
2236,2019,1795565,1357944,324601,113020,52296,-5108,2317286
2237,2019,159840,205229,87556,-132945,-133996,-133996,607109
2239,2019,22239873,18495670,2310697,1433506,968020,418895,30190777
2241,2019,770150,571017,106491,92642,73430,73249,2041893
2243,2019,1767065,1629815,246947,-109697,-131083,-177007,3304614
2245,2019,322651,208227,76130,38294,31805,31262,753089
2246,2019,339745,279386,23234,35692,156,156,1207686
2247,2019,33746375,29767896,3155475,924092,731686,718209,15968806
2248,2019,632105,453068,179103,-66,20397,-5715,1113345
2249,2019,2132853,1857327,154258,121268,108131,107606,978334
2250,2019,3813406,3186524,462879,164003,118624,92344,2836674
2301,2019,177954166,150616502,17992442,9345222,9405517,7972985,186632503
2302,2019,498284,346476,156160,-4352,441,-38499,1951572
2303,2019,148201641,126886669,21807284,4689850,6128767,9537552,370187365
2305,2019,508075,356785,289308,-138018,5976,-39297,2878241
2308,2019,268131397,193635252,55087355,19408790,23927756,23865739,311037290
2311,2019,164090330,128701713,19883449,15505168,13158242,12257905,288916682
2312,2019,137549891,128823672,7464506,1261713,458352,-258574,96681586
2313,2019,56174889,46176617,3854381,6143891,3822418,3216095,61251467
2314,2019,5798880,4846603,939496,12781,1684,-58496,5024224
2316,2019,5094456,4752666,432995,-91205,550432,466178,12373970
2317,2019,5342810995,5026942570,200971539,114896886,132185088,87564779,3320941698
2321,2019,1563994,1368180,350386,-154572,-115913,11353,2231158
2323,2019,7045247,5926766,1212085,-93604,167586,206569,25458140
2324,2019,980442346,946533518,23322460,10586368,7895719,6360739,382648419
2325,2019,88987798,69738247,10141845,9107706,7510895,8142986,129581713
2327,2019,41306656,26526111,6749222,8031323,7052115,5915715,96382137
2328,2019,25600708,23241509,1164791,1194408,1153137,700816,21687782
2329,2019,17515145,15742203,996827,776472,587960,559249,15918750
2330,2019,1069985448,577286947,119504582,372701090,345343809,333520247,2264805032
2331,2019,28291303,25196020,2557730,14191,53061,-89263,23353228
2332,2019,16996048,12256516,5124288,-384756,-441741,-539571,15711010
2337,2019,34995411,25379917,6516617,3098877,3012901,3253755,60656778
2338,2019,3468682,2856280,605073,7329,311940,303600,5726370
2340,2019,5418004,3779675,898172,740157,604635,626570,10306144
2342,2019,1357621,1250656,216429,-109464,-396923,-367437,2741582
2344,2019,48771434,35857582,11658643,1255209,1477287,2772043,104804900
2345,2019,55401047,44402285,4958779,6039983,4949572,4739883,29521087
2347,2019,339994666,325273754,8741795,5979117,7219050,6041455,147689360
2348,2019,1733877,796894,359591,577392,578928,594276,4888744
2349,2019,7779123,7240537,1514609,-976023,-2571482,-2762867,20955390
2351,2019,8839367,7304437,783846,751084,550465,506973,10396570
2352,2019,169754115,146704246,16821782,6228087,4409644,3892619,136026493
2353,2019,234285354,209568568,21733522,3077814,2568374,1618270,156096564
2354,2019,99802129,89851743,4656094,5294292,7037114,13861641,164575817
2355,2019,17848498,16453990,1096366,298142,659972,475420,23104427
2356,2019,500952813,478121718,16427600,6403495,4836997,4584903,193092853
2357,2019,351330493,297842375,41871426,11616692,13015029,27533572,352004111
2358,2019,2057862,1921906,101825,34131,1173,-4883,2941948
2359,2019,3737064,2969100,734525,33439,360892,298009,6294104
2360,2019,13909634,7329023,4521231,2059459,1889476,1639671,25437072
2362,2019,21900662,16849737,4166762,884163,1073864,-1024918,100386735
2363,2019,222952,136063,442465,-355576,-224691,1437422,7778655
2364,2019,829029,602351,307555,-80877,-82200,-77562,1143664
2365,2019,1605479,1150387,401811,53281,154664,142352,3827686
2367,2019,22418326,17367356,2621741,2429229,1731087,1691727,25013210
2368,2019,18990719,16500104,1745030,669405,129726,113487,20908384
2369,2019,4719390,4783009,515949,-579568,-552131,-553699,8248534
2371,2019,35423015,33066078,8616318,-6265315,-9155461,-9149093,118991317
2373,2019,13605113,7569044,4727061,1370653,1501756,1051603,17109776
2374,2019,6591161,5712768,1303377,-424984,-379262,-622936,10151183
2375,2019,4547218,3405810,701131,440277,574011,388109,12335397
2376,2019,61781254,52190385,8143636,1447233,1907543,2117173,37711541
2377,2019,120491417,104629261,9909750,5952406,5587210,5290588,60348708
2379,2019,60744006,34160690,20252451,6330865,6790375,6130163,73431830
2380,2019,1633335,1264690,810004,-441359,-198294,-202598,2661206
2382,2019,1029611414,980444164,30176753,18990906,16314805,14703707,614626933
2383,2019,24865522,18765219,2020753,4079550,3245301,2832551,25704331
2384,2019,8845,326960,-542665,224550,1017814,1033957,8821910
2385,2019,92552325,76270837,10012023,6269465,6802752,5915809,71444257
2387,2019,12866741,11560523,1089334,216884,231653,-139328,15471726
2388,2019,5527213,3751507,2565571,-789865,89995,-88001,9266305
2390,2019,621283,504273,264926,-147916,-180605,-180525,2642907
2392,2019,97820336,87602570,7936076,2281690,1787336,891769,73296404
2393,2019,20966541,15838093,4293255,835193,851329,610606,28349072
2395,2019,54144662,33045300,11865860,9233502,7392855,7299580,47216079
2397,2019,7031784,5037612,1207421,786751,625260,616712,8429961
2399,2019,2279734,2024132,334194,-78592,45873,37680,3115160
2401,2019,5486660,3137755,2217365,131741,174752,72679,11489767
2402,2019,6148946,5420210,447941,280795,226792,27737,8489255
2404,2019,23920633,19569393,943942,3407298,2893881,3290136,23085336
2405,2019,3175090,2451464,713834,9792,7896,-18414,4409399
2406,2019,8468615,7483601,1039650,-54636,30685,-59677,14348098
2408,2019,51727458,35233371,6977267,9516820,9824599,9021931,165100652
2409,2019,268791694,268335751,20923891,-20467948,-21599416,-23011187,397637591
2412,2019,207520061,135952540,30794363,40645854,33763943,35206449,477458238
2413,2019,3636647,3138416,611856,-113625,-191387,-167708,4775059
2414,2019,18974025,17341351,1266026,366648,300652,291783,7045050
2415,2019,2189264,1665776,321563,176792,82425,24489,5002758
2417,2019,2947147,1461911,1472211,13025,39025,37743,4853871
2419,2019,10325500,8240735,1604213,480552,350343,319823,9915196
2420,2019,2669131,1658885,466951,543295,487940,470897,5876024
2421,2019,11659915,9081302,1791361,787252,680801,591267,9439298
2423,2019,2552976,1276689,940206,336081,311757,279284,3128633
2424,2019,22860,41452,91125,-109717,-109019,-111220,608028
2425,2019,4738182,4405546,200503,132133,128679,143652,2381615
2426,2019,2519855,2134783,388539,-28352,209390,194073,6231717
2427,2019,3039686,2115174,869431,55081,116096,117390,4518207
2428,2019,5814232,3473903,891428,1448901,1115265,942053,8750515
2429,2019,972295,905397,111695,-44797,-131519,-131645,847369
2430,2019,18916966,15911671,2645566,359729,211770,223892,13184720
2431,2019,2967216,2656543,333790,-23117,8872,16233,2209709
2433,2019,4324684,2946089,783570,595025,651097,373359,7999997
2434,2019,165229,326952,73135,-234858,-239481,-250675,654525
2436,2019,2322116,1746791,519148,56177,326122,336628,3803258
2438,2019,431354,323339,70891,37124,-55872,24306,994411
2439,2019,36397793,31357874,2804567,2235352,2531146,3457274,25795570
2440,2019,2766521,2595793,160118,10610,-36875,-124368,2341472
2441,2019,12030481,9231137,460124,2339220,1895899,1971318,19516211
2442,2019,4936941,4166399,763317,7225,358792,357497,13771998
2443,2019,690347,808999,203313,-327691,-278845,-90531,1327695
2444,2019,1575950,1410294,183598,-17942,-26620,-27565,1711809
2449,2019,25539437,18523521,2970902,4045014,3041484,3385069,55079149
2450,2019,28864873,25610301,2990045,255662,410011,425205,10069569
