stock_code,year,total_operating_revenue,total_operating_costs,total_operating_expenses,net_operating_income,profit_or_loss,total_comprehensive_income,total_assets
8218,2020,958822,815876,83969,58977,31288,34948,1177220
8222,2020,397072,364438,89631,-56997,-39467,-38702,1434435
8225,2020,413325,300064,90039,23222,21071,24905,343000
8227,2020,376420,291883,118269,-33732,-26512,-27104,409612
8249,2020,3399884,2936375,301394,162115,190268,199335,5244735
8261,2020,3125776,2613933,271902,239941,196348,224067,2742385
8271,2020,7152222,6026320,780483,345419,290460,258966,4051099
8281,2020,48804,42164,55238,-48598,-18398,-17245,351021
8287,2020,1876876,1356158,217326,303392,312579,294717,1529514
8298,2020,197627,23758,159491,14378,13907,13097,326418
8304,2020,483353,340724,108951,33678,43262,46944,989286
8305,2020,2130951,1280286,375846,474819,215389,220920,13331662
8307,2020,390812,308976,103584,-21748,-10984,-11000,1376776
8308,2020,578577,408441,119115,51021,56667,54633,1152432
8309,2020,446832,263746,71990,111096,43649,44927,3164438
8310,2020,302706,253821,42478,6407,-9515,-10405,1924928
8312,2020,112239,79533,21692,11014,27847,-103892,563811
8327,2020,451062,267764,92823,90475,142727,-196089,4252204
8329,2020,1051128,907545,219168,-75608,-29297,-28398,4309749
8341,2020,2906727,1196499,466205,1244023,993948,1021280,8968968
8343,2020,1047376,645482,174702,227192,166425,164721,2703142
8350,2020,7708211,5912129,852303,943779,662519,686527,6372288
8359,2020,3263869,1388811,1041412,833217,810519,758814,12149118
8360,2020,1011400,985046,256357,-230003,-268430,-267477,9248438
8367,2020,1903290,1327861,272519,302910,263881,263931,7376368
8368,2020,462836,307259,55034,100543,69017,66843,1667943
8370,2020,671862,533571,68754,69537,70843,79921,1765022
8374,2020,2754448,2274067,355192,125189,87180,79072,2759980
8376,2020,23006072,17035777,1555888,4414407,4275798,4537298,79292058
8379,2020,1094540,853879,93392,147269,164093,247714,3010391
8387,2020,1859784,896603,566168,397013,456626,162119,6814076
8391,2020,8975507,7925959,66738,982809,778253,779682,15005370
8392,2020,4692940,4255566,43745,373629,298339,299929,8053995
8394,2020,60969162,48240752,5432319,7296091,7229855,5987168,115737713
8399,2020,1198325,1036794,95698,65833,54678,49757,762099
8404,2020,6552677,4155950,1330530,1066197,583357,835097,18506166
8411,2020,5792494,5146124,509743,136627,67130,195925,10163331
8422,2020,2680539,798427,434812,1447300,1173798,1172977,7138744
8427,2020,3233341,2296762,1065487,-128908,-120191,-110860,5589187
8429,2020,378255,489299,500943,-611987,-499900,-374525,7093206
8438,2020,2866089,2502412,254189,109488,70028,78169,2436363
8442,2020,3741653,3189489,664579,-112415,-153406,-165663,3632290
8443,2020,1366916,739779,861468,-234331,-187756,-186589,2343567
8452,2020,608847,576426,107275,-74854,-93220,-93220,1112906
8453,2020,431200,506445,90478,-165723,-233998,-233998,2373141
8454,2020,67198104,60883619,4199106,2219090,1938938,1973038,17809034
8456,2020,383192,337711,87249,-41768,-33404,-34021,895234
8458,2020,35269,28103,25292,-18126,-27011,-27116,184417
8459,2020,227922,233383,41843,-47304,-50089,-50089,363865
8462,2020,3679560,2549920,578272,551368,408631,408332,7256490
8463,2020,3298720,2900543,234341,163836,130619,128488,5452480
8464,2020,24414306,10780817,6673890,6959599,4976676,4728026,27901357
8465,2020,76925,65452,17660,-6187,-14320,-14320,187432
8466,2020,2882490,2096842,380524,405124,277571,285426,4513513
8467,2020,1035590,712827,295569,27194,23704,65738,2401142
8469,2020,310118,263625,38801,7692,8756,8756,1473747
8473,2020,4486977,3717590,207497,561890,264778,365362,15958201
8475,2020,164656,207253,43095,-85692,-89168,-89168,1070237
8478,2020,4224774,3223452,773959,227363,94453,-17594,6808973
8480,2020,1895124,1211324,328602,355198,391080,300103,2994808
8481,2020,1376062,658621,433586,283855,832878,820503,2502446
8482,2020,3830398,2451172,708970,670256,648900,600517,4148815
8487,2020,487792,437113,75879,-25200,-7451,-7915,765216
8488,2020,2791573,2525457,110540,155576,50451,92525,5363814
8490,2020,27695,19214,53782,-45301,-52316,-60926,357923
8491,2020,960706,468257,565019,-72570,-53524,-59962,631960
8492,2020,165541,127422,69661,-31542,-22884,-23200,294685
8495,2020,205926,166341,171727,-131713,-106020,-106461,372802
8499,2020,2360994,1037631,459206,864157,634787,704725,4557973
8926,2020,9313724,8592737,282558,469285,1070583,1088892,22979690
8940,2020,1017093,555512,578810,-94232,-55211,-47730,1758662
8943,2020,67767,51608,28010,-11851,-8600,-8704,254446
8945,2020,468957,195324,59853,213780,180539,179247,2466013
8946,2020,670428,446234,72354,151840,120100,118063,2001649
8948,2020,914721,532884,156311,225526,109947,109441,5164640
8951,2020,719227,473044,87357,158826,108462,107332,3479996
8952,2020,392153,344590,71830,-24267,-47761,-48987,2075627
8953,2020,628784,400442,85533,142809,108663,107273,4046141
8955,2020,800212,562967,98495,138750,-839778,-840740,4908706
8956,2020,473701,163277,75011,235413,225001,253699,1631243
8957,2020,360049,197940,52690,109419,80901,80540,1586926
8960,2020,427143,300075,68724,57410,48770,47314,655159
8962,2020,928774,560871,101905,265998,208660,208677,4040851
8963,2020,460913,408707,67905,-15699,-51650,-53878,2931010
8965,2020,477290,311250,60431,105609,80352,85373,3233308
8966,2020,1173226,801335,171680,199989,166851,163336,1590182
8967,2020,1357175,905276,167117,284782,349657,346251,8861373
8968,2020,494868,454730,81662,-41524,-94874,-95621,4186184
8969,2020,894074,586292,106255,201527,147223,145772,3475533
8970,2020,287727,166943,32714,88070,69941,69172,1558353
8971,2020,1762684,997316,281223,484145,251151,252262,10607458
8973,2020,123389,81489,23729,18171,19485,20283,501062
8974,2020,423845,332710,63697,27438,26762,26134,1224956
8975,2020,733216,445553,90239,197424,160766,157772,2420358
8976,2020,340761,253042,76916,10803,-2581,-4968,810124
8977,2020,637510,453931,78851,104728,83781,83435,1054318
8978,2020,403108,332756,61308,9044,-29558,-31654,2944363
8980,2020,243967,213413,31787,-1233,-12637,-13366,1627022
8981,2020,236241,217370,30597,-11726,-15875,-15996,1644903
8982,2020,383066,204325,81431,97310,49075,51998,2216792
8983,2020,846687,498615,92090,255982,187078,184262,4233802
8985,2020,240413,189088,32206,19119,26162,26258,690492
8986,2020,577671,544960,95453,-62742,-21113,-4259,1773158
8987,2020,158980,118372,31886,8722,61115,-57493,1019991
8988,2020,412721,277641,91614,43466,53346,56892,1025023
8990,2020,894152,598976,97914,197262,148685,146150,4474346
8991,2020,629113,411716,134393,83004,63038,58133,716216
8992,2020,521576,465735,85011,-29170,-70522,-72346,3814685
8995,2020,208893,146737,35041,27115,27265,30202,385536
8996,2020,2076359,1547977,358103,170279,112524,275674,3475284
9802,2020,11345641,8963637,1108917,1273087,895514,740816,14350057
9902,2020,432138,410597,33203,-11658,32481,32481,1361772
9904,2020,249954311,195203206,56862183,-2111078,3919417,17681285,368914559
9905,2020,7257633,6141811,485111,630711,553022,662144,10246129
9906,2020,167828,126075,92164,-50411,-88994,-88994,9359666
9907,2020,29934966,26511753,2234081,1189132,889165,1021600,34382192
9908,2020,3542624,2664272,261516,606363,867282,1095637,17615835
9910,2020,68959738,52495714,9394723,7069301,5592171,4338336,43788205
9911,2020,6628124,4186157,1376872,1065095,892567,929510,7503362
9912,2020,538991,356848,196816,-14673,-38233,-30310,691393
9914,2020,27072342,23285132,2181527,1884222,4112147,3650943,29682477
9917,2020,13706365,8697290,2369079,2639996,2437228,2302749,23169427
9918,2020,1986369,1445167,233957,307245,326745,327964,5200498
9919,2020,5086762,3584364,663204,839194,879968,850753,6949444
9921,2020,70010849,53842103,9310473,6858273,5175909,5298479,62501788
9924,2020,9033976,6869217,945450,1219309,832650,883307,9019519
9925,2020,7195005,4753919,1584424,856662,951265,1299687,17025624
9926,2020,2197817,1606217,153310,439706,419729,500643,6861767
9927,2020,8536948,7847755,211342,477851,354015,325540,6352995
9928,2020,766667,698846,167600,-99779,-27139,-15057,3636286
9929,2020,749997,629265,94493,26239,870262,880319,2187492
9930,2020,9970633,8559682,443336,967615,773023,702938,13230397
9931,2020,1232504,1011195,61879,159430,193302,208640,4790743
9933,2020,55558409,51914759,1586371,2057279,1305146,1481167,70787963
9934,2020,16775209,12158458,4151272,465479,287487,134428,16830743
9935,2020,6022518,4767498,656154,598866,363877,264205,6203534
9937,2020,18357564,15914638,1733871,709055,774721,844587,12254438
9938,2020,14645277,9269352,2566893,2809032,1800435,1772310,31742387
9939,2020,19348249,15242548,1915855,2189846,1730740,1365857,31692510
9940,2020,13061441,9200082,1749835,2111524,1569168,1553962,31861472
9941,2020,29632864,14883563,11177994,3571307,2897250,3037960,202593027
9942,2020,2874514,1926867,467548,480722,388910,387967,4386841
9943,2020,2748625,1283717,916093,548815,651294,629081,6079558
9944,2020,2347804,1716754,535495,95555,90366,57975,5029202
9945,2020,19084589,15145020,1854562,2085007,9275392,35021465,186389375
9946,2020,1491772,1055716,226481,209575,182975,190817,10878361
9955,2020,3004576,3038550,96083,-130057,-123303,-122483,2882000
9957,2020,37889454,38100616,1474373,-1685535,-1744573,-1972341,53389558
9958,2020,6408626,4529989,341705,1523328,1172997,1212710,17207745
9963,2020,604648106,541695875,13560725,49391506,23685958,21271638,2145085247
9964,2020,76651,0,23668,52983,51245,84561,1228742
9968,2020,2702623,1241090,1351588,114489,135391,130223,4373376
9971,2020,5129857,3582515,882354,664988,618768,580919,10485791
9977,2020,1109309,691138,120746,297425,250771,253091,2481315
9978,2020,881524,1196855,247857,-563188,-424530,-412942,6858436
9982,2020,670053,459697,77582,132774,89010,86745,4637658
9983,2020,779970,700843,157868,-79546,-77644,-78282,604822
9984,2020,465843,347227,90247,28369,5185,3376,2490962
9985,2020,468984,322745,79575,66042,57384,55856,951868
9986,2020,606405,420508,74442,111455,69189,67809,3008665
